"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20190709","중앙선","지평","92","63","20190712"
"20190709","중앙선","용문","2612","2613","20190712"
"20190709","중앙선","원덕","465","449","20190712"
"20190709","중앙선","양평","3695","3757","20190712"
"20190709","중앙선","오빈","357","348","20190712"
"20190709","중앙선","아신","644","647","20190712"
"20190709","중앙선","국수","921","900","20190712"
"20190709","중앙선","신원","189","171","20190712"
"20190709","중앙선","양수","2886","2832","20190712"
"20190709","중앙선","운길산","804","801","20190712"
"20190709","중앙선","팔당","962","951","20190712"
"20190709","중앙선","도심","3208","2497","20190712"
"20190709","중앙선","덕소","7092","7016","20190712"
"20190709","중앙선","양정","1034","893","20190712"
"20190709","중앙선","도농","11437","10048","20190712"
"20190709","중앙선","구리","15966","15974","20190712"
"20190709","중앙선","양원","2182","2334","20190712"
"20190709","중앙선","망우","9058","8766","20190712"
"20190709","중앙선","상봉(시외버스터미널)","6682","6519","20190712"
"20190709","중앙선","중랑","6605","6299","20190712"
"20190709","중앙선","회기","30140","29023","20190712"
"20190709","장항선","신창(순천향대)","1363","1333","20190712"
"20190709","장항선","온양온천","5643","5751","20190712"
"20190709","장항선","배방","1155","1095","20190712"
"20190709","장항선","아산","2908","2684","20190712"
"20190709","장항선","쌍용(나사렛대)","2518","2282","20190712"
"20190709","장항선","봉명","1782","1809","20190712"
"20190709","일산선","대화","17077","13060","20190712"
"20190709","일산선","주엽","11380","11910","20190712"
"20190709","일산선","정발산","9002","9525","20190712"
"20190709","일산선","마두","9534","9993","20190712"
"20190709","일산선","백석","12621","12810","20190712"
"20190709","일산선","대곡","2083","1531","20190712"
"20190709","일산선","화정","21770","22603","20190712"
"20190709","일산선","원당","13503","12808","20190712"
"20190709","일산선","삼송","18773","18085","20190712"
"20190709","일산선","원흥","9890","9294","20190712"
"20190709","우이신설선","신설동","2396","2330","20190712"
"20190709","우이신설선","보문","1710","1846","20190712"
"20190709","우이신설선","성신여대입구(돈암)","4191","4453","20190712"
"20190709","우이신설선","정릉","4902","4443","20190712"
"20190709","우이신설선","북한산보국문","6742","6162","20190712"
"20190709","우이신설선","솔샘","6616","6335","20190712"
"20190709","우이신설선","삼양사거리","2733","2834","20190712"
"20190709","우이신설선","삼양","2251","2419","20190712"
"20190709","우이신설선","화계","3927","3681","20190712"
"20190709","우이신설선","가오리","4700","4614","20190712"
"20190709","우이신설선","4.19민주묘지","3139","3092","20190712"
"20190709","우이신설선","솔밭공원","2758","2775","20190712"
"20190709","우이신설선","북한산우이","2872","2548","20190712"
"20190709","안산선","수리산","5246","4122","20190712"
"20190709","안산선","오이도","11116","10605","20190712"
"20190709","안산선","정왕","8082","8892","20190712"
"20190709","안산선","신길온천","1951","1728","20190712"
"20190709","안산선","안산","15027","13440","20190712"
"20190709","안산선","초지","4142","4131","20190712"
"20190709","안산선","고잔","9814","9359","20190712"
"20190709","안산선","중앙","18478","19339","20190712"
"20190709","안산선","한대앞","9051","8981","20190712"
"20190709","안산선","상록수","21750","21412","20190712"
"20190709","안산선","반월","5406","5079","20190712"
"20190709","안산선","대야미","5071","4665","20190712"
"20190709","안산선","산본","20138","21511","20190712"
"20190709","수인선","인천","1170","1981","20190712"
"20190709","수인선","신포","2158","2244","20190712"
"20190709","수인선","숭의","4582","4399","20190712"
"20190709","수인선","인하대","6490","6169","20190712"
"20190709","수인선","송도","3251","3057","20190712"
"20190709","수인선","연수","5694","5533","20190712"
"20190709","수인선","원인재","5014","5202","20190712"
"20190709","수인선","남동인더스파크","2559","2889","20190712"
"20190709","수인선","호구포","4251","4267","20190712"
"20190709","수인선","인천논현","7105","7349","20190712"
"20190709","수인선","소래포구","4967","4671","20190712"
"20190709","수인선","월곶","2696","2608","20190712"
"20190709","수인선","달월","119","90","20190712"
"20190709","분당선","매교","3045","3102","20190712"
"20190709","분당선","수원시청","13241","14543","20190712"
"20190709","분당선","매탄권선","5574","5289","20190712"
"20190709","분당선","망포","16238","15076","20190712"
"20190709","분당선","영통","10233","10650","20190712"
"20190709","분당선","청명","5102","4743","20190712"
"20190709","분당선","상갈","6750","6157","20190712"
"20190709","분당선","기흥","11527","11211","20190712"
"20190709","분당선","신갈","5791","5609","20190712"
"20190709","분당선","구성","5948","5907","20190712"
"20190709","분당선","죽전","17302","19132","20190712"
"20190709","분당선","보정","3427","2874","20190712"
"20190709","분당선","이매","7326","6743","20190712"
"20190709","분당선","오리","14865","12739","20190712"
"20190709","분당선","미금","20474","21931","20190712"
"20190709","분당선","정자","20321","21925","20190712"
"20190709","분당선","수내","16886","16893","20190712"
"20190709","분당선","서현","32389","33080","20190712"
"20190709","분당선","야탑","32876","34325","20190712"
"20190709","분당선","모란","29609","30665","20190712"
"20190709","분당선","태평","15954","15519","20190712"
"20190709","분당선","가천대","8439","9760","20190712"
"20190709","분당선","선정릉","9477","10355","20190712"
"20190709","분당선","강남구청","11326","13146","20190712"
"20190709","분당선","압구정로데오","18514","20922","20190712"
"20190709","분당선","서울숲","9938","9933","20190712"
"20190709","분당선","수원","9701","6643","20190712"
"20190709","분당선","복정","2","0","20190712"
"20190709","분당선","수서","16466","16688","20190712"
"20190709","분당선","대모산입구","4069","3769","20190712"
"20190709","분당선","개포동","3722","3900","20190712"
"20190709","분당선","구룡","2214","2165","20190712"
"20190709","분당선","도곡","8402","8559","20190712"
"20190709","분당선","한티","17156","18405","20190712"
"20190709","분당선","선릉","14442","23903","20190712"
"20190709","과천선","범계","32620","32024","20190712"
"20190709","과천선","평촌","21602","21296","20190712"
"20190709","과천선","인덕원","29639","29900","20190712"
"20190709","과천선","정부과천청사","13633","13391","20190712"
"20190709","과천선","과천","6020","5405","20190712"
"20190709","과천선","대공원","3439","3665","20190712"
"20190709","과천선","경마공원","1183","1164","20190712"
"20190709","과천선","선바위","10745","9051","20190712"
"20190709","공항철도 1호선","영종","2935","2980","20190712"
"20190709","공항철도 1호선","인천공항2터미널","5574","4718","20190712"
"20190709","공항철도 1호선","인천공항1터미널","16567","16492","20190712"
"20190709","공항철도 1호선","공항화물청사","2764","3114","20190712"
"20190709","공항철도 1호선","운서","7388","7613","20190712"
"20190709","공항철도 1호선","청라국제도시","7763","7325","20190712"
"20190709","공항철도 1호선","검암","9528","9327","20190712"
"20190709","공항철도 1호선","계양","12166","11467","20190712"
"20190709","공항철도 1호선","김포공항","11433","7929","20190712"
"20190709","공항철도 1호선","마곡나루","6828","6273","20190712"
"20190709","공항철도 1호선","디지털미디어시티","15859","14181","20190712"
"20190709","공항철도 1호선","홍대입구","12088","11756","20190712"
"20190709","공항철도 1호선","공덕","2690","3483","20190712"
"20190709","공항철도 1호선","서울역","12097","10030","20190712"
"20190709","경춘선","춘천","1656","1479","20190712"
"20190709","경춘선","남춘천","2676","2736","20190712"
"20190709","경춘선","김유정","337","387","20190712"
"20190709","경춘선","강촌","567","469","20190712"
"20190709","경춘선","백양리","138","133","20190712"
"20190709","경춘선","굴봉산","172","164","20190712"
"20190709","경춘선","가평","2986","2773","20190712"
"20190709","경춘선","상천","399","350","20190712"
"20190709","경춘선","청평","2770","2425","20190712"
"20190709","경춘선","대성리","835","815","20190712"
"20190709","경춘선","마석","4337","4188","20190712"
"20190709","경춘선","천마산","1857","1706","20190712"
"20190709","경춘선","평내호평","6808","6776","20190712"
"20190709","경춘선","금곡","1857","1804","20190712"
"20190709","경춘선","사릉","3984","3838","20190712"
"20190709","경춘선","퇴계원","4285","3962","20190712"
"20190709","경춘선","별내","3003","2859","20190712"
"20190709","경춘선","갈매","3250","2890","20190712"
"20190709","경춘선","신내","953","1050","20190712"
"20190709","경인선","도화","4787","4328","20190712"
"20190709","경인선","중동","11485","10833","20190712"
"20190709","경인선","온수(성공회대입구)","8536","8201","20190712"
"20190709","경인선","도원","4889","4974","20190712"
"20190709","경인선","간석","7671","7285","20190712"
"20190709","경인선","부개","10742","10055","20190712"
"20190709","경인선","소사","11595","10981","20190712"
"20190709","경인선","구일","7750","7576","20190712"
"20190709","경인선","인천","4334","3374","20190712"
"20190709","경인선","동인천","18404","17553","20190712"
"20190709","경인선","제물포","12756","11824","20190712"
"20190709","경인선","주안","24940","22735","20190712"
"20190709","경인선","동암","19631","19485","20190712"
"20190709","경인선","백운","9744","9542","20190712"
"20190709","경인선","부평","38773","41317","20190712"
"20190709","경인선","송내","36390","35901","20190712"
"20190709","경인선","부천","40935","41381","20190712"
"20190709","경인선","역곡","33592","32967","20190712"
"20190709","경인선","오류동","14092","13125","20190712"
"20190709","경인선","개봉","26521","26618","20190712"
"20190709","경의선","문산","7110","6963","20190712"
"20190709","경의선","파주","1533","969","20190712"
"20190709","경의선","월롱","2521","2447","20190712"
"20190709","경의선","금촌","7595","7630","20190712"
"20190709","경의선","금릉","5373","5376","20190712"
"20190709","경의선","운정","7019","6681","20190712"
"20190709","경의선","야당","6170","5900","20190712"
"20190709","경의선","탄현","8914","8542","20190712"
"20190709","경의선","일산","10697","10267","20190712"
"20190709","경의선","풍산","6191","5808","20190712"
"20190709","경의선","백마","8114","7533","20190712"
"20190709","경의선","곡산","701","747","20190712"
"20190709","경의선","능곡","4291","3886","20190712"
"20190709","경의선","행신","8988","8661","20190712"
"20190709","경의선","강매","3369","2832","20190712"
"20190709","경의선","화전","2231","2007","20190712"
"20190709","경의선","수색","2789","2984","20190712"
"20190709","경의선","디지털미디어시티","2452","2296","20190712"
"20190709","경의선","가좌","5929","5405","20190712"
"20190709","경의선","홍대입구","2087","2417","20190712"
"20190709","경의선","서강대","2439","2309","20190712"
"20190709","경의선","공덕","4136","3623","20190712"
"20190709","경의선","효창공원앞","3182","3510","20190712"
"20190709","경의선","신촌","1107","1487","20190712"
"20190709","경의선","서울역","4704","5925","20190712"
"20190709","경원선","소요산","3976","3256","20190712"
"20190709","경원선","동두천","2330","2797","20190712"
"20190709","경원선","보산","1828","1750","20190712"
"20190709","경원선","동두천중앙","4244","4024","20190712"
"20190709","경원선","지행","7664","7583","20190712"
"20190709","경원선","덕정","6830","6541","20190712"
"20190709","경원선","덕계","2617","2277","20190712"
"20190709","경원선","양주","9721","8834","20190712"
"20190709","경원선","녹양","5577","5130","20190712"
"20190709","경원선","가능","8121","7904","20190712"
"20190709","경원선","의정부","21666","22319","20190712"
"20190709","경원선","회룡","14945","14439","20190712"
"20190709","경원선","망월사","9431","9484","20190712"
"20190709","경원선","도봉산","8803","5594","20190712"
"20190709","경원선","도봉","7369","6980","20190712"
"20190709","경원선","방학","11685","11202","20190712"
"20190709","경원선","창동","1","0","20190712"
"20190709","경원선","녹천","5826","4868","20190712"
"20190709","경원선","월계","6930","6536","20190712"
"20190709","경원선","광운대","10019","9320","20190712"
"20190709","경원선","석계","10941","12139","20190712"
"20190709","경원선","신이문","10441","9467","20190712"
"20190709","경원선","외대앞","10620","10206","20190712"
"20190709","경원선","청량리(서울시립대입구)","16781","18333","20190712"
"20190709","경원선","왕십리(성동구청)","18216","20076","20190712"
"20190709","경원선","응봉","2347","1964","20190712"
"20190709","경원선","옥수","42","29","20190712"
"20190709","경원선","한남","5464","5248","20190712"
"20190709","경원선","서빙고","2235","2134","20190712"
"20190709","경원선","이촌(국립중앙박물관)","5029","3780","20190712"
"20190709","경부선","광명","3302","2707","20190712"
"20190709","경부선","서동탄","2027","1671","20190712"
"20190709","경부선","당정","7778","7492","20190712"
"20190709","경부선","천안","6006","5949","20190712"
"20190709","경부선","두정","5009","5043","20190712"
"20190709","경부선","직산","980","1022","20190712"
"20190709","경부선","성환","3623","3618","20190712"
"20190709","경부선","평택","12739","12651","20190712"
"20190709","경부선","지제","2590","2434","20190712"
"20190709","경부선","서정리","5075","4845","20190712"
"20190709","경부선","송탄","4928","4756","20190712"
"20190709","경부선","진위","1909","1763","20190712"
"20190709","경부선","오산","10116","9864","20190712"
"20190709","경부선","오산대","3484","3212","20190712"
"20190709","경부선","세마","3268","2940","20190712"
"20190709","경부선","병점","16352","16128","20190712"
"20190709","경부선","세류","3934","3640","20190712"
"20190709","경부선","독산","19689","20896","20190712"
"20190709","경부선","수원","42796","45968","20190712"
"20190709","경부선","화서","9398","9149","20190712"
"20190709","경부선","성균관대","16991","16532","20190712"
"20190709","경부선","의왕","10513","10327","20190712"
"20190709","경부선","군포","8736","8503","20190712"
"20190709","경부선","금정","29726","30080","20190712"
"20190709","경부선","명학","11222","11090","20190712"
"20190709","경부선","안양","26403","25912","20190712"
"20190709","경부선","관악","9198","8920","20190712"
"20190709","경부선","석수","13015","11418","20190712"
"20190709","경부선","금천구청","14075","13619","20190712"
"20190709","경부선","가산디지털단지","21679","24571","20190712"
"20190709","경부선","구로","23022","23672","20190712"
"20190709","경부선","신길","11507","9494","20190712"
"20190709","경부선","신도림","5085","4965","20190712"
"20190709","경부선","영등포","48119","50196","20190712"
"20190709","경부선","대방","16732","16748","20190712"
"20190709","경부선","노량진","12769","11969","20190712"
"20190709","경부선","용산","40861","42356","20190712"
"20190709","경부선","남영","12599","13201","20190712"
"20190709","경부선","서울역","5984","1442","20190712"
"20190709","경강선","여주","2011","2016","20190712"
"20190709","경강선","세종대왕릉","296","308","20190712"
"20190709","경강선","부발","1855","1801","20190712"
"20190709","경강선","이천","2789","2825","20190712"
"20190709","경강선","신둔도예촌","1302","1263","20190712"
"20190709","경강선","곤지암","2103","2067","20190712"
"20190709","경강선","초월","3081","2937","20190712"
"20190709","경강선","경기광주","7950","7384","20190712"
"20190709","경강선","삼동","2663","2204","20190712"
"20190709","경강선","이매","1301","1144","20190712"
"20190709","경강선","판교","4875","4836","20190712"
"20190709","9호선2~3단계","중앙보훈병원","9392","8719","20190712"
"20190709","9호선2~3단계","둔촌오륜","1204","1063","20190712"
"20190709","9호선2~3단계","올림픽공원(한국체대)","7628","10759","20190712"
"20190709","9호선2~3단계","한성백제","2384","2167","20190712"
"20190709","9호선2~3단계","송파나루","4116","4408","20190712"
"20190709","9호선2~3단계","석촌","7605","6363","20190712"
"20190709","9호선2~3단계","석촌고분","5503","5444","20190712"
"20190709","9호선2~3단계","삼전","5853","5866","20190712"
"20190709","9호선2~3단계","종합운동장","5138","4788","20190712"
"20190709","9호선2~3단계","봉은사","18544","18813","20190712"
"20190709","9호선2~3단계","삼성중앙","7158","7383","20190712"
"20190709","9호선2~3단계","선정릉","10471","11094","20190712"
"20190709","9호선2~3단계","언주","10643","10743","20190712"
"20190709","9호선","신논현","38952","39262","20190712"
"20190709","9호선","사평","3818","3707","20190712"
"20190709","9호선","고속터미널","14644","20607","20190712"
"20190709","9호선","신반포","3600","3482","20190712"
"20190709","9호선","구반포","3491","3705","20190712"
"20190709","9호선","동작(현충원)","2244","1860","20190712"
"20190709","9호선","흑석(중앙대입구)","10568","10909","20190712"
"20190709","9호선","노들","5326","4631","20190712"
"20190709","9호선","노량진","31886","32450","20190712"
"20190709","9호선","샛강","6095","6135","20190712"
"20190709","9호선","여의도","28222","28134","20190712"
"20190709","9호선","국회의사당","20254","20513","20190712"
"20190709","9호선","당산","21809","21246","20190712"
"20190709","9호선","선유도","8306","8002","20190712"
"20190709","9호선","신목동","4810","4315","20190712"
"20190709","9호선","염창","19360","18879","20190712"
"20190709","9호선","등촌","12102","11902","20190712"
"20190709","9호선","증미","8065","8179","20190712"
"20190709","9호선","가양","24317","23624","20190712"
"20190709","9호선","양천향교","9884","9993","20190712"
"20190709","9호선","마곡나루","11572","11397","20190712"
"20190709","9호선","신방화","8206","8025","20190712"
"20190709","9호선","공항시장","3193","3526","20190712"
"20190709","9호선","김포공항","9876","12245","20190712"
"20190709","9호선","개화","8025","5360","20190712"
"20190709","8호선","모란","6698","5008","20190712"
"20190709","8호선","수진","6192","5680","20190712"
"20190709","8호선","신흥","5451","5792","20190712"
"20190709","8호선","단대오거리","12211","11763","20190712"
"20190709","8호선","남한산성입구(성남법원.검찰청)","15873","14057","20190712"
"20190709","8호선","산성","6448","6344","20190712"
"20190709","8호선","복정","12870","10542","20190712"
"20190709","8호선","장지","21667","20496","20190712"
"20190709","8호선","문정","23779","25231","20190712"
"20190709","8호선","가락시장","9255","10253","20190712"
"20190709","8호선","송파","11816","11017","20190712"
"20190709","8호선","석촌","9290","10689","20190712"
"20190709","8호선","잠실(송파구청)","17008","19784","20190712"
"20190709","8호선","몽촌토성(평화의문)","6414","7079","20190712"
"20190709","8호선","강동구청","12507","12824","20190712"
"20190709","8호선","천호(풍납토성)","20284","23024","20190712"
"20190709","8호선","암사","21836","19195","20190712"
"20190709","7호선","부평구청","14074","11391","20190712"
"20190709","7호선","굴포천","10636","11007","20190712"
"20190709","7호선","삼산체육관","6223","5528","20190712"
"20190709","7호선","상동","16096","16927","20190712"
"20190709","7호선","부천시청","14613","14626","20190712"
"20190709","7호선","신중동","16868","16773","20190712"
"20190709","7호선","춘의","10854","10743","20190712"
"20190709","7호선","부천종합운동장","5704","4770","20190712"
"20190709","7호선","까치울","8724","8429","20190712"
"20190709","7호선","온수(성공회대입구)","12676","11924","20190712"
"20190709","7호선","천왕","11469","10608","20190712"
"20190709","7호선","광명사거리","28478","28018","20190712"
"20190709","7호선","철산","27340","27868","20190712"
"20190709","7호선","가산디지털단지","50900","51634","20190712"
"20190709","7호선","남구로","18842","20046","20190712"
"20190709","7호선","대림(구로구청)","10398","10627","20190712"
"20190709","7호선","신풍","13127","12458","20190712"
"20190709","7호선","보라매","11644","11750","20190712"
"20190709","7호선","신대방삼거리","19600","18870","20190712"
"20190709","7호선","장승배기","12908","12506","20190712"
"20190709","7호선","상도","13365","12747","20190712"
"20190709","7호선","숭실대입구(살피재)","15443","15431","20190712"
"20190709","7호선","남성","13803","12578","20190712"
"20190709","7호선","이수","19871","19349","20190712"
"20190709","7호선","내방","16942","17353","20190712"
"20190709","7호선","고속터미널","20554","18157","20190712"
"20190709","7호선","반포","7631","7372","20190712"
"20190709","7호선","논현","23642","25723","20190712"
"20190709","7호선","학동","25979","28375","20190712"
"20190709","7호선","강남구청","18156","20475","20190712"
"20190709","7호선","청담","23711","26751","20190712"
"20190709","7호선","뚝섬유원지","11166","10710","20190712"
"20190709","7호선","건대입구","16605","17662","20190712"
"20190709","7호선","어린이대공원(세종대)","13757","13585","20190712"
"20190709","7호선","군자(능동)","16736","12775","20190712"
"20190709","7호선","중곡","12044","10891","20190712"
"20190709","7호선","용마산","7174","6844","20190712"
"20190709","7호선","사가정","18120","18063","20190712"
"20190709","7호선","면목","17715","16985","20190712"
"20190709","7호선","상봉(시외버스터미널)","19554","18873","20190712"
"20190709","7호선","중화","13132","12643","20190712"
"20190709","7호선","먹골","11901","11437","20190712"
"20190709","7호선","태릉입구","9719","9354","20190712"
"20190709","7호선","공릉(서울과학기술대)","14663","14730","20190712"
"20190709","7호선","하계","22932","21477","20190712"
"20190709","7호선","중계","18901","17344","20190712"
"20190709","7호선","노원","24512","26171","20190712"
"20190709","7호선","마들","13892","13093","20190712"
"20190709","7호선","수락산","15144","15025","20190712"
"20190709","7호선","도봉산","10558","12265","20190712"
"20190709","7호선","장암","2885","966","20190712"
"20190709","6호선","봉화산(서울의료원)","11815","10632","20190712"
"20190709","6호선","화랑대(서울여대입구)","14802","11359","20190712"
"20190709","6호선","태릉입구","6274","7168","20190712"
"20190709","6호선","석계","14889","15113","20190712"
"20190709","6호선","돌곶이","9605","8988","20190712"
"20190709","6호선","상월곡(한국과학기술연구원)","7265","6467","20190712"
"20190709","6호선","월곡(동덕여대)","13705","13458","20190712"
"20190709","6호선","고려대(종암)","10428","9972","20190712"
"20190709","6호선","안암(고대병원앞)","13986","13954","20190712"
"20190709","6호선","보문","8701","7941","20190712"
"20190709","6호선","창신","4258","3451","20190712"
"20190709","6호선","동묘앞","9467","10061","20190712"
"20190709","6호선","신당","9834","10498","20190712"
"20190709","6호선","청구","4543","4746","20190712"
"20190709","6호선","약수","4487","4569","20190712"
"20190709","6호선","버티고개","2791","2655","20190712"
"20190709","6호선","한강진","9012","10400","20190712"
"20190709","6호선","이태원","13859","14765","20190712"
"20190709","6호선","녹사평(용산구청)","6595","6319","20190712"
"20190709","6호선","삼각지","7494","6190","20190712"
"20190709","6호선","효창공원앞","8603","7586","20190712"
"20190709","6호선","공덕","22159","21601","20190712"
"20190709","6호선","대흥(서강대앞)","10212","10794","20190712"
"20190709","6호선","광흥창(서강)","11411","11026","20190712"
"20190709","6호선","상수","10539","12003","20190712"
"20190709","6호선","합정","16500","15054","20190712"
"20190709","6호선","망원","15618","16747","20190712"
"20190709","6호선","마포구청","17107","15013","20190712"
"20190709","6호선","월드컵경기장(성산)","6056","6532","20190712"
"20190709","6호선","디지털미디어시티","15886","17612","20190712"
"20190709","6호선","증산(명지대앞)","11866","11252","20190712"
"20190709","6호선","새절(신사)","15714","14580","20190712"
"20190709","6호선","구산","9407","6984","20190712"
"20190709","6호선","연신내","1","0","20190712"
"20190709","6호선","독바위","3269","3479","20190712"
"20190709","6호선","불광","5796","5791","20190712"
"20190709","6호선","역촌","4791","5384","20190712"
"20190709","6호선","응암","20262","20043","20190712"
"20190709","5호선","마천","6197","6090","20190712"
"20190709","5호선","거여","9232","8530","20190712"
"20190709","5호선","개롱","8088","8040","20190712"
"20190709","5호선","오금","4542","4576","20190712"
"20190709","5호선","방이","8406","8708","20190712"
"20190709","5호선","올림픽공원(한국체대)","5600","5967","20190712"
"20190709","5호선","둔촌동","10023","10191","20190712"
"20190709","5호선","상일동","15175","12530","20190712"
"20190709","5호선","고덕","12159","11669","20190712"
"20190709","5호선","명일","9472","9820","20190712"
"20190709","5호선","굽은다리(강동구민회관앞)","11428","10728","20190712"
"20190709","5호선","길동","8706","9046","20190712"
"20190709","5호선","강동","24085","21187","20190712"
"20190709","5호선","천호(풍납토성)","21955","23001","20190712"
"20190709","5호선","광나루(장신대)","16241","14568","20190712"
"20190709","5호선","아차산(어린이대공원후문)","16823","15973","20190712"
"20190709","5호선","군자(능동)","12576","13869","20190712"
"20190709","5호선","장한평","21506","20979","20190712"
"20190709","5호선","답십리","19071","17408","20190712"
"20190709","5호선","마장","6775","6385","20190712"
"20190709","5호선","왕십리(성동구청)","5713","6546","20190712"
"20190709","5호선","행당","9980","8731","20190712"
"20190709","5호선","신금호","7783","7824","20190712"
"20190709","5호선","청구","4829","4547","20190712"
"20190709","5호선","동대문역사문화공원","3452","4164","20190712"
"20190709","5호선","을지로4가","6451","6666","20190712"
"20190709","5호선","종로3가","17767","17189","20190712"
"20190709","5호선","광화문(세종문화회관)","40635","43108","20190712"
"20190709","5호선","서대문","21671","22378","20190712"
"20190709","5호선","충정로(경기대입구)","5510","5635","20190712"
"20190709","5호선","애오개","8820","8668","20190712"
"20190709","5호선","공덕","17558","18533","20190712"
"20190709","5호선","마포","17337","17777","20190712"
"20190709","5호선","여의나루","13276","13718","20190712"
"20190709","5호선","여의도","30824","33717","20190712"
"20190709","5호선","신길","3881","4291","20190712"
"20190709","5호선","영등포시장","11278","11860","20190712"
"20190709","5호선","영등포구청","4375","4417","20190712"
"20190709","5호선","양평","8128","7934","20190712"
"20190709","5호선","오목교(목동운동장앞)","28101","30626","20190712"
"20190709","5호선","목동","21601","24516","20190712"
"20190709","5호선","신정(은행정)","15438","10916","20190712"
"20190709","5호선","까치산","34220","32375","20190712"
"20190709","5호선","화곡","34980","32252","20190712"
"20190709","5호선","우장산","18207","17943","20190712"
"20190709","5호선","발산","21477","21883","20190712"
"20190709","5호선","마곡","8210","7402","20190712"
"20190709","5호선","송정","10254","9749","20190712"
"20190709","5호선","김포공항","8527","7277","20190712"
"20190709","5호선","개화산","6890","6425","20190712"
"20190709","5호선","방화","8674","8155","20190712"
"20190709","4호선","남태령","1624","1368","20190712"
"20190709","4호선","사당","31659","27105","20190712"
"20190709","4호선","총신대입구(이수)","24327","26553","20190712"
"20190709","4호선","동작(현충원)","2985","3053","20190712"
"20190709","4호선","이촌(국립중앙박물관)","9943","11027","20190712"
"20190709","4호선","신용산","20014","20935","20190712"
"20190709","4호선","삼각지","5879","6719","20190712"
"20190709","4호선","숙대입구(갈월)","17739","17493","20190712"
"20190709","4호선","서울역","15525","23183","20190712"
"20190709","4호선","회현(남대문시장)","34919","37339","20190712"
"20190709","4호선","명동","36504","39484","20190712"
"20190709","4호선","충무로","35817","36853","20190712"
"20190709","4호선","동대문역사문화공원","24109","21923","20190712"
"20190709","4호선","동대문","29090","29026","20190712"
"20190709","4호선","혜화","43424","44714","20190712"
"20190709","4호선","한성대입구(삼선교)","17275","16409","20190712"
"20190709","4호선","성신여대입구(돈암)","26220","25104","20190712"
"20190709","4호선","길음","25672","24459","20190712"
"20190709","4호선","미아사거리","34684","33223","20190712"
"20190709","4호선","미아(서울사이버대학)","18741","17686","20190712"
"20190709","4호선","수유(강북구청)","41530","41268","20190712"
"20190709","4호선","쌍문","37168","33501","20190712"
"20190709","4호선","창동","32786","34302","20190712"
"20190709","4호선","노원","24910","28123","20190712"
"20190709","4호선","상계","24360","22049","20190712"
"20190709","4호선","당고개","14858","13956","20190712"
"20190709","3호선","오금","7945","6963","20190712"
"20190709","3호선","경찰병원","9078","9101","20190712"
"20190709","3호선","가락시장","11964","11592","20190712"
"20190709","3호선","수서","20419","20035","20190712"
"20190709","3호선","일원","12339","12637","20190712"
"20190709","3호선","대청","12646","11331","20190712"
"20190709","3호선","학여울","2188","2222","20190712"
"20190709","3호선","대치","13840","13350","20190712"
"20190709","3호선","도곡","6935","7001","20190712"
"20190709","3호선","매봉","14298","13768","20190712"
"20190709","3호선","양재(서초구청)","47043","51552","20190712"
"20190709","3호선","남부터미널(예술의전당)","37134","38351","20190712"
"20190709","3호선","교대(법원.검찰청)","18439","11943","20190712"
"20190709","3호선","고속터미널","55962","52256","20190712"
"20190709","3호선","잠원","7950","7403","20190712"
"20190709","3호선","신사","37187","39945","20190712"
"20190709","3호선","압구정","39600","42525","20190712"
"20190709","3호선","옥수","11301","11615","20190712"
"20190709","3호선","금호","9819","9175","20190712"
"20190709","3호선","약수","16573","16092","20190712"
"20190709","3호선","동대입구","10678","11848","20190712"
"20190709","3호선","충무로","3","0","20190712"
"20190709","3호선","을지로3가","13624","14330","20190712"
"20190709","3호선","종로3가","12660","15572","20190712"
"20190709","3호선","안국","27818","29298","20190712"
"20190709","3호선","경복궁(정부서울청사)","25647","25475","20190712"
"20190709","3호선","독립문","9325","9256","20190712"
"20190709","3호선","무악재","4774","4712","20190712"
"20190709","3호선","홍제","21573","20266","20190712"
"20190709","3호선","녹번","16553","14371","20190712"
"20190709","3호선","불광","21136","23032","20190712"
"20190709","3호선","연신내","47674","44386","20190712"
"20190709","3호선","구파발","25376","23765","20190712"
"20190709","3호선","지축","1526","1600","20190712"
"20190709","2호선","용두(동대문구청)","2799","2997","20190712"
"20190709","2호선","신정네거리","11661","12068","20190712"
"20190709","2호선","양천구청","8525","8947","20190712"
"20190709","2호선","도림천","1520","1694","20190712"
"20190709","2호선","신설동","3967","3946","20190712"
"20190709","2호선","신답","1862","2081","20190712"
"20190709","2호선","용답","2955","2876","20190712"
"20190709","2호선","충정로(경기대입구)","12886","13559","20190712"
"20190709","2호선","아현","12501","11796","20190712"
"20190709","2호선","이대","21120","22064","20190712"
"20190709","2호선","신촌","50665","51490","20190712"
"20190709","2호선","홍대입구","79118","83554","20190712"
"20190709","2호선","합정","36796","38486","20190712"
"20190709","2호선","당산","26334","28934","20190712"
"20190709","2호선","영등포구청","27314","27492","20190712"
"20190709","2호선","문래","24497","24741","20190712"
"20190709","2호선","신도림","63050","61601","20190712"
"20190709","2호선","대림(구로구청)","32442","33283","20190712"
"20190709","2호선","구로디지털단지","75232","75540","20190712"
"20190709","2호선","신대방","32527","31159","20190712"
"20190709","2호선","신림","77103","75042","20190712"
"20190709","2호선","봉천","28890","26864","20190712"
"20190709","2호선","서울대입구(관악구청)","58824","57333","20190712"
