us_class	patent
052/590.1	626
052/590.2	626
052/591.5	626
422/026	627
422/295	627
422/307	627
034/236	627
134/031	627
134/011	627
134/022.15	627
134/042	627
428/129	628
210/605	629
405/129.55	630
405/129.6	630
405/267	630
210/616	631
210/759	632
210/766	632
210/768	632
210/774	632
428/332	633
428/333	633
428/351	633
210/263	634
210/606	635
210/611	635
210/616	635
210/631	635
210/632	635
435/177	635
435/180	635
435/182	635
210/616	636
210/151	636
373/060	637
373/082	637
373/108	637
205/743	637
175/011	637
606/046	638
210/748	639
210/758	639
210/188	639
210/205	639
065/134.3	640
065/134.8	640
501/065	640
501/066	640
501/077	640
588/012	640
210/121	641
210/220	641
405/129.2	642
405/129.25	642
405/128.15	642
405/128.5	642
106/097	642
210/752	642
588/256	643
405/129.25	643
405/129.65	643
405/129.95	643
588/252	643
588/259	643
210/603	644
210/605	644
210/617	644
210/719	645
210/721	645
210/723	645
210/724	645
210/726	645
210/757	645
210/758	645
210/767	645
210/806	645
210/602	646
210/603	646
210/610	646
210/631	646
210/912	646
435/262.5	646
423/140	646
423/153	646
423/DIG.1	646
423/DIG.17	646
210/137	647
210/205	647
210/221.2	647
210/199	647
134/170	647
134/171	647
210/603	648
210/631	648
210/757	648
210/803	648
210/804	648
210/605	649
614/903	649
614/906	649
210/626	650
210/195.4	650
210/207	650
210/256	650
210/262	650
219/121.37	651
219/121.43	651
210/732	652
210/800	652
210/808	652
210/533	652
210/536	652
210/537	652
210/123	652
210/136	652
210/241	652
210/119	652
405/218	653
405/205	653
405/210	653
405/224	653
114/256	653
422/277	654
422/255	654
422/261	654
422/276	654
210/638	655
210/634	655
210/642	655
210/660	655
210/687	655
405/015	655
405/258	655
166/290	656
166/289	656
166/177.4	656
210/605	657
210/613	657
210/614	657
210/625	657
210/903	657
604/024	658
604/049	658
128/898	658
422/045	658
210/754	659
134/029	659
134/170	659
261/122	659
043/131	660
424/078	660
424/083	660
424/222	660
424/224	660
424/288	660
424/300	660
159/047.1	661
405/203	661
405/211	661
405/195.1	661
405/036	662
405/039	662
405/043	662
405/045	662
405/047	662
060/495	663
415/001	663
426/513	664
425/279	664
426/512	664
405/114	665
405/016	666
405/025	666
405/302.4	666
428/015	666
405/126	667
405/125	667
264/299	667
405/124	667
405/077	668
405/114	669
405/107	669
405/016	669
405/284	669
426/119	670
206/521.1	670
206/521.8	670
206/499	670
206/503	670
264/163	670
405/198	671
405/196	671
405/199	671
405/031	672
405/107	673
052/295	674
052/742.14	674
405/043	675
210/164	675
404/002	675
405/119	675
405/045	676
264/036.22	677
264/035	677
264/036.18	677
264/309	678
425/447	678
244/118.1	679
029/428	679
244/129.3	679
244/129.1	679
244/123.1	679
244/118.5	679
264/250	679
405/045	680
405/036	680
383/038	681
220/500	681
029/428	681
405/210	682
114/257	682
405/062	683
405/079	684
507/269	685
264/610	685
425/006	685
404/025	686
220/831	686
220/836	686
052/020	686
175/325.2	687
405/251	688
405/250	688
405/253	688
405/255	688
083/054	689
083/178	689
083/184	689
405/274	690
206/006	691
137/001	691
405/096	692
405/087	692
405/092	692
405/100	692
264/314	693
264/313	693
264/319	693
264/554	693
264/DIG.500	693
425/389	693
425/405.1	693
425/DIG.190	693
405/077	694
210/170.3	695
210/170.7	695
405/038	695
405/043	695
405/050	695
137/001	696
138/177	696
148/400	697
106/038.9	697
106/038.3	697
106/038.35	697
523/143	697
523/148	697
164/044	697
164/131	697
148/400	698
106/038.9	698
106/038.3	698
106/038.35	698
523/143	698
523/148	698
164/044	698
164/131	698
148/400	699
106/038.2	699
523/142	699
523/139	699
164/040	699
164/132	699
405/302.6	700
405/302.7	700
405/015	700
405/030	701
405/021	701
405/025	701
119/221	701
119/234	701
119/238	701
210/170.3	702
290/044	703
290/055	703
405/224	703
405/205	703
405/195.1	703
264/101	704
425/385	704
405/288	705
405/302.2	705
405/016	706
404/025	707
052/309.1	708
052/747.1	708
052/745.9	708
052/745.2	708
052/314	708
249/016	708
156/290	709
264/263	709
264/154	709
405/111	710
405/284	711
405/286	711
405/101	712
405/094	712
210/170.1	712
425/072.2	713
425/007	713
425/192.S	713
425/083.1	713
425/131.5	713
425/378.2	713
264/555	713
264/210.8	713
429/035	714
501/014	714
264/662	714
405/045	715
220/810	716
052/020	716
210/747	717
210/170.3	717
264/211.14	718
425/072.2	718
405/200	719
405/224.2	719
210/170.7	720
210/448	720
210/454	720
210/461	720
210/463	720
210/484	720
210/497.3	720
405/031	720
405/043	720
405/284	720
425/006	721
277/642	722
264/299	722
052/314	723
264/232	723
052/169.13	724
052/630	724
052/300	724
052/741.13	724
052/745.19	724
052/309.1	724
405/096	725
405/108	725
405/302.6	726
606/095	727
606/099	727
623/023.48	727
623/023.63	727
264/255	727
264/268	727
264/328.2	727
264/328.7	727
264/330	727
425/387.1	728
264/322	728
404/025	729
052/019	729
405/021	730
405/029	731
052/020	732
052/019	732
052/021	732
428/220	733
264/308	733
428/492	733
405/043	734
264/109	735
524/404	735
264/145	735
173/184	736
375/240.16	737
375/240.24	737
404/025	738
405/092	739
405/216	740
425/390	741
425/389	741
425/405.1	741
425/411	741
425/444	741
101/016	741
405/023	742
404/025	743
405/276	744
405/284	744
280/743.1	745
442/076	745
264/293	745
405/216	746
405/211	746
052/079.9	747
264/314	748
425/388	748
405/224	749
114/264	749
175/020	750
175/058	750
175/249	750
073/864.51	750
073/864.64	750
073/864.91	750
114/059	751
405/195.1	751
405/224.4	752
405/224.2	752
405/223.1	752
264/255	753
264/310	753
175/020	754
175/058	754
175/226	754
073/864.51	754
073/864.91	754
405/121	755
405/118	755
405/049	755
405/118	756
405/119	756
405/121	756
405/270	756
052/122.1	757
052/745.8	758
052/745.7	758
052/745.13	758
052/745.19	758
052/086	758
052/089	758
052/169.14	758
052/245	758
052/247	758
052/259	758
052/080.1	758
052/747.1	758
264/031	758
264/032	758
264/033	758
264/069	758
264/071	758
264/263	758
264/257	758
029/281.4	758
114/264	759
264/250	760
405/274	761
405/272	761
405/036	762
405/039	762
405/049	762
405/118	762
405/120	762
405/121	762
404/002	762
210/170	762
210/747	762
405/274	763
405/272	763
405/278	763
405/274	764
428/174	765
264/309	765
264/257	765
210/503	766
037/466	767
425/146	768
405/121	769
405/118	769
405/150.1	769
405/184.2	769
175/058	770
175/020	770
175/249	770
118/620	771
405/050	772
405/276	773
405/031	773
405/015	773
405/302.6	773
405/281	773
052/079.1	774
052/079.14	774
114/258	775
405/118	776
405/146	776
405/150.1	776
405/184.2	776
405/121	776
210/170	776
210/747	776
264/635	777
405/021	778
405/030	778
405/275	778
405/286	778
405/302.6	779
405/302.7	779
405/015	779
405/021	779
299/031	780
405/288	780
249/091	781
249/097	781
249/183	781
405/036	782
405/039	782
404/002	782
210/170	782
405/195.1	783
405/121	784
405/118	784
405/270	784
405/205	785
405/200	785
405/124	786
014/024	786
175/020	787
175/058	787
405/203	788
405/224	788
405/036	789
405/039	789
405/049	789
405/118	789
405/120	789
405/121	789
404/002	789
210/170	789
210/747	789
405/270	790
405/084	790
405/090	790
428/304.4	791
264/162	791
264/299	791
405/016	792
014/028	792
014/073	792
405/023	792
405/017	792
052/169.12	793
264/040.4	794
405/115	795
405/107	795
405/091	795
405/110	795
052/302.1	796
052/409	796
405/204	797
405/205	797
405/206	797
405/016	798
014/023	798
014/073	798
405/017	798
405/023	798
294/112	799
294/066.1	799
405/204	800
405/203	800
405/016	801
014/028	801
014/073	801
405/017	801
405/023	801
405/052	802
405/032	803
405/031	803
405/285	803
405/302.6	804
405/015	804
405/202	805
405/205	805
264/156	806
425/290	806
114/065.A	807
114/077.R	807
114/263	807
405/015	807
249/091	808
405/107	809
405/113	809
405/114	809
405/284	810
405/285	810
405/286	810
405/031	810
405/284	811
405/284	812
405/302.6	812
405/209	813
405/204	813
405/205	813
114/259	813
264/333	814
264/334	814
425/261	814
425/453	814
405/097	815
405/087	815
405/092	815
405/104	815
405/114	815
264/107	816
427/130	816
442/306	817
442/304	817
428/034.5	817
264/045.2	818
264/046.5	818
264/046.6	818
264/046.9	818
264/314	818
159/047.1	819
405/203	819
405/211	819
405/195.1	819
405/016	820
405/025	820
405/302.4	820
428/015	820
405/198	821
405/196	821
405/199	821
405/031	822
405/210	823
114/257	823
405/062	824
210/747.5	825
210/170.01	825
405/274	826
206/006	827
137/001	827
264/314	828
264/313	828
264/319	828
264/554	828
264/DIG.500	828
425/389	828
425/405.1	828
425/DIG.190	828
405/030	829
405/021	829
405/025	829
119/221	829
119/234	829
119/238	829
290/044	830
290/055	830
405/224	830
405/205	830
405/195.1	830
405/111	831
405/284	832
405/286	832
405/033	833
405/016	833
405/200	834
405/224.2	834
210/170.7	835
210/448	835
210/454	835
210/461	835
210/463	835
210/484	835
210/497.3	835
405/031	835
405/043	835
405/284	835
405/015	836
210/143	837
210/177	837
210/198.1	837
210/242.3	837
210/923	837
015/321	837
134/198	837
062/052.1	837
062/123	837
062/293	837
052/169.13	838
052/630	838
052/300	838
052/741.13	838
052/745.19	838
052/309.1	838
114/050	839
405/204	839
210/198.1	840
210/923	840
405/029	841
238/084	842
524/423	842
238/001	842
405/231	842
405/018	843
405/016	843
405/017	843
405/033	843
405/216	844
405/023	845
405/216	846
405/211	846
405/204	847
264/314	848
425/388	848
405/224	849
114/264	849
114/059	850
405/195.1	850
405/224.4	851
405/224.2	851
405/223.1	851
405/030	852
405/021	852
405/025	852
119/221	852
119/234	852
119/238	852
114/264	853
405/274	854
405/272	854
405/274	855
405/272	855
405/278	855
405/274	856
405/227	857
405/228	857
405/203	857
405/031	858
405/021	858
405/015	858
405/195.1	858
405/050	859
405/276	860
405/031	860
405/015	860
405/302.6	860
405/281	860
294/112	861
294/066.1	861
114/230.1	862
405/001	862
405/302.6	863
405/302.7	863
405/015	863
405/021	863
405/015	864
405/016	864
405/019	864
405/021	864
405/064	864
405/107	864
052/606	864
405/195.1	865
405/205	866
405/200	866
405/203	867
405/224	867
405/016	868
014/028	868
014/073	868
405/023	868
405/017	868
405/115	869
405/107	869
405/091	869
405/110	869
405/016	870
405/018	870
405/284	870
052/582.1	870
052/589.1	870
405/204	871
405/205	871
405/206	871
405/016	872
014/023	872
014/073	872
405/017	872
405/023	872
294/112	873
294/066.1	873
405/195.1	874
405/228	874
405/204	875
405/203	875
405/016	876
014/028	876
014/073	876
405/017	876
405/023	876
405/032	877
405/031	877
405/285	877
405/302.6	878
405/015	878
405/202	879
405/205	879
264/156	880
425/290	880
114/065.A	881
114/077.R	881
114/263	881
405/015	881
405/284	882
405/285	882
405/286	882
405/031	882
405/284	883
405/209	884
405/204	884
405/205	884
114/259	884
405/216	885
405/211.1	885
405/212	885
024/462	885
052/590.3	885
052/592.4	885
114/382	886
405/284	887
405/286	887
405/272	887
052/608	887
403/070	887
405/218	888
405/205	888
405/210	888
405/224	888
114/256	888
405/033	889
405/021	889
405/030	889
405/204	890
405/209	890
405/281	891
405/274	891
405/276	891
037/345	892
405/224	892
114/296	892
405/021	893
405/015	893
405/016	893
405/033	893
405/020	893
405/227	894
405/195.1	894
405/202	894
405/223.1	895
405/195.1	895
405/224	895
166/359	895
411/535	895
264/040.5	896
264/232	896
264/348	896
405/197	897
405/224	897
405/227	898
405/199	898
405/211	899
405/195.1	900
166/351	900
166/367	900
405/223.1	900
405/224	900
405/198	901
405/196	901
254/112	901
405/029	902
405/016	902
405/029	903
052/608	903
405/016	903
405/021	903
405/030	903
405/274	904
405/279	904
405/016	905
405/029	905
052/608	905
D25/113	905
405/081	906
119/219	906
405/216	907
052/725	907
052/727	907
405/211	907
138/098	907
405/195.1	908
405/203	908
405/224	908
166/367	908
405/205	909
405/210	909
405/211	909
405/224.3	909
405/163	910
037/344	910
405/032	911
405/021	911
405/030	911
052/102	912
052/593	912
047/033	912
404/007	912
405/021	913
405/016	913
405/034	913
405/258	913
405/284	913
405/034	914
405/021	914
405/030	914
404/046	915
052/611	915
404/035	915
405/016	915
405/195.1	916
405/224.4	916
166/350	916
405/286	917
405/033	917
405/284	917
052/169.4	917
052/604	917
405/242	918
405/274	918
405/284	918
405/031	919
405/284	919
405/286	919
114/219	920
267/140	920
114/045	920
405/031	921
405/016	921
405/017	921
405/025	921
405/285	921
052/606	921
405/216	922
405/211	922
405/030	923
405/021	923
405/032	923
405/225	924
405/195	924
405/227	924
052/169.1	925
052/236.2	925
405/199	926
024/463	926
166/077	926
125/423	926
254/105	926
405/195	926
405/221	926
114/219	927
405/212	927
405/019	928
405/017	928
405/018	928
405/262	929
405/279	929
405/281	929
405/284	929
256/073	929
405/225	930
405/227	930
166/295	931
523/130	931
524/594	931
527/400	931
405/030	932
405/021	932
405/225	933
405/227	933
137/627	933
137/885	933
405/225	934
405/191	934
405/211	935
204/147	935
204/197	935
405/224	935
405/262	936
405/274	936
405/278	936
405/284	936
428/052	937
405/019	937
405/020	937
052/003	937
405/262	938
405/258	938
405/281	938
405/284	938
405/031	939
264/033	939
405/043	939
405/051	939
405/258	939
405/284	939
405/287	939
405/212	940
114/219	940
267/121	940
405/211	940
405/227	941
138/089	941
405/225	941
405/284	942
052/597	942
052/604	942
052/605	942
405/224	943
405/189	943
405/197	943
114/265	943
166/356	943
166/366	943
175/007	943
405/074	944
037/058	944
037/195	944
405/016	945
405/258	945
405/227	946
405/225	946
138/089	947
405/203	947
405/232	947
405/217	948
405/203	948
405/204	948
405/031	949
405/035	949
405/198	950
405/203	950
405/205	950
405/195	951
403/386	951
405/204	952
405/207	952
405/210	952
405/211	952
405/195	953
114/264	953
405/052	953
405/188	953
114/264	954
009/008.P	954
060/641.B	954
405/195	955
405/052	955
405/188	955
114/264	955
114/264	956
009/008.P	956
060/641	956
138/103	956
114/293	956
414/138	956
405/080	957
405/087	957
405/088	957
405/096	957
405/100	957
061/103	958
061/001.F	958
061/054	958
114/040	958
267/140	959
061/048	959
114/219	959
061/004	960
061/004	961
061/030	961
061/049	961
061/050	961
061/054	962
052/725	962
138/159	962
138/162	962
114/219	963
061/048	963
173/127	964
173/131	964
173/135	964
405/064	965
405/072	965
405/065	965
137/511	966
362/551	967
165/045	968
405/116	968
405/114	968
405/080	968
244/013	968
244/002	968
414/507	968
239/014.1	968
405/062	969
425/449	970
425/064	970
425/219	970
425/447	970
405/116	971
435/262	972
425/217	973
425/169	973
425/375	973
425/225	973
425/090	973
425/130	973
264/308	973
264/037.29	973
222/233	973
052/742.14	974
210/464	975
222/189.06	975
164/044	976
164/369	976
210/086	977
210/136	977
210/085	977
166/245	978
166/281	978
210/601	979
210/150	979
405/060	980
405/240	981
404/025	982
052/296	983
052/223.5	983
052/293.2	983
052/849	983
052/169.9	983
052/592.6	983
405/016	984
405/115	984
404/025	985
405/129.75	985
204/252	986
204/253	986
204/257	986
205/746	986
137/899.2	987
405/066	988
405/204	989
405/064	990
210/639	991
210/198.1	991
114/333	992
114/268	992
405/060	993
166/344	993
324/071.1	994
405/302.7	994
210/747.6	995
210/170.05	995
210/241	995
405/064	995
521/025	996
210/348	996
073/040	997
264/272.19	998
264/257	998
264/272.2	998
264/275	998
264/278	998
264/313	998
264/314	998
335/216	998
335/299	998
405/029	999
405/027	999
106/692	1000
106/638	1000
106/713	1000
106/815	1000
405/263	1000
405/062	1001
382/141	1002
382/154	1002
382/199	1002
382/286	1002
264/241	1002
264/258	1002
156/058	1002
156/064	1002
156/094	1002
356/237.1	1002
210/609	1003
210/151	1003
210/114	1003
210/298	1003
241/194	1003
034/524	1003
425/006	1003
210/668	1004
405/116	1005
106/811	1005
106/718	1005
106/790	1005
210/093	1006
210/637	1006
210/745	1006
073/036	1006
073/061.41	1006
210/241	1007
210/455	1007
117/081	1008
117/223	1008
249/078	1008
065/355	1008
405/016	1009
405/015	1009
405/017	1009
405/284	1009
052/604	1009
405/060	1010
405/114	1011
166/363	1012
405/060	1012
405/064	1013
405/205	1013
405/068	1014
405/224.2	1015
405/224	1015
210/170.05	1016
210/242.3	1016
210/705	1017
405/060	1018
210/703	1019
210/170.05	1019
210/747.6	1019
210/170.06	1019
210/237	1019
210/703	1020
405/060	1021
405/063	1022
029/428	1022
425/090	1023
405/216	1024
405/211	1024
405/302.7	1025
405/050	1025
404/027	1025
404/031	1025
210/702	1026
210/767	1026
210/770	1026
210/250	1026
210/416.1	1026
210/484	1026
210/485	1026
405/063	1027
052/514.5	1028
052/741.3	1028
052/742.16	1028
052/741.4	1028
210/617	1029
210/086	1029
404/026	1030
405/053	1030
029/402.08	1030
405/030	1031
099/295	1032
210/748.1	1032
210/354	1032
210/348	1032
210/323.1	1032
210/295	1032
210/240	1032
422/020	1032
422/024	1032
137/001	1033
138/177	1033
705/500	1034
110/342	1034
110/345	1034
299/010	1034
588/300	1034
423/235	1034
166/308.1	1034
405/053	1034
166/268	1034
075/392	1034
210/747.5	1034
405/302.6	1035
405/302.7	1035
405/015	1035
703/009	1036
703/006	1036
052/169.1	1037
052/294	1037
052/742.14	1037
052/741.11	1037
052/741.4	1037
405/063	1038
405/224	1039
156/297	1040
156/363	1040
404/002	1041
210/602	1042
210/617	1042
052/295	1043
052/296	1043
052/848	1043
405/263	1044
106/811	1044
106/718	1044
106/694	1044
114/312	1045
114/050	1045
405/302.7	1046
405/050	1046
114/331	1047
404/025	1048
264/299	1049
425/219	1049
435/262	1050
204/630	1051
204/631	1051
204/633	1051
204/634	1051
204/635	1051
204/636	1051
264/069	1052
524/004	1052
523/401	1052
405/107	1053
405/104	1054
405/107	1054
405/091	1054
405/087	1054
425/087	1055
425/458	1055
401/048	1055
435/177	1056
435/262	1056
435/289.1	1056
119/171	1056
405/019	1057
405/302.7	1057
425/397	1058
425/384	1058
425/398	1058
425/412	1058
405/014	1059
425/224	1060
404/025	1061
404/072	1061
249/001	1061
052/742.14	1061
210/141	1062
210/209	1062
210/181	1062
210/202	1062
222/001	1063
222/386	1063
222/146.1	1063
264/299	1063
427/142	1064
106/001.5	1064
062/064	1065
062/050.2	1065
062/053.2	1065
169/046	1065
128/200.24	1065
210/776	1065
423/210	1065
239/001	1065
405/130	1065
705/026	1065
073/040	1066
405/111	1067
405/101	1068
405/094	1068
210/170.1	1068
425/388	1069
166/271	1070
405/053	1070
264/318	1071
249/175	1071
073/040	1072
405/184.1	1072
405/173	1072
405/210	1072
073/863.23	1072
073/864	1072
501/142	1073
501/141	1073
202/167	1074
210/602	1075
210/170.3	1075
405/274	1076
405/279	1076
073/040	1077
405/252	1078
405/315	1078
210/198.1	1079
210/338	1079
210/748	1079
055/476	1079
210/650	1080
210/512.1	1081
210/788	1081
209/715	1081
209/719	1081
209/727	1081
209/734	1081
166/075.11	1081
055/459.1	1081
405/232	1082
404/002	1083
442/181	1083
442/195	1083
442/239	1083
210/096.1	1084
210/257.1	1084
210/198.1	1084
210/258	1084
523/132	1085
210/734	1085
427/136	1085
405/038	1085
047/058.1SE	1085
052/103	1086
052/741.15	1086
052/167.7	1086
210/143	1087
210/177	1087
210/198.1	1087
210/242.3	1087
210/923	1087
015/321	1087
134/198	1087
062/052.1	1087
062/123	1087
062/293	1087
422/028	1088
422/024	1088
422/292	1088
073/038	1088
073/040	1088
405/087	1089
210/138	1090
210/170.1	1090
210/170.11	1090
264/621	1091
264/166	1091
033/515	1092
405/302.6	1093
422/186.12	1094
210/093	1095
405/117	1096
405/270	1096
405/271	1096
404/110	1096
209/910	1096
203/011	1097
202/180	1097
134/001	1098
422/001	1098
426/335	1098
422/020	1098
422/022	1098
422/024	1098
422/186.3	1098
422/292	1098
422/127	1098
134/115.R	1098
134/198	1098
588/260	1099
256/013.1	1100
052/297	1100
702/150	1101
382/141	1101
700/159	1101
073/776	1102
029/025.35	1102
310/338	1102
427/133	1102
405/107	1103
210/170.8	1104
210/532.2	1104
405/043	1104
062/285	1105
210/123	1105
405/087	1106
405/107	1106
405/100	1106
203/088	1107
210/773	1107
261/075	1107
261/108	1107
261/109	1107
202/197	1107
210/143	1108
210/175	1108
210/282	1108
210/232	1108
210/248	1108
264/241	1109
210/763	1110
137/312	1111
264/299	1111
264/135	1111
164/028	1112
249/061	1112
249/184	1112
425/005	1113
425/112	1113
425/326.1	1113
425/425	1113
425/446	1113
264/004	1113
220/571	1114
137/313	1114
405/120	1114
405/122	1114
220/666	1114
220/004.28	1114
210/747	1115
210/170.7	1115
405/128.45	1115
405/129.65	1115
501/142	1116
588/313	1116
588/318	1116
501/141	1116
428/292.1	1117
264/104	1117
264/163	1117
264/240	1117
264/517	1117
425/380	1117
210/167.22	1118
210/167.25	1118
210/151	1118
210/201	1118
210/259	1118
119/260	1118
210/742	1119
210/117	1119
210/142	1119
404/025	1120
404/048	1120
404/073	1120
405/092	1121
114/355	1122
405/026	1122
440/113	1122
405/036	1123
405/241	1124
405/256	1124
405/216	1125
405/211	1125
264/320	1126
425/164	1126
134/010	1127
210/257.1	1127
210/532.1	1127
210/460	1127
134/109	1127
134/022.1	1127
405/302.6	1128
703/009	1129
405/068	1130
405/063	1130
405/115	1131
405/023	1131
210/167.22	1132
210/167.25	1132
119/259	1132
264/268	1133
264/273	1133
264/275	1133
428/119	1133
428/134	1133
210/282	1134
052/169.5	1135
174/077.R	1136
210/708	1137
405/019	1138
405/302.4	1138
210/170.3	1138
425/005	1139
425/804	1139
053/454	1139
053/239	1139
053/449	1139
053/474	1139
114/053	1140
414/137.3	1140
210/608	1141
405/053	1142
405/052	1142
047/048.5	1143
405/063	1144
405/211	1144
047/048.5	1145
404/129	1146
172/606	1146
422/028	1147
425/449	1148
425/447	1148
249/131	1148
249/156	1148
249/158	1148
249/161	1148
422/028	1149
422/024	1149
422/292	1149
073/038	1149
073/040	1149
604/004.1	1150
604/005.1	1150
210/647	1150
210/739	1150
210/744	1150
210/085	1150
210/087	1150
210/097	1150
210/321.71	1150
210/321.72	1150
435/262	1151
435/041	1151
435/170	1151
363/021.1	1152
363/034	1152
052/415	1153
052/309.8	1154
052/408	1154
052/309.12	1154
052/302.1	1154
052/403.1	1154
405/129.5	1155
047/048.5	1156
405/053	1156
405/043	1156
210/170	1156
047/032.7	1156
047/079	1156
047/001.1F	1156
210/747	1157
210/170	1157
405/128.45	1157
405/129.2	1157
204/252	1158
204/242	1158
204/263	1158
405/020	1159
405/302.6	1159
405/015	1159
405/087	1160
405/302.6	1161
405/021	1161
405/107	1161
405/115	1161
210/170	1161
210/747	1161
204/164	1162
422/186	1162
210/164	1163
210/266	1163
210/282	1163
210/283	1163
210/284	1163
405/025	1164
405/021	1164
405/035	1164
521/040	1165
405/284	1166
405/286	1166
052/596	1166
210/673	1167
405/100	1168
052/020	1169
052/021	1169
052/169.7	1169
052/169.6	1169
210/198.1	1170
210/748	1170
210/175	1170
210/248	1170
210/232	1170
210/282	1170
210/202	1170
210/257.1	1170
210/259	1170
405/286	1171
405/284	1171
405/262	1171
363/021.1	1172
363/034	1172
210/512.1	1173
166/075.11	1173
425/447	1174
210/290	1175
210/646	1176
405/150.1	1177
405/146	1177
405/150.2	1177
405/270	1177
264/032	1177
210/744	1178
210/800	1178
210/804	1178
210/805	1178
210/085	1178
210/097	1178
210/187	1178
210/299	1178
210/320	1178
210/521	1178
210/540	1178
405/053	1179
405/052	1179
210/791	1180
405/020	1181
405/302.6	1181
405/015	1181
047/032.7	1182
422/186.07	1183
422/186.18	1183
405/302.6	1184
405/115	1184
405/107	1184
405/021	1184
264/223	1185
264/069	1185
264/220	1185
264/222	1185
405/108	1186
405/114	1186
204/630	1187
204/648	1187
405/146	1188
405/132	1188
405/150.1	1188
702/168	1189
073/304.C	1189
095/014	1189
210/086	1189
210/742	1189
340/521	1189
702/055	1189
702/188	1189
606/197	1190
446/015	1191
446/267	1191
264/162	1192
524/068	1192
524/439	1192
524/442	1192
264/349	1192
264/320	1192
264/322	1192
156/094	1192
106/287.35	1192
264/162	1193
264/333	1193
264/293	1193
425/385	1193
425/403.1	1193
425/343	1193
363/021.01	1194
422/028	1195
210/683	1196
210/639	1197
210/636	1197
210/652	1197
210/745	1197
436/164	1197
436/172	1197
366/081	1198
366/090	1198
053/453	1199
210/300	1200
209/158	1200
210/314	1200
210/323.1	1200
405/129.25	1201
405/129.45	1201
405/129.5	1201
405/128.75	1201
210/744	1202
210/800	1202
210/187	1202
210/538	1202
210/104	1202
363/021.1	1203
363/034	1203
361/503	1204
405/052	1205
141/059	1205
405/128.15	1205
405/154.1	1205
405/015	1206
405/107	1206
405/114	1206
422/022	1207
372/005	1207
604/020	1207
052/519	1208
052/518	1208
405/063	1209
441/065	1209
405/070	1209
405/063	1210
405/064	1210
405/070	1210
210/923	1210
210/652	1211
210/745	1211
436/164	1211
436/172	1211
363/131	1212
521/082	1213
204/630	1214
205/634	1214
205/636	1214
052/514	1215
141/192	1216
141/094	1216
404/025	1217
702/055	1218
405/016	1219
014/028	1219
014/073	1219
405/023	1219
405/017	1219
264/162	1220
264/319	1220
264/333	1220
425/289	1220
425/291	1220
425/307	1220
106/724	1221
106/725	1221
106/640	1221
106/643	1221
588/003	1221
405/115	1222
405/170	1222
405/270	1223
405/129.95	1223
405/302.7	1223
052/169.12	1224
128/200.14	1225
424/600	1225
405/063	1226
405/070	1226
052/900	1227
052/169.14	1227
052/169.5	1227
405/116	1228
405/107	1228
405/117	1228
405/270	1228
405/302.7	1228
062/285	1229
062/094	1229
204/515	1230
205/766	1230
210/090	1231
210/110	1231
210/134	1231
210/137	1231
210/194	1231
210/257.1	1231
210/257.2	1231
073/038	1231
073/040	1231
222/189.06	1231
222/189.11	1231
405/115	1232
405/107	1232
405/091	1232
405/110	1232
119/219	1233
405/081	1233
119/220	1233
405/080	1233
210/097	1234
210/120	1234
210/150	1234
210/205	1234
210/260	1234
210/603	1234
210/617	1234
428/198	1235
428/188	1235
428/215	1235
428/314.4	1235
428/317.1	1235
428/317.5	1235
428/319.3	1235
363/021.1	1236
363/034	1236
405/080	1237
405/040	1237
405/078	1237
405/107	1237
405/124	1237
210/170	1237
210/747	1237
604/004.1	1238
604/118	1238
604/122	1238
604/149	1238
210/090	1238
210/646	1238
210/739	1238
210/741	1238
405/016	1239
014/023	1239
014/073	1239
405/017	1239
405/023	1239
264/032	1240
249/090	1240
060/645	1241
060/670	1241
210/603	1242
052/020	1243
210/799	1244
405/015	1245
405/036	1245
405/107	1245
405/302.6	1245
210/651	1246
210/085	1246
210/103	1246
210/106	1246
210/195.2	1246
210/252	1246
210/257.1	1246
210/257.2	1246
210/258	1246
210/321.6	1246
210/645	1246
210/646	1246
210/650	1246
210/767	1246
210/739	1246
210/805	1246
363/037	1247
604/004.01	1248
249/061	1249
249/117	1249
383/108	1249
383/901	1249
062/066	1249
249/119	1249
210/170	1250
210/620	1251
405/016	1252
014/028	1252
014/073	1252
405/017	1252
405/023	1252
156/045	1253
156/039	1253
156/246	1253
524/589	1254
361/302	1255
405/017	1256
405/019	1256
422/128	1257
210/542	1257
210/748	1257
588/205	1258
062/124	1259
062/292	1259
604/006.16	1260
604/004.01	1260
210/258	1260
363/021.1	1261
363/034	1261
404/075	1262
052/514	1262
052/514.5	1262
052/746.1	1262
210/652	1263
210/638	1263
052/747.12	1264
405/016	1264
405/052	1264
405/262	1264
114/065.A	1265
114/077.R	1265
114/263	1265
405/015	1265
202/185.1	1266
202/186	1266
202/189	1266
202/190	1266
202/197	1266
202/202	1266
203/010	1266
203/040	1266
604/004.01	1267
210/645	1267
210/259	1267
210/170	1268
210/656	1269
210/198.2	1269
405/036	1270
363/021.01	1271
062/530	1272
062/457.2	1272
405/228	1273
173/131	1273
405/080	1274
405/129.5	1275
405/129.95	1275
405/129.5	1276
062/285	1277
405/129.55	1278
405/129.6	1278
405/267	1278
373/060	1279
373/082	1279
373/108	1279
205/743	1279
175/011	1279
604/006.09	1280
604/006.11	1280
438/127	1281
257/701	1281
257/787	1281
425/116	1281
425/117	1281
425/394	1281
363/021.1	1282
363/034	1282
