patent	us_class
1805	405/129.35
1805	405/129.4
1806	405/128.7
1807	210/188
1808	405/129.95
1809	210/631
1810	366/241
1810	366/165.3
1810	366/279
1811	210/085
1811	210/143
1811	210/747
1811	210/739
1811	210/754
1811	210/266
1811	210/259
1811	210/170
1812	210/762
1813	588/316
1814	210/724
1814	210/739
1814	210/769
1815	405/129.5
1815	405/129.95
1815	405/129.85
1816	405/129.2
1817	588/252
1817	588/256
1817	588/260
1818	210/170
1819	405/129.1
1819	405/129.35
1819	405/129.45
1820	205/637
1820	205/688
1820	205/698
1820	210/603
1820	210/612
1820	210/613
1821	210/748
1822	210/646
1823	423/322
1823	210/710
1823	210/908
1824	210/532.2
1825	705/002
1826	405/129.1
1827	588/252
1828	588/252
1829	405/129.95
1830	405/129.95
1831	210/683
1832	521/025
1833	034/380
1834	405/128.8
1834	037/351
1834	588/251
1835	210/683
1836	423/055
1836	423/058
1836	210/913
1837	264/122
1837	264/109
1838	423/322
1839	210/759
1840	169/046
1840	510/513
1840	252/002
1841	405/128.5
1842	435/262
1842	435/262.5
1842	435/286.6
1842	435/287.5
1842	405/129.2
1842	405/129.5
1843	210/602
1843	210/170
1843	210/747
1844	034/443
1845	210/602
1846	423/080
1847	210/759
1848	405/129.2
1848	405/129.57
1848	405/129.1
1849	205/688
1849	204/242
1849	204/229.4
1850	210/603
1850	210/631
1850	210/188
1850	210/192
1851	422/003
1851	588/226
1851	422/062
1851	422/309
1851	422/184.1
1851	422/028
1852	210/175
1852	210/609
1852	210/603
1852	210/613
1853	405/128.5
1853	405/128.55
1854	210/739
1854	210/746
1854	210/747
1854	210/096.1
1854	405/037
1855	210/739
1855	210/096.1
1855	210/747
1855	210/746
1855	405/037
1856	405/128.5
1857	210/634
1857	210/639
1857	134/010
1857	134/040
1857	436/178
1858	210/610
1858	210/611
1859	405/129.25
1859	405/129.95
1860	405/129.95
1860	405/129.25
1861	405/129.25
1861	588/249
1861	405/129.95
1862	423/055
1863	210/747
1863	210/749
1863	210/754
1863	210/758
1863	405/037
1863	702/055
1864	405/258.1
1865	210/605
1865	210/614
1865	210/747
1865	210/139
1865	210/170
1865	210/221.2
1865	210/260
1865	210/532.1
1865	405/043
1865	405/051
1866	205/688
1867	210/170
1867	405/045
1868	588/236
1869	205/697
1870	405/129.1
1870	405/129.6
1870	405/129.75
1871	210/758
1872	585/240
1872	588/205
1872	588/201
1873	169/047
1873	169/049
1873	169/048
1873	169/046
1874	442/035
1874	442/381
1874	442/268
1875	435/262
1875	209/930
1875	241/028
1876	210/766
1877	405/129.2
1877	405/129.25
1877	405/129.45
1878	405/129.95
1878	405/128.15
1878	405/129.1
1878	405/128.7
1879	210/610
1879	210/747
1880	037/307
1881	037/317
1881	707/517
1881	707/530
1882	210/660
1883	405/129.9
1883	405/129.95
1883	405/129.45
1883	405/129.55
1883	241/023
1884	210/749
1885	210/636
1885	210/639
1885	210/641
1885	210/651
1885	210/721
1885	210/722
1885	210/724
1885	210/760
1885	210/806
1886	047/058.1
1886	047/009
1887	166/250.07
1887	166/263
1887	166/311
1887	166/312
1887	405/129.5
1887	405/129.95
1888	075/712
1888	800/295
1889	210/710
1889	210/712
1889	210/716
1889	210/723
1889	210/738
1889	210/770
1890	210/605
1890	210/151
1890	210/220
1890	210/259
1890	210/631
1891	405/129.5
1891	405/129.95
1892	210/634
1892	210/774
1892	210/747
1892	210/808
1892	175/066
1893	588/228
1893	431/002
1894	210/759
1894	210/766
1894	210/768
1894	210/774
1895	208/428
1895	208/435
1896	252/175
1896	252/184
1896	502/400
1897	210/764
1897	210/770
1897	210/790
1897	210/181
1898	588/256
1898	405/129.25
1898	405/129.65
1898	405/129.95
1898	588/252
1898	588/259
1899	702/006
1900	075/398
1900	075/399
1900	075/711
1901	210/688
1901	210/747
1901	210/912
1901	588/001
1901	588/020
1902	588/257
1902	588/252
1902	405/129
1903	210/732
1903	210/800
1903	210/808
1903	210/533
1903	210/536
1903	210/537
1903	210/123
1903	210/136
1903	210/241
1903	210/119
1904	210/605
1904	210/613
1904	210/614
1904	210/625
1904	210/903
