	patent_id	grant_citation_id
539	8313921	6481929
540	8313921	2491223
541	8313921	6558081
542	8313921	5888022
543	8313921	3674149
544	8313921	5584904
545	8313921	2547743
546	8313921	2514767
547	8313921	5429454
548	8313921	1450827
549	8313921	5361430
550	8313921	6398958
551	8302357	5533835
552	8302357	6176055
553	8302357	7536831
554	8302357	7827748
555	8302357	4098047
556	8302357	4951433
557	8302357	2184940
558	8302357	3549781
559	8302357	5746036
560	8302357	2724261
561	8302357	3599378
562	8302357	4798036
563	8302357	3629986
564	8302357	2129211
565	8302357	2053226
566	8302357	3396502
567	8302357	4074474
568	8302357	5257489
569	8302357	7694476
570	8302357	7618217
571	8302357	978201
572	8302357	7438324
573	8302357	6557312
574	8302357	2772560
575	8302357	4328651
576	8302357	6131349
577	8302357	1529895
578	8302357	6688427
579	8302357	3334557
580	8302357	6702522
581	8302357	6462277
582	8302357	6718711
583	8302357	178438
584	8302357	5531419
585	8302357	4703599
586	8302357	3905166
587	8302357	6619601
588	8302357	3600865
589	8302357	4649675
590	8302357	6439344
591	8302357	6006487
592	8302357	4899500
593	8302357	4012871
594	8302357	6491468
595	8302357	5740645
596	8302357	1447942
597	8302357	7805895
598	8302357	4773196
599	8302357	4854094
600	8302357	7319193
601	8302357	6612081
602	8302357	2367146
603	8302357	7506479
604	8302357	6457280
605	8302357	2897929
606	8302357	4124963
607	8302357	3452493
608	8282790	4736586
609	8282790	4536258
610	8282790	4585523
611	8282790	6802941
612	8282790	4260461
613	8282790	6336326
614	8282790	3455791
615	8282790	3956892
616	8282790	5683579
617	8282790	388654
618	8282790	4671856
619	8282790	2067049
620	8282790	4776171
621	8282790	5199722
622	8282790	2176657
623	8282790	5003777
624	8282790	6397636
625	8282790	4731159
626	8282790	4538573
627	8282790	5971091
628	8282790	4946349
629	8282790	5366036
630	8282790	5045155
631	8282790	5544963
632	8282790	4020635
633	8282790	4533265
634	8282790	5697430
635	8282790	4756797
636	8282790	6846387
637	8282790	4898041
638	8282790	2419234
639	8282790	5005349
640	8282790	3991586
641	8282790	5222869
642	8282790	5881800
643	8282790	4638633
644	8282790	5653582
645	8282790	4008039
646	8282790	6050092
647	8282790	5411640
648	8282790	6161610
649	8282790	5591317
650	8282790	1413521
651	8282790	6457462
652	8282790	4636283
653	8282790	6089313
654	8282790	4573320
655	8282790	5682845
656	8282790	6508915
657	8282790	7465375
658	8282790	5597453
659	8282790	5975840
660	8282790	6402897
661	8282790	4538677
662	8282790	4255122
663	8282790	5102503
664	8282790	4069670
665	8282790	1866702
666	8282790	4330260
667	8282790	2155278
668	8282790	5808277
669	8282790	4561940
670	8282790	4384672
671	8282790	4387568
672	8282790	4381648
673	8282790	4030985
674	8282790	4857144
675	8282790	3243359
676	8282790	6536207
677	8282790	4662176
678	8282790	4316774
679	8282790	4179891
680	8282790	5513697
681	8282790	4925526
682	8282790	6408227
683	8282790	5725778
684	8282790	3742578
685	8282790	5101791
686	8282790	4444675
687	8282790	399665
688	8282790	5197863
689	8282790	646406
690	8282790	4877489
691	8282790	6254734
692	8282790	2337294
693	8282790	4799542
694	8282790	4809804
695	8282790	3911694
696	8282790	7340879
697	8282790	4002538
698	8282790	4154642
699	8282790	6381958
700	8282790	4511805
701	8282790	6543215
702	8282790	5409576
703	8282790	6142221
704	8282790	7044205
705	8282790	5755970
706	8282790	5108548
707	8282790	4572287
708	8282790	1668532
709	8282790	6253550
710	8282790	7036314
711	8282790	5069272
712	8282790	3607636
713	8282790	4994097
714	8282790	4433846
715	8282790	4633667
716	8282790	4028179
717	8282790	5148066
718	8282790	7319921
719	8282790	488373
720	8282790	4134939
721	8282790	2453375
722	8282790	4830757
723	8282790	5834784
724	8282790	4313305
725	8282790	6319408
726	8282790	5095701
727	8282790	6435293
728	8282790	5667683
729	8282790	5228293
730	8282790	7325399
731	8282790	5971061
732	8282790	5743091
733	8282790	3807912
734	8282790	4539076
735	8282790	5294303
736	8282790	5722255
737	8282790	6602060
738	8282790	4734167
739	8282790	3753335
740	8282790	5472738
741	8282790	6698353
742	8282790	1831574
743	8282790	1324515
744	8282790	7313916
745	8282790	2142747
746	8282790	2170099
747	8282790	5975225
748	8282790	5293853
749	8282790	4869067
750	8282790	4511436
751	8282790	4445570
752	8282790	5317882
753	8282790	3996314
754	8282790	5786640
755	8282790	4330992
756	8282790	3431788
757	8282790	6877713
758	8282790	4045293
759	8282790	5973481
760	8282790	5169502
761	8282790	6062023
762	8282790	4305457
763	8282790	6024071
764	8282790	658
765	8282790	1658063
766	8282790	1386020
767	8282790	6891478
768	8282790	6062305
769	8282790	6286588
770	8282790	5875863
771	8282790	2564100
772	8282790	4413475
773	8282790	4509464
774	8282790	5587054
775	8282790	1089651
776	8282790	6423187
777	8282790	7111460
778	8282790	4070871
779	8282790	6328536
780	8282790	6039261
781	8282790	4551070
782	8282790	3849101
783	8282790	6381962
784	8282790	3997408
785	8282790	4148211
786	8282790	4881372
787	8282790	5100300
788	8282790	5061376
789	8282790	6063267
790	8282790	5395215
791	8282790	5074998
792	8282790	5755100
793	8282790	4522030
794	8282790	1769375
795	8282790	2791891
796	8282790	5053110
797	8282790	6966182
798	8282790	6908533
799	8282790	5172784
800	8282790	5177968
801	8282790	4423766
802	8282790	2595457
803	8282790	6113744
804	8282790	4259160
805	8282790	6954701
806	8282790	4984432
807	8282790	5340443
808	8282790	4577604
809	8282790	1840389
810	8282790	4707220
811	8282790	4416114
812	8282790	4686009
813	8282790	3789617
814	8282790	5185501
815	8282790	6108685
816	8282790	5772850
817	8282790	4442670
818	8282790	4901790
819	8282790	3097896
820	8282790	6293101
821	8282790	3940932
822	8282790	55516
823	8282790	3366314
824	8282790	4085588
825	8282790	6591609
826	8282790	4041592
827	8282790	4695062
828	8282790	3266566
829	8282790	5878570
830	8282790	4948514
831	8282790	4824149
832	8282790	5987886
833	8282790	3092091
834	8282790	4532765
835	8282790	5921764
836	8282790	5817224
837	8282790	5046331
838	8282790	7309929
839	8282790	5614086
840	8282790	6161381
841	8282790	6862883
842	8282790	4537039
843	8282790	5683586
844	8282790	5729987
845	8282790	6568416
846	8282790	5846414
847	8282790	5795446
848	8282790	3860384
849	8282790	4317786
850	8282790	5217352
851	8282790	2688228
852	8282790	5645124
853	8282790	5667543
854	8282790	3924477
855	8282790	5858177
856	8282790	6291708
857	8282790	5370502
858	8282790	2644308
859	8282790	4489242
860	8282790	5642618
861	8282790	5054547
862	8282790	4996841
863	8282790	4410302
864	8282790	4676202
865	8282790	7597784
866	8282790	6497555
867	8282790	5901568
868	8282790	4032391
869	8282790	5916490
870	8282790	5295794
871	8282790	3293480
872	8282790	2390436
873	8282790	1877106
874	8282790	5596262
875	8282790	6094912
876	8282790	4309243
877	8282790	6247310
878	8282790	3456952
879	8282790	5558687
880	8282790	2966382
881	8282790	4751819
882	8282790	4977742
883	8282790	3059418
884	8282790	5271454
885	8282790	5246541
886	8282790	5251593
887	8282790	4520868
888	8282790	5065579
889	8282790	4307572
890	8282790	3583830
891	8282790	2132150
892	8282790	4747752
893	8282790	5590526
894	8282790	4532985
895	8282790	5217065
896	8282790	5899071
897	8282790	5738766
898	8282790	5791425
899	8282790	4527394
900	8282790	4169692
901	8282790	5514283
902	8282790	5804947
903	8282790	5701965
904	8282790	5468350
905	8282790	6592338
906	8282790	5960636
907	8282790	5670041
908	8282790	5675974
909	8282790	5961295
910	8282790	3913314
911	8282790	5771694
912	8282790	4067191
913	8282790	5203170
914	8282790	6179568
915	8282790	5976227
916	8282790	5776334
917	8282790	3603082
918	8282790	1179097
919	8282790	5111899
920	8282790	5459812
921	8282790	5859482
922	8282790	5945808
923	8282790	4248296
924	8282790	4450754
925	8282790	5174117
926	8282790	5415223
927	8282790	4168211
928	8282790	5710536
929	8282790	5171431
930	8282790	4106560
931	8282790	4191241
932	8282790	3861223
933	8282790	5168947
934	8282790	4642547
935	8282790	4313080
936	8282790	4822455
937	8282790	4343350
938	8282790	2449587
939	8282790	5074114
940	8282790	5906714
941	8282790	4597835
942	8282790	6401669
943	8282790	6261419
944	8282790	120222
945	8282790	4586985
946	8282790	3950216
947	8282790	5814192
948	8282790	3572379
949	8282790	5494135
950	8282790	5236555
951	8282790	5952813
952	8282790	5534118
953	8282790	4779421
954	8282790	2289984
955	8282790	6705081
956	8282790	6610193
957	8282790	5810975
958	8282790	3635283
959	8282790	4317787
960	8282790	6202776
961	8282790	4358268
962	8282790	5590626
963	8282790	4448461
964	8282790	4384457
965	8282790	4172363
966	8282790	5929538
967	8282790	3477226
968	8282790	4735728
969	8282790	6347453
970	8282790	4521161
971	8282790	5606723
972	8282790	6694731
973	8282790	3891496
974	8282790	5522214
975	8282790	3846254
976	8282790	4265263
977	8282790	5073177
978	8282790	2532267
979	8282790	3787457
980	8282790	5441401
981	8282790	5673721
982	8282790	3940933
983	8282790	5968321
984	8282790	4231222
985	8282790	5046554
986	8282790	4364724
987	8282790	4940406
988	8282790	6238524
989	8282790	4255929
990	8282790	6689251
991	8282790	2830832
992	8282790	5920133
993	8282790	3724523
994	8282790	5590528
995	8282790	4565177
996	8282790	7310945
997	8282790	124805
998	8282790	4428630
999	8282790	5864770
1000	8282790	3859794
1001	8282790	6375803
1002	8282790	5810976
1003	8282790	5954039
1004	8282790	5580448
1005	8282790	4470449
1006	8282790	327875
1007	8282790	5516706
1008	8282790	5761903
1009	8282790	5599429
1010	8282790	5645694
1011	8282790	4437933
1012	8282790	5735681
1013	8282790	4232734
1014	8282790	5761985
1015	8282790	5893411
1016	8282790	4327550
1017	8282790	3775973
1018	8282790	5507625
1019	8282790	4199537
1020	8282790	5161374
1021	8282790	4057034
1022	8282790	4768341
1023	8282790	5496448
1024	8282790	5740834
1025	8282790	321313
1026	8282790	6380637
1027	8282790	3956072
1028	8282790	5037955
1029	8282790	4434617
1030	8282790	4159227
1031	8282790	5951856
1032	8282817	6106703
1033	8282817	5585272
1034	8282817	4123800
1035	8282817	5004159
1036	8282817	3680704
1037	8282817	5005765
1038	8282817	3799346
1039	8282817	8110096
1040	8282817	5520888
1041	8282817	5891330
1042	8282817	5905037
1043	8282817	4104166
1044	8282817	6984325
1045	8282817	6652743
1046	8282817	4070292
1047	8273249	6328898
1048	8273249	6572759
1049	8147695	4927543
1050	8147695	7311841
1051	8147695	6447686
1052	8147695	5635073
1053	8147695	7323108
1054	8147695	6379549
1055	8147695	7931822
1056	8147695	7828976
1057	8147695	7153431
1058	8147695	6210588
1059	8147695	5840195
1060	8137544	6180004
1061	8137544	3741393
1062	8114260	5954935
1063	8114260	5254227
1064	8114260	5736023
1065	8114260	5308466
1066	8114260	3627703
1067	8114260	5714521
1068	8114260	4321145
1069	8114260	5286354
1070	8114260	5518627
1071	8114260	4671863
1072	8114260	4770793
1073	8114260	3876565
1074	8114260	6056878
1075	8114260	6193869
1076	8114260	6402917
1077	8114260	7582198
1078	8114260	2681320
1079	8114260	5356849
1080	8114260	5891328
1081	8114260	6190528
1082	8114260	6103125
1083	8114260	6171374
1084	8114260	5259936
1085	8114260	7604725
1086	8114260	3645884
1087	8114260	4191811
1088	8114260	3989615
1089	8114260	5538611
1090	8114260	4032452
1091	8114260	6648307
1092	8114260	4804451
1093	8114260	6607668
1094	8114260	3330750
1095	8114260	6190553
1096	8114260	4505797
1097	8114260	4747955
1098	8114260	6187162
1099	8114260	4915803
1100	8114260	2815320
1101	8114260	2794777
1102	8114260	6766812
1103	8114260	3006828
1104	8114260	4614576
1105	8114260	2943989
1106	8114260	6187154
1107	8114260	5536387
1108	8114260	6627073
1109	8114260	6235166
1110	8114260	5176828
1111	8114260	5451309
1112	8114260	1206
1113	8114260	4465573
1114	8114260	5223103
1115	8114260	5082472
1116	8114260	4430226
1117	8114260	4298442
1118	8114260	36972
1119	8114260	4228000
1120	8114260	4294933
1121	8114260	6274019
1122	8114260	6607647
1123	8114260	2681319
1124	8114260	5106465
1125	8114260	7329358
1126	8114260	4153761
1127	8114260	4687561
1128	8114260	5066402
1129	8114260	6482304
1130	8114260	35741
1131	8114260	4102752
1132	8114260	5411641
1133	8114260	6228240
1134	8114260	6296751
1135	8114260	4871431
1136	8114260	4872958
1137	8114260	4969983
1138	8114260	6254741
1139	8114260	3869375
1140	8114260	5788826
1141	8114260	5292422
1142	8114260	3099615
1143	8114260	6214204
1144	8114260	3014855
1145	8114260	4358545
1146	8114260	5489370
1147	8114260	5503729
1148	8114260	4574049
1149	8114260	5679229
1150	8114260	6146524
1151	8114260	4849102
1152	8114260	4374232
1153	8114260	4167551
1154	8114260	6303037
1155	8114260	5211823
1156	8114260	4964970
1157	8114260	4661411
1158	8114260	5558753
1159	8114260	6284124
1160	8114260	6258278
1161	8114260	5126026
1162	8114260	3870033
1163	8114260	6284399
1164	8114260	4116889
1165	8114260	5460725
1166	8114260	4119581
1167	8114260	4130473
1168	8114260	5868915
1169	8114260	4632745
1170	8114260	3291713
1171	8114260	5580437
1172	8114260	5547551
1173	8114260	6808608
1174	8114260	6126805
1175	8114260	3686089
1176	8114260	4217200
1177	8114260	6824662
1178	8114260	4473450
1179	8114260	5679228
1180	8114260	4330654
1181	8114260	6402916
1182	8114260	4925541
1183	8114260	6149788
1184	8114260	6248226
1185	8114260	5670053
1186	8114260	5084148
1187	8114260	7572359
1188	8114260	3165460
1189	8114260	6197174
1190	8114260	5116509
1191	8114260	4956071
1192	8114260	5928807
1193	8114260	5837124
1194	8114260	5203976
1195	8114260	4655909
1196	8114260	2923674
1197	8114260	5308467
1198	8114260	5120416
1199	8114260	4226688
1200	8114260	5346624
1201	8114260	6783666
1202	8114260	5434020
1203	8114260	4702810
1204	8114260	5584981
1205	8114260	3341441
1206	8114260	4636296
1207	8114260	5240579
1208	8114260	5092970
1209	8114260	5759373
1210	8114260	5593563
1211	8114260	2788319
1212	8114260	5814197
1213	8114260	5166220
1214	8114260	4197206
1215	8114260	5804055
1216	8114260	5425858
1217	8114260	3375208
1218	8114260	3149062
1219	8114260	4983267
1220	8114260	5425866
1221	8114260	4808287
1222	8114260	4751153
1223	8114260	5128043
1224	8114260	6375812
1225	8114260	5458787
1226	8114260	4033850
1227	8114260	5346924
1228	8114260	5196115
1229	8114260	5858191
1230	8114260	3630378
1231	8114260	5030672
1232	8114260	7501061
1233	8114260	5599614
1234	8114260	6099716
1235	8114260	5762774
1236	8114260	5460728
1237	8114260	5376253
1238	8114260	5073268
1239	8114260	6649037
1240	8114260	5358640
1241	8114260	7083733
1242	8114260	7147785
1243	8114260	4931160
1244	8114260	5766479
1245	8114260	6190558
1246	8114260	5925240
1247	8114260	4216073
1248	8114260	5538655
1249	8114260	3074864
1250	8114260	6197189
1251	8114260	4089758
1252	8114260	5961805
1253	8114260	2854394
1254	8114260	4707240
1255	8114260	3755135
1256	8114260	5154809
1257	8114260	3149061
1258	8114260	4753681
1259	8114260	3869376
1260	8114260	5066375
1261	8114260	5444031
1262	8114260	5980716
1263	8114260	5026465
1264	8114260	5539002
1265	8114260	2514415
1266	8114260	4747929
1267	8114260	3148687
1268	8114260	6267891
1269	8114260	5316637
1270	8114260	5518626
1271	8100605	H5981052
1272	8100605	5116793
1273	8100605	H6558080
1274	8100605	H6558548
1275	8100605	H6806298
1276	8100605	H6197398
1277	8100605	H6372333
1278	8100605	5556699
1279	8100605	H6435770
1280	8100605	H6068681
1281	8100605	5736032
1282	8100605	H7090916
1283	8100605	5416133
1284	8100605	5620281
1285	8100605	H6524667
1286	8100605	5525296
1287	8100605	H01732
1288	8100605	H7175741
1289	8100605	H6558079
1290	8100605	5565503
1291	8100605	1732
1292	8101082	38238
1293	8101082	5104552
1294	8101082	5853590
1295	8101082	4541933
1296	8101082	4271013
1297	8101082	4917802
1298	8101082	3440165
1299	8101082	5482528
1300	8101082	5336290
1301	8101082	5078882
1302	8101082	4778598
1303	8101082	3549529
1304	8101082	4735729
1305	8101082	3442498
1306	8101082	4297122
1307	8101082	4340473
1308	8101082	4554002
1309	8101082	3342731
1310	8101082	7662205
1311	8101082	4028130
1312	8101082	3803806
1313	8101082	3728254
1314	8101082	3428554
1315	8092680	7083956
1316	8092680	5735600
1317	8092680	7258790
1318	8092680	6330831
1319	8092680	7255890
1320	8092680	5746919
1321	8092680	5560819
1322	8092680	6454944
1323	8092680	6972077
1324	8092680	5821111
1325	8092680	6237629
1326	8092680	6448068
1327	8092680	4136970
1328	8092680	5971036
1329	8092680	5192673
1330	8092680	5942424
1331	8092680	4872959
1332	8092680	5928493
1333	8092680	4663089
1334	8092680	7211185
1335	8092680	7288684
1336	8092680	4293506
1337	8092680	7074251
1338	8092680	7632400
1339	8092680	6921485
1340	8092680	5464539
1341	8092680	5244550
1342	8092680	7089684
1343	8092680	5525229
1344	8092680	6340581
1345	8092680	4318993
1346	8092680	4987922
1347	8092680	6887692
1348	8092680	6039782
1349	8092680	6264174
1350	8092680	6342378
1351	8092680	4480035
1352	8092680	5545325
1353	8092680	7192987
1354	8092680	5834264
1355	8092680	5842783
1356	8092680	2370390
1357	8092680	6629773
1358	8092680	4683814
