교육청명,교육지원청명,유치원명,설립유형,실내공기질 점검일자,실내공기질 점검결과,정기소독 의무대상시설여부,정기소독 점검일자,정기소독 점검결과,음용수종류(먹는샘물(생수)),음용수종류(정수기),음용수종류(상수도),음용수종류(지하수),지하수 사용시 수질 검사여부,지하수 사용시 검사일자,지하수 사용시 검사결과,미세먼지 검사일자,미세먼지 검사결과,조도관리 검사일자,조도관리 검사결과
강원도교육청,강릉교육지원청,가온유치원,사립(사인),2018-10-08,적합,실시,2019-04-10,실시,,O,O,,미실시,-,-,2018-10-08,적합,2018-10-08,적합
강원도교육청,강릉교육지원청,강동초등학교병설유치원,공립(병설),2018-10-23,적합,실시,2019-02-26,실시,,,O,,미실시,-,-,2018-10-23,적합,2018-10-23,적합
강원도교육청,강릉교육지원청,강릉유치원,사립(사인),2018-10-02,적합,실시,2019-03-21,실시,,O,O,,미실시,-,-,2018-10-02,적합,2018-10-02,적합
강원도교육청,강릉교육지원청,강릉초등학교병설유치원,공립(병설),2018-10-10,적합,실시,2019-02-28,실시,,,O,,미실시,-,-,2018-10-10,적합,2018-10-10,적합
강원도교육청,강릉교육지원청,경포대초등학교병설유치원,공립(병설),2018-10-02,적합,실시,2019-02-01,실시,,O,O,,미실시,-,-,2018-10-02,적합,2018-10-02,적합
강원도교육청,강릉교육지원청,경포유치원,공립(단설),2018-10-10,적합,실시,2019-03-07,실시,,O,O,,미실시,-,-,2018-10-10,적합,2018-10-10,적합
강원도교육청,강릉교육지원청,교동초등학교병설유치원,공립(병설),2018-10-05,적합,미실시,2019-02-22,실시,,,O,,미실시,-,-,2018-10-05,적합,2018-10-05,적합
강원도교육청,강릉교육지원청,구정초등학교병설유치원,공립(병설),2018-07-17,적합,실시,2019-02-12,실시,,,O,,미실시,-,-,2018-07-17,적합,2018-07-17,적합
강원도교육청,강릉교육지원청,금광초등학교병설유치원,공립(병설),2019-03-12,적합,미실시,2018-02-07,실시,,O,O,,미실시,-,-,2018-05-24,적합,2018-05-24,적합
강원도교육청,강릉교육지원청,금진초등학교병설유치원,공립(병설),2018-10-16,적합,미실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-10-16,적합,2018-10-16,적합
강원도교육청,강릉교육지원청,금천유치원,사립(사인),2018-10-05,적합,실시,2019-03-05,실시,,O,O,,미실시,-,-,2018-10-02,적합,2018-10-02,적합
강원도교육청,강릉교육지원청,남산초등학교병설유치원,공립(병설),2018-10-11,적합,실시,2019-02-18,실시,O,,O,,미실시,-,-,2018-10-11,적합,2018-10-11,적합
강원도교육청,강릉교육지원청,노암초등학교병설유치원,공립(병설),2018-10-12,적합,실시,2019-02-25,실시,,,O,,미실시,-,-,2018-10-12,적합,2018-10-12,적합
강원도교육청,강릉교육지원청,명주초등학교병설유치원,공립(병설),2018-10-11,적합,실시,2018-11-21,실시,,,O,,미실시,-,-,2019-04-01,적합,2019-03-04,적합
강원도교육청,강릉교육지원청,모산초등학교병설유치원,공립(병설),2018-10-12,적합,실시,2019-02-21,실시,,O,O,,미실시,-,-,-,미실시,2018-10-12,적합
강원도교육청,강릉교육지원청,사천초등학교병설유치원,공립(병설),2018-10-02,적합,실시,2019-01-18,실시,,,O,,미실시,-,-,2018-10-02,적합,2018-10-02,적합
강원도교육청,강릉교육지원청,성산초등학교병설유치원,공립(병설),2018-10-11,적합,실시,2019-02-21,실시,,,O,,미실시,-,-,2018-10-11,적합,2018-10-11,적합
강원도교육청,강릉교육지원청,성원유치원,사립(사인),2018-05-24,적합,실시,2019-03-28,실시,,,O,,미실시,-,-,2018-05-24,적합,2018-05-24,적합
강원도교육청,강릉교육지원청,소화유치원,사립(사인),2018-10-10,적합,실시,2019-02-27,실시,,O,O,,미실시,-,-,2018-10-10,적합,2018-10-10,적합
강원도교육청,강릉교육지원청,솔향유치원,공립(단설),2018-10-04,적합,실시,2019-02-27,실시,,O,O,,미실시,-,-,2018-10-04,적합,2018-10-04,적합
강원도교육청,강릉교육지원청,신영초등학교병설유치원,공립(병설),2018-05-30,적합,미실시,2019-02-20,실시,,,O,,미실시,-,-,2018-05-30,적합,2018-05-30,적합
강원도교육청,강릉교육지원청,신왕초등학교병설유치원,공립(병설),2018-05-31,적합,미실시,2019-02-20,실시,,O,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,강릉교육지원청,연곡초등학교병설유치원,공립(병설),2018-10-02,적합,미실시,-,미실시,,,O,,미실시,-,-,2018-10-02,적합,2018-10-02,적합
강원도교육청,강릉교육지원청,영동초등학교병설유치원,공립(병설),2018-07-17,적합,미실시,2019-02-15,실시,,,O,,미실시,-,-,2018-07-17,적합,2018-07-17,적합
강원도교육청,강릉교육지원청,옥계초등학교병설유치원,공립(병설),2018-10-16,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-10-16,적합,2018-10-16,적합
강원도교육청,강릉교육지원청,옥천초등학교병설유치원,공립(병설),-,미실시,실시,2019-02-28,실시,,,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,강릉교육지원청,왕산초등학교병설유치원,공립(병설),2018-07-17,적합,실시,2019-02-15,실시,,O,,O,실시,2019-03-08,적합,2018-05-23,적합,2018-05-23,적합
강원도교육청,강릉교육지원청,정동초등학교병설유치원,공립(병설),2018-10-16,적합,미실시,2019-02-11,실시,,,O,,미실시,-,-,2018-10-16,적합,2018-10-16,적합
강원도교육청,강릉교육지원청,제이엠유치원,사립(사인),2018-10-15,적합,실시,2019-03-14,실시,,O,O,,미실시,-,-,2018-10-15,적합,2018-10-15,적합
강원도교육청,강릉교육지원청,좋은유치원,사립(사인),2019-03-20,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2019-03-22,적합,2019-03-22,적합
강원도교육청,강릉교육지원청,주문진초등학교병설유치원,공립(병설),2018-10-01,적합,미실시,2019-02-28,실시,,,O,,미실시,-,-,2018-10-01,적합,2018-10-01,적합
강원도교육청,강릉교육지원청,주영초등학교병설유치원,공립(병설),2018-10-01,적합,미실시,2019-02-22,실시,,,O,,미실시,-,-,2018-10-01,적합,2018-10-01,적합
강원도교육청,강릉교육지원청,청담유치원,사립(사인),2018-10-04,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-10-04,적합,2018-10-04,적합
강원도교육청,강릉교육지원청,청송유치원,사립(사인),2018-10-15,적합,실시,2019-03-25,실시,,O,O,,미실시,-,-,2018-10-15,적합,-,미실시
강원도교육청,강릉교육지원청,프렌비숲유치원,사립(사인),2018-10-10,적합,실시,2019-02-28,실시,,O,O,,미실시,-,-,2018-05-28,적합,2018-03-07,적합
강원도교육청,강릉교육지원청,하슬라유치원,공립(단설),2018-10-12,적합,실시,2019-02-27,실시,,O,O,,미실시,-,-,-,미실시,2018-10-12,적합
강원도교육청,고성교육지원청,간성초등학교병설유치원,공립(병설),2018-09-11,적합,실시,2019-02-12,실시,,,O,,미실시,-,-,2017-10-27,적합,2017-10-27,적합
강원도교육청,고성교육지원청,거성초등학교병설유치원,공립(병설),2018-09-10,적합,실시,2019-02-14,실시,,,O,,미실시,-,-,-,미실시,2018-09-10,적합
강원도교육청,고성교육지원청,거진초등학교병설유치원,공립(병설),2018-09-10,적합,미실시,2018-02-28,실시,,O,O,,미실시,-,-,2018-09-10,적합,2018-09-10,적합
강원도교육청,고성교육지원청,공현진초등학교병설유치원,공립(병설),2018-09-11,적합,미실시,2019-02-26,실시,,,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,고성교육지원청,광산초등학교병설유치원,공립(병설),2018-09-11,적합,실시,2019-03-29,실시,,,O,,미실시,-,-,2018-09-11,적합,2018-09-11,적합
강원도교육청,고성교육지원청,대진초등학교병설유치원,공립(병설),2018-09-10,적합,실시,2019-02-21,실시,,,O,,미실시,-,-,2018-09-10,적합,2018-09-10,적합
강원도교육청,고성교육지원청,동광초등학교병설유치원,공립(병설),2018-09-12,적합,미실시,2019-01-23,실시,,,O,,미실시,-,-,2019-03-28,적합,2019-03-28,적합
강원도교육청,고성교육지원청,오호초등학교병설유치원,공립(병설),2018-09-11,적합,미실시,2019-02-14,실시,,,O,,미실시,-,-,2018-09-11,적합,2018-09-11,적합
강원도교육청,고성교육지원청,죽왕초등학교병설유치원,공립(병설),2018-09-11,적합,미실시,2019-02-22,실시,,,O,,미실시,-,-,2018-09-05,적합,-,미실시
강원도교육청,고성교육지원청,천진초등학교병설유치원,공립(병설),2018-09-12,적합,실시,2019-04-05,실시,,,O,,미실시,-,-,2018-09-12,적합,2018-09-12,적합
강원도교육청,고성교육지원청,푸른하늘유치원,사립(사인),2018-09-12,적합,미실시,2019-03-22,실시,,O,O,,미실시,-,-,2018-09-12,적합,-,미실시
강원도교육청,동해교육지원청,남호초등학교병설유치원,공립(병설),2018-10-18,적합,미실시,2019-02-25,실시,,O,O,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,동해교육지원청,대동유치원,사립(사인),2018-10-19,적합,실시,2019-01-23,실시,,O,O,,미실시,-,-,2019-03-08,적합,2019-03-11,적합
강원도교육청,동해교육지원청,동해남부유치원,사립(사인),2018-06-18,적합,실시,2019-02-25,실시,,O,O,,미실시,-,-,2018-03-30,적합,2017-06-27,적합
강원도교육청,동해교육지원청,동해랑유치원,공립(단설),2018-10-19,적합,실시,2019-02-11,실시,,O,O,,미실시,-,-,2018-10-19,적합,2018-10-19,적합
강원도교육청,동해교육지원청,동해중앙초등학교병설유치원,공립(병설),2018-10-18,적합,실시,2019-02-09,실시,,,O,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,동해교육지원청,동해초등학교병설유치원,공립(병설),2018-10-19,적합,실시,2019-03-06,실시,O,,,,미실시,-,-,2018-10-19,적합,2018-10-19,적합
강원도교육청,동해교육지원청,리라유치원,사립(사인),2018-06-14,적합,실시,2019-02-23,실시,,O,O,,미실시,-,-,2018-06-14,적합,-,미실시
강원도교육청,동해교육지원청,망상초등학교병설유치원,공립(병설),2018-10-16,적합,미실시,2019-02-22,실시,,O,O,,미실시,-,-,2018-10-16,적합,2018-10-16,적합
강원도교육청,동해교육지원청,무지개유치원,사립(사인),2018-10-18,적합,실시,2019-03-08,실시,,,O,,미실시,-,-,2018-09-28,적합,2018-10-18,적합
강원도교육청,동해교육지원청,바라밀유치원,사립(사인),2018-06-15,적합,실시,2019-02-14,실시,,O,O,,미실시,-,-,2019-04-01,적합,-,미실시
강원도교육청,동해교육지원청,삼화초등학교병설유치원,공립(병설),2018-10-22,적합,실시,2019-02-28,실시,,O,O,,미실시,-,-,2018-10-22,적합,2018-10-22,적합
강원도교육청,동해교육지원청,성호유치원,사립(사인),2018-10-18,적합,실시,2019-02-14,실시,,O,O,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,동해교육지원청,솔빛유치원,사립(사인),2018-07-17,적합,실시,2019-02-13,실시,,,O,,미실시,-,-,2018-07-17,적합,2018-07-17,적합
강원도교육청,동해교육지원청,아이솔유치원,사립(사인),2018-10-17,적합,실시,2019-02-22,실시,,O,O,,미실시,-,-,2018-10-17,적합,2018-10-17,적합
강원도교육청,동해교육지원청,예쁜유치원,사립(사인),2018-02-06,적합,실시,2019-02-23,실시,,O,O,,미실시,-,-,2019-04-15,적합,2019-04-15,적합
강원도교육청,동해교육지원청,천곡초등학교병설유치원,공립(병설),2018-10-18,적합,실시,2019-02-14,실시,,O,O,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,동해교육지원청,해오름유치원,공립(단설),2018-10-16,적합,실시,2019-02-19,실시,,O,O,,미실시,-,-,2018-09-05,적합,2018-10-16,적합
강원도교육청,삼척교육지원청,근덕초등학교궁촌분교장병설유치원,공립(병설),2018-10-25,적합,미실시,2018-12-07,실시,,,O,,미실시,-,-,2019-04-03,적합,2018-10-25,적합
강원도교육청,삼척교육지원청,꿈나라유치원,사립(사인),2018-10-30,적합,미실시,2018-10-30,실시,,,O,,미실시,-,-,2018-10-30,적합,2018-10-30,적합
강원도교육청,삼척교육지원청,노란유치원,사립(사인),2018-10-23,적합,실시,2019-03-29,실시,O,O,,,미실시,-,-,2019-03-29,적합,2019-03-29,적합
강원도교육청,삼척교육지원청,다솔유치원,사립(사인),2018-10-15,적합,실시,2019-03-14,실시,,O,O,,미실시,-,-,2019-03-25,적합,2019-04-01,적합
강원도교육청,삼척교육지원청,도계한빛유치원,공립(단설),2018-10-29,적합,실시,2019-02-25,실시,,O,O,,미실시,-,-,2018-10-29,적합,2018-10-29,적합
강원도교육청,삼척교육지원청,맹방초등학교병설유치원,공립(병설),2018-06-19,적합,미실시,2019-02-14,실시,,O,O,,미실시,-,-,2019-03-04,적합,2018-11-26,적합
강원도교육청,삼척교육지원청,미라유치원,사립(사인),2018-10-23,적합,실시,2019-03-29,실시,,O,O,,미실시,-,-,2019-03-04,적합,2018-09-07,적합
강원도교육청,삼척교육지원청,미로초등학교병설유치원,공립(병설),2018-10-24,적합,실시,2019-02-11,실시,,O,O,,미실시,-,-,2018-10-24,적합,2018-10-24,적합
강원도교육청,삼척교육지원청,삼척누리유치원,공립(단설),2018-10-25,적합,실시,2019-02-11,실시,,O,O,,미실시,-,-,2018-10-25,적합,2018-10-25,적합
강원도교육청,삼척교육지원청,신동초등학교병설유치원,공립(병설),2018-10-26,적합,미실시,2019-02-25,실시,,O,O,,미실시,-,-,2018-10-26,적합,2018-10-26,적합
강원도교육청,삼척교육지원청,오저초등학교병설유치원,공립(병설),2018-10-26,적합,미실시,2019-02-22,실시,O,,,,미실시,-,-,2018-10-26,적합,2018-10-26,적합
강원도교육청,삼척교육지원청,임원초등학교병설유치원,공립(병설),2018-06-20,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-06-20,적합,2018-06-20,적합
강원도교육청,삼척교육지원청,장호초등학교병설유치원,공립(병설),2018-10-25,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-10-25,적합,2018-10-25,적합
강원도교육청,삼척교육지원청,정라초등학교병설유치원,공립(병설),2018-10-23,적합,실시,2019-03-08,실시,,O,O,,미실시,-,-,2018-10-23,적합,2018-10-23,적합
강원도교육청,삼척교육지원청,중앙유치원,사립(사인),2018-10-25,적합,실시,2018-10-26,실시,,O,O,,미실시,-,-,2018-12-04,적합,2018-10-25,적합
강원도교육청,삼척교육지원청,하장초등학교병설유치원,공립(병설),2018-06-22,적합,미실시,2019-02-13,실시,,O,O,,미실시,-,-,2018-06-22,적합,2018-06-22,적합
강원도교육청,삼척교육지원청,호산초등학교병설유치원,공립(병설),2018-06-20,적합,실시,2019-02-21,실시,,O,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,속초양양교육지원청,강현초등학교병설유치원,공립(병설),2018-09-18,적합,미실시,2019-02-11,실시,,O,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,속초양양교육지원청,경동대학교부속유치원,사립(법인),2018-09-13,적합,실시,2019-02-22,실시,,O,O,,미실시,-,-,2018-09-13,적합,2018-09-13,적합
강원도교육청,속초양양교육지원청,광정초등학교병설유치원,공립(병설),2018-06-01,적합,미실시,2019-02-12,실시,,O,O,,미실시,-,-,2018-06-01,적합,2018-06-01,적합
강원도교육청,속초양양교육지원청,낙산유치원,사립(사인),2018-09-19,적합,실시,2019-03-11,실시,,O,O,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,속초양양교육지원청,대포초등학교병설유치원,공립(병설),2019-03-05,적합,실시,2019-03-04,실시,,,O,,미실시,-,-,2019-03-25,적합,2019-03-05,적합
강원도교육청,속초양양교육지원청,리라유치원,사립(사인),2018-09-17,적합,실시,2019-03-15,실시,,O,O,,미실시,-,-,2018-09-17,적합,2018-09-17,적합
강원도교육청,속초양양교육지원청,산호유치원,공립(단설),2018-09-17,적합,실시,2019-04-05,실시,,O,O,,미실시,-,-,2018-09-17,적합,2018-09-17,적합
강원도교육청,속초양양교육지원청,상평초등학교병설유치원,공립(병설),2018-09-19,적합,실시,2019-01-17,실시,,,O,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,속초양양교육지원청,설악초등학교병설유치원,공립(병설),2018-09-14,적합,실시,2019-04-05,실시,,,O,,미실시,-,-,2018-09-14,적합,2018-09-14,적합
강원도교육청,속초양양교육지원청,소야초등학교병설유치원,공립(병설),2018-06-07,적합,실시,2019-02-15,실시,,O,O,,미실시,-,-,2018-06-07,적합,2018-06-07,적합
강원도교육청,속초양양교육지원청,속초유치원,공립(단설),2018-09-13,적합,실시,2019-01-09,실시,O,O,,,미실시,-,-,2018-09-13,적합,2018-09-13,적합
강원도교육청,속초양양교육지원청,손양초등학교병설유치원,공립(병설),2018-09-18,적합,실시,2019-04-04,실시,,O,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,속초양양교육지원청,송포초등학교병설유치원,공립(병설),2019-03-30,적합,미실시,2019-02-25,실시,,O,O,,미실시,-,-,2019-03-30,적합,2019-03-30,적합
강원도교육청,속초양양교육지원청,양양초등학교병설유치원,공립(병설),2018-09-19,적합,미실시,2019-03-08,실시,,O,O,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,속초양양교육지원청,온정초등학교병설유치원,공립(병설),2018-07-17,적합,실시,2019-02-18,실시,,,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,속초양양교육지원청,인구초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-02-19,실시,,,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,속초양양교육지원청,인구초등학교임호분교장병설유치원,공립(병설),2018-09-20,적합,실시,2019-02-19,실시,,,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,속초양양교육지원청,재단법인새싹유치원,사립(법인),2018-09-13,적합,실시,2019-01-08,실시,,,O,,미실시,-,-,2018-09-13,적합,2018-09-13,적합
강원도교육청,속초양양교육지원청,조산초등학교병설유치원,공립(병설),2018-09-18,적합,미실시,2019-02-20,실시,,,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,속초양양교육지원청,청대초등학교병설유치원,공립(병설),2018-06-05,적합,실시,2019-02-28,실시,,O,O,,미실시,-,-,2018-06-05,적합,2018-06-05,적합
강원도교육청,속초양양교육지원청,청호초등학교병설유치원,공립(병설),2018-09-17,적합,실시,2019-02-27,실시,,,O,,미실시,-,-,2018-09-17,적합,2018-09-17,적합
강원도교육청,속초양양교육지원청,한남초등학교병설유치원,공립(병설),2018-09-19,적합,실시,2019-02-13,실시,,O,O,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,속초양양교육지원청,현북초등학교병설유치원,공립(병설),2018-09-20,적합,미실시,2019-02-07,실시,,O,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,속초양양교육지원청,현성초등학교병설유치원,공립(병설),2018-06-01,적합,미실시,2019-02-07,실시,,O,O,,미실시,-,-,2018-06-01,적합,2018-06-01,적합
강원도교육청,속초양양교육지원청,회룡초등학교병설유치원,공립(병설),2018-09-18,적합,실시,2019-02-14,실시,,O,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,양구교육지원청,방산초등학교병설유치원,공립(병설),2018-09-18,적합,미실시,2019-02-19,실시,,,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,양구교육지원청,비봉초등학교병설유치원,공립(병설),2018-09-20,적합,미실시,2019-02-13,실시,,,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,양구교육지원청,양구초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-03-13,실시,,,O,,미실시,-,-,-,미실시,2018-09-20,적합
강원도교육청,양구교육지원청,용하초등학교병설유치원,공립(병설),2018-06-20,적합,미실시,2019-02-08,실시,O,,,,미실시,-,-,-,미실시,-,미실시
강원도교육청,양구교육지원청,원당초등학교병설유치원,공립(병설),2018-06-19,적합,미실시,2019-02-12,실시,,,O,,미실시,-,-,2018-06-19,적합,2018-06-19,적합
강원도교육청,양구교육지원청,임당초등학교병설유치원,공립(병설),2018-06-19,적합,실시,2019-02-19,실시,,,O,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,양구교육지원청,죽리초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-02-08,실시,,,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,양구교육지원청,한전초등학교병설유치원,공립(병설),2018-09-19,적합,실시,2019-03-13,실시,O,,,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,양구교육지원청,해안초등학교병설유치원,공립(병설),2018-09-18,적합,미실시,2019-03-14,실시,,O,O,,미실시,-,-,2018-09-18,적합,2018-09-18,적합
강원도교육청,영월교육지원청,구래초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-01-09,실시,,O,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,영월교육지원청,내성초등학교병설유치원,공립(병설),2018-09-27,적합,실시,2019-02-18,실시,,,O,,미실시,-,-,2018-09-27,적합,2018-09-27,적합
강원도교육청,영월교육지원청,녹전초등학교병설유치원,공립(병설),2018-09-20,적합,미실시,2019-03-06,실시,,O,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,영월교육지원청,마차초등학교병설유치원,공립(병설),2018-09-27,적합,미실시,2019-03-04,실시,,O,O,,미실시,-,-,2018-09-27,적합,2018-09-27,적합
강원도교육청,영월교육지원청,무릉초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-03-06,실시,,O,O,,미실시,-,-,2017-10-18,적합,2017-10-18,적합
강원도교육청,영월교육지원청,보덕유치원,사립(사인),2018-09-27,적합,실시,2019-01-25,실시,,O,O,,미실시,-,-,2018-08-06,적합,2018-10-05,적합
강원도교육청,영월교육지원청,봉래초등학교병설유치원,공립(병설),2018-05-28,적합,실시,2019-03-04,실시,,O,O,,미실시,-,-,2018-05-28,적합,2018-09-19,적합
강원도교육청,영월교육지원청,신천초등학교병설유치원,공립(병설),2018-09-27,적합,실시,2019-03-06,실시,,O,O,,미실시,-,-,2019-03-29,적합,2018-09-27,적합
강원도교육청,영월교육지원청,쌍룡초등학교병설유치원,공립(병설),2018-09-27,적합,미실시,2019-03-05,실시,,O,O,,미실시,-,-,2018-09-27,적합,2018-09-27,적합
강원도교육청,영월교육지원청,연당초등학교병설유치원,공립(병설),2018-09-19,적합,미실시,2019-01-10,실시,,O,O,,미실시,-,-,2018-05-28,적합,2018-09-19,적합
강원도교육청,영월교육지원청,영월유치원,사립(사인),2018-09-19,적합,실시,2019-01-25,실시,O,O,,,미실시,-,-,2018-09-19,적합,2018-09-19,적합
강원도교육청,영월교육지원청,옥동초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-03-06,실시,,O,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,영월교육지원청,주천초등학교병설유치원,공립(병설),2018-09-20,적합,실시,2019-03-06,실시,,O,O,,미실시,-,-,2018-09-20,적합,2018-09-20,적합
강원도교육청,영월교육지원청,청령포초등학교병설유치원,공립(병설),2018-09-27,적합,미실시,2019-03-20,실시,,O,O,,미실시,-,-,2019-03-25,적합,2018-09-27,적합
강원도교육청,원주교육지원청,강릉원주대학교부설유치원,국립,2019-04-01,적합,실시,2019-02-25,실시,,O,O,,미실시,-,-,2019-04-01,적합,2019-04-01,적합
강원도교육청,원주교육지원청,교동초등학교병설유치원,공립(병설),2018-06-20,적합,미실시,2018-08-05,실시,,,O,,미실시,-,-,2018-10-19,적합,-,미실시
강원도교육청,원주교육지원청,구곡초등학교병설유치원,공립(병설),2018-10-16,적합,미실시,2019-02-07,실시,O,,,,미실시,-,-,2018-10-16,적합,2018-06-15,적합
강원도교육청,원주교육지원청,그린나래유치원,사립(사인),2018-06-18,적합,실시,2019-03-27,실시,,O,O,,미실시,-,-,2019-03-29,적합,2019-03-28,적합
강원도교육청,원주교육지원청,그림유치원,사립(사인),2018-10-15,적합,미실시,2019-03-04,실시,,O,O,,미실시,-,-,2019-04-12,적합,2018-10-15,적합
강원도교육청,원주교육지원청,금빛유치원,사립(사인),2018-06-20,적합,실시,2019-02-21,실시,O,,,,미실시,-,-,-,미실시,2018-06-20,적합
강원도교육청,원주교육지원청,나영유치원,사립(사인),2018-11-16,적합,실시,2019-04-05,실시,,O,O,,미실시,-,-,2019-04-01,적합,2019-04-01,적합
강원도교육청,원주교육지원청,남원주초등학교병설유치원,공립(병설),-,미실시,미실시,2018-12-13,실시,,O,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,원주교육지원청,단계초등학교병설유치원,공립(병설),2018-10-15,적합,실시,2019-04-03,실시,,O,O,,미실시,-,-,2018-10-15,적합,2018-10-15,적합
강원도교육청,원주교육지원청,단관초등학교병설유치원,공립(병설),2018-10-16,적합,실시,2019-03-09,실시,,,O,,미실시,-,-,2018-10-16,적합,2018-10-16,적합
강원도교육청,원주교육지원청,단구초등학교병설유치원,공립(병설),2018-10-17,적합,실시,2019-03-15,실시,,O,O,,미실시,-,-,2018-10-17,적합,2018-10-17,적합
강원도교육청,원주교육지원청,도담유치원,사립(사인),2018-10-17,적합,실시,2019-02-27,실시,,O,O,,미실시,-,-,2018-10-17,적합,2018-10-17,적합
강원도교육청,원주교육지원청,동화나라유치원,사립(사인),2018-10-18,적합,실시,2019-03-22,실시,O,O,,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,원주교육지원청,동화초등학교병설유치원,공립(병설),2018-10-12,적합,미실시,2019-03-08,실시,,,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,원주교육지원청,둔둔초등학교병설유치원,공립(병설),2018-10-11,적합,미실시,2019-02-18,실시,,O,,O,실시,2019-03-14,적합,2018-10-11,적합,2018-10-11,적합
강원도교육청,원주교육지원청,만종초등학교병설유치원,공립(병설),2018-10-12,적합,미실시,2019-02-08,실시,,O,O,,미실시,-,-,2018-10-12,적합,2018-10-12,적합
강원도교육청,원주교육지원청,명륜초등학교병설유치원,공립(병설),2018-10-29,적합,실시,2018-12-05,실시,,,O,,미실시,-,-,2018-10-29,적합,2018-10-29,적합
강원도교육청,원주교육지원청,무실빛유치원,공립(단설),2018-10-17,적합,실시,2019-03-09,실시,,O,O,,미실시,-,-,-,미실시,2018-10-17,적합
강원도교육청,원주교육지원청,문막성모유치원,사립(사인),2018-06-20,적합,실시,2019-02-18,실시,O,O,,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,원주교육지원청,문막초등학교병설유치원,공립(병설),2018-10-12,적합,실시,2018-12-19,실시,O,O,,,미실시,-,-,2019-04-05,적합,2018-10-12,적합
강원도교육청,원주교육지원청,반계초등학교병설유치원,공립(병설),2018-10-18,적합,미실시,2019-02-13,실시,,O,O,,미실시,-,-,2018-10-18,적합,2018-10-18,적합
강원도교육청,원주교육지원청,반곡드림유치원,사립(사인),2018-10-25,적합,실시,2019-03-19,실시,,O,O,,미실시,-,-,2018-10-25,적합,2018-10-25,적합
강원도교육청,원주교육지원청,반곡별유치원,공립(단설),2018-10-19,적합,실시,2019-03-22,실시,,O,O,,미실시,-,-,2019-03-28,적합,2018-10-19,적합
강원도교육청,원주교육지원청,반곡초등학교병설유치원,공립(병설),2018-10-25,적합,실시,2019-03-13,실시,,O,O,,미실시,-,-,2018-10-25,적합,2018-10-25,적합
강원도교육청,원주교육지원청,백합유치원,사립(법인),2018-10-11,적합,실시,2019-04-10,실시,,O,O,,미실시,-,-,-,미실시,-,미실시
강원도교육청,원주교육지원청,버들초등학교병설유치원,공립(병설),2018-10-19,적합,실시,2018-11-07,실시,,,O,,미실시,-,-,-,미실시,-,미실시
