	grant_citation_id	patent_id
400	5342482	8382075
401	3870585	8382075
402	6402816	8382075
403	4119538	8382075
404	7074339	8382075
405	3844748	8382075
406	7142298	8382075
407	8136797	8382075
408	4432914	8382075
409	3212235	8382075
410	6391100	8382075
411	7758819	8382075
412	7416172	8382075
413	4259185	8382075
414	5190670	8382075
415	5968352	8382075
416	6485548	8382075
417	5032230	8382075
418	3789902	8382075
419	2890166	8382075
420	7111673	8382075
421	6913671	8382075
422	7591309	8382075
423	4683062	8382075
424	6293277	8382075
425	3855079	8382075
426	3601374	8382075
427	5154898	8382075
428	5759233	8382075
429	5484471	8382075
430	7465394	8382985
431	5096579	8382985
432	7452469	8382985
433	3235234	8382985
434	7820048	8382985
435	7402248	8382985
436	6348147	8382985
437	7520980	8382985
438	5599139	8376657
439	4930939	8376657
440	5056960	8376657
441	5276255	8376657
442	5439318	8376657
443	7029204	8376657
444	4555201	8376657
445	4287141	8376657
446	7314336	8376657
447	7097390	8376657
448	5735352	8370067
449	5801967	8370067
450	5493494	8370067
451	6460006	8370067
452	6973821	8370067
453	5471391	8370067
454	7326004	8360689
455	7226246	8360689
456	6505998	8360689
457	5249892	8360689
458	794971	8360689
459	5152348	8360689
460	6354766	8360689
461	6425713	8360689
462	7326004	8328470
463	6425713	8328470
464	6354766	8328470
465	7226246	8328470
466	5152348	8328470
467	5249892	8328470
468	6505998	8328470
469	794971	8328470
470	5716519	8318026
471	3170868	8318026
472	4670142	8318026
473	5616831	8318026
474	2660305	8318026
475	3244280	8318026
476	3941698	8318026
477	2245587	8318026
478	3297567	8318026
479	4430021	8313921
480	5265979	8313921
481	5356452	8313921
482	6024513	8313921
483	5975801	8313921
484	2507848	8313921
485	5271107	8313921
486	2089801	8313921
487	5758462	8313921
488	3595224	8313921
489	6117671	8313921
490	4777674	8313921
491	6283676	8313921
492	422345	8313921
493	6386796	8313921
494	2836833	8313921
495	3995331	8313921
496	6471443	8313921
497	6056800	8313921
498	5605417	8313921
499	5564862	8313921
500	1734462	8313921
501	4257892	8313921
502	370528	8313921
503	4943100	8313921
504	6254770	8313921
505	350598	8313921
506	3031826	8313921
507	4883590	8313921
508	988667	8313921
509	873120	8313921
510	3653845	8313921
511	5285539	8313921
512	5857807	8313921
513	5984580	8313921
514	2550401	8313921
515	2487228	8313921
516	6364572	8313921
517	5288171	8313921
518	4396402	8313921
519	6334737	8313921
520	1275222	8313921
521	4323367	8313921
522	5015371	8313921
523	2504287	8313921
524	2324545	8313921
525	6555359	8313921
526	5491850	8313921
527	5562586	8313921
528	5419602	8313921
529	3042210	8313921
530	6099613	8313921
531	4871451	8313921
532	5636941	8313921
533	2607925	8313921
534	5406655	8313921
535	5181803	8313921
536	5855664	8313921
537	3212416	8313921
538	1141678	8313921
539	6481929	8313921
540	2491223	8313921
541	6558081	8313921
542	5888022	8313921
543	3674149	8313921
544	5584904	8313921
545	2547743	8313921
546	2514767	8313921
547	5429454	8313921
548	1450827	8313921
549	5361430	8313921
550	6398958	8313921
551	5533835	8302357
552	6176055	8302357
553	7536831	8302357
554	7827748	8302357
555	4098047	8302357
556	4951433	8302357
557	2184940	8302357
558	3549781	8302357
559	5746036	8302357
560	2724261	8302357
561	3599378	8302357
562	4798036	8302357
563	3629986	8302357
564	2129211	8302357
565	2053226	8302357
566	3396502	8302357
567	4074474	8302357
568	5257489	8302357
569	7694476	8302357
570	7618217	8302357
571	978201	8302357
572	7438324	8302357
573	6557312	8302357
574	2772560	8302357
575	4328651	8302357
576	6131349	8302357
577	1529895	8302357
578	6688427	8302357
579	3334557	8302357
580	6702522	8302357
581	6462277	8302357
582	6718711	8302357
583	178438	8302357
584	5531419	8302357
585	4703599	8302357
586	3905166	8302357
587	6619601	8302357
588	3600865	8302357
589	4649675	8302357
590	6439344	8302357
591	6006487	8302357
592	4899500	8302357
593	4012871	8302357
594	6491468	8302357
595	5740645	8302357
596	1447942	8302357
597	7805895	8302357
598	4773196	8302357
599	4854094	8302357
600	7319193	8302357
601	6612081	8302357
602	2367146	8302357
603	7506479	8302357
604	6457280	8302357
605	2897929	8302357
606	4124963	8302357
607	3452493	8302357
608	4736586	8282790
609	4536258	8282790
610	4585523	8282790
611	6802941	8282790
612	4260461	8282790
613	6336326	8282790
614	3455791	8282790
615	3956892	8282790
616	5683579	8282790
617	388654	8282790
618	4671856	8282790
619	2067049	8282790
620	4776171	8282790
621	5199722	8282790
622	2176657	8282790
623	5003777	8282790
624	6397636	8282790
625	4731159	8282790
626	4538573	8282790
627	5971091	8282790
628	4946349	8282790
629	5366036	8282790
630	5045155	8282790
631	5544963	8282790
632	4020635	8282790
633	4533265	8282790
634	5697430	8282790
635	4756797	8282790
636	6846387	8282790
637	4898041	8282790
638	2419234	8282790
639	5005349	8282790
640	3991586	8282790
641	5222869	8282790
642	5881800	8282790
643	4638633	8282790
644	5653582	8282790
645	4008039	8282790
646	6050092	8282790
647	5411640	8282790
648	6161610	8282790
649	5591317	8282790
650	1413521	8282790
651	6457462	8282790
652	4636283	8282790
653	6089313	8282790
654	4573320	8282790
655	5682845	8282790
656	6508915	8282790
657	7465375	8282790
658	5597453	8282790
659	5975840	8282790
660	6402897	8282790
661	4538677	8282790
662	4255122	8282790
663	5102503	8282790
664	4069670	8282790
665	1866702	8282790
666	4330260	8282790
667	2155278	8282790
668	5808277	8282790
669	4561940	8282790
670	4384672	8282790
671	4387568	8282790
672	4381648	8282790
673	4030985	8282790
674	4857144	8282790
675	3243359	8282790
676	6536207	8282790
677	4662176	8282790
678	4316774	8282790
679	4179891	8282790
680	5513697	8282790
681	4925526	8282790
682	6408227	8282790
683	5725778	8282790
684	3742578	8282790
685	5101791	8282790
686	4444675	8282790
687	399665	8282790
688	5197863	8282790
689	646406	8282790
690	4877489	8282790
691	6254734	8282790
692	2337294	8282790
693	4799542	8282790
694	4809804	8282790
695	3911694	8282790
696	7340879	8282790
697	4002538	8282790
698	4154642	8282790
699	6381958	8282790
700	4511805	8282790
701	6543215	8282790
702	5409576	8282790
703	6142221	8282790
704	7044205	8282790
705	5755970	8282790
706	5108548	8282790
707	4572287	8282790
708	1668532	8282790
709	6253550	8282790
710	7036314	8282790
711	5069272	8282790
712	3607636	8282790
713	4994097	8282790
714	4433846	8282790
715	4633667	8282790
716	4028179	8282790
717	5148066	8282790
718	7319921	8282790
719	488373	8282790
720	4134939	8282790
721	2453375	8282790
722	4830757	8282790
723	5834784	8282790
724	4313305	8282790
725	6319408	8282790
726	5095701	8282790
727	6435293	8282790
728	5667683	8282790
729	5228293	8282790
730	7325399	8282790
731	5971061	8282790
732	5743091	8282790
733	3807912	8282790
734	4539076	8282790
735	5294303	8282790
736	5722255	8282790
737	6602060	8282790
738	4734167	8282790
739	3753335	8282790
740	5472738	8282790
741	6698353	8282790
742	1831574	8282790
743	1324515	8282790
744	7313916	8282790
745	2142747	8282790
746	2170099	8282790
747	5975225	8282790
748	5293853	8282790
749	4869067	8282790
750	4511436	8282790
751	4445570	8282790
752	5317882	8282790
753	3996314	8282790
754	5786640	8282790
755	4330992	8282790
756	3431788	8282790
757	6877713	8282790
758	4045293	8282790
759	5973481	8282790
760	5169502	8282790
761	6062023	8282790
762	4305457	8282790
763	6024071	8282790
764	658	8282790
765	1658063	8282790
766	1386020	8282790
767	6891478	8282790
768	6062305	8282790
769	6286588	8282790
770	5875863	8282790
771	2564100	8282790
772	4413475	8282790
773	4509464	8282790
774	5587054	8282790
775	1089651	8282790
776	6423187	8282790
777	7111460	8282790
778	4070871	8282790
779	6328536	8282790
780	6039261	8282790
781	4551070	8282790
782	3849101	8282790
783	6381962	8282790
784	3997408	8282790
785	4148211	8282790
786	4881372	8282790
787	5100300	8282790
788	5061376	8282790
789	6063267	8282790
790	5395215	8282790
791	5074998	8282790
792	5755100	8282790
793	4522030	8282790
794	1769375	8282790
795	2791891	8282790
796	5053110	8282790
797	6966182	8282790
798	6908533	8282790
799	5172784	8282790
800	5177968	8282790
801	4423766	8282790
802	2595457	8282790
803	6113744	8282790
804	4259160	8282790
805	6954701	8282790
806	4984432	8282790
807	5340443	8282790
808	4577604	8282790
809	1840389	8282790
810	4707220	8282790
811	4416114	8282790
812	4686009	8282790
813	3789617	8282790
814	5185501	8282790
815	6108685	8282790
816	5772850	8282790
817	4442670	8282790
818	4901790	8282790
819	3097896	8282790
820	6293101	8282790
821	3940932	8282790
822	55516	8282790
823	3366314	8282790
824	4085588	8282790
825	6591609	8282790
826	4041592	8282790
827	4695062	8282790
828	3266566	8282790
829	5878570	8282790
830	4948514	8282790
831	4824149	8282790
832	5987886	8282790
833	3092091	8282790
834	4532765	8282790
835	5921764	8282790
836	5817224	8282790
837	5046331	8282790
838	7309929	8282790
839	5614086	8282790
840	6161381	8282790
841	6862883	8282790
842	4537039	8282790
843	5683586	8282790
844	5729987	8282790
845	6568416	8282790
846	5846414	8282790
847	5795446	8282790
848	3860384	8282790
849	4317786	8282790
850	5217352	8282790
851	2688228	8282790
852	5645124	8282790
853	5667543	8282790
854	3924477	8282790
855	5858177	8282790
856	6291708	8282790
857	5370502	8282790
858	2644308	8282790
859	4489242	8282790
860	5642618	8282790
861	5054547	8282790
862	4996841	8282790
863	4410302	8282790
864	4676202	8282790
865	7597784	8282790
866	6497555	8282790
867	5901568	8282790
868	4032391	8282790
869	5916490	8282790
870	5295794	8282790
871	3293480	8282790
872	2390436	8282790
873	1877106	8282790
874	5596262	8282790
875	6094912	8282790
876	4309243	8282790
877	6247310	8282790
878	3456952	8282790
879	5558687	8282790
880	2966382	8282790
881	4751819	8282790
882	4977742	8282790
883	3059418	8282790
884	5271454	8282790
885	5246541	8282790
886	5251593	8282790
887	4520868	8282790
888	5065579	8282790
889	4307572	8282790
890	3583830	8282790
891	2132150	8282790
892	4747752	8282790
893	5590526	8282790
894	4532985	8282790
895	5217065	8282790
896	5899071	8282790
897	5738766	8282790
898	5791425	8282790
899	4527394	8282790
900	4169692	8282790
901	5514283	8282790
902	5804947	8282790
903	5701965	8282790
904	5468350	8282790
905	6592338	8282790
906	5960636	8282790
907	5670041	8282790
908	5675974	8282790
909	5961295	8282790
910	3913314	8282790
911	5771694	8282790
912	4067191	8282790
913	5203170	8282790
914	6179568	8282790
915	5976227	8282790
916	5776334	8282790
917	3603082	8282790
918	1179097	8282790
919	5111899	8282790
920	5459812	8282790
921	5859482	8282790
922	5945808	8282790
923	4248296	8282790
924	4450754	8282790
925	5174117	8282790
926	5415223	8282790
927	4168211	8282790
928	5710536	8282790
929	5171431	8282790
930	4106560	8282790
931	4191241	8282790
932	3861223	8282790
933	5168947	8282790
934	4642547	8282790
935	4313080	8282790
936	4822455	8282790
937	4343350	8282790
938	2449587	8282790
939	5074114	8282790
940	5906714	8282790
941	4597835	8282790
942	6401669	8282790
943	6261419	8282790
944	120222	8282790
945	4586985	8282790
946	3950216	8282790
947	5814192	8282790
948	3572379	8282790
949	5494135	8282790
950	5236555	8282790
951	5952813	8282790
952	5534118	8282790
953	4779421	8282790
954	2289984	8282790
955	6705081	8282790
956	6610193	8282790
957	5810975	8282790
958	3635283	8282790
959	4317787	8282790
960	6202776	8282790
961	4358268	8282790
962	5590626	8282790
963	4448461	8282790
964	4384457	8282790
965	4172363	8282790
966	5929538	8282790
967	3477226	8282790
968	4735728	8282790
969	6347453	8282790
970	4521161	8282790
971	5606723	8282790
972	6694731	8282790
973	3891496	8282790
974	5522214	8282790
975	3846254	8282790
976	4265263	8282790
977	5073177	8282790
978	2532267	8282790
979	3787457	8282790
980	5441401	8282790
981	5673721	8282790
982	3940933	8282790
983	5968321	8282790
984	4231222	8282790
985	5046554	8282790
986	4364724	8282790
987	4940406	8282790
988	6238524	8282790
989	4255929	8282790
990	6689251	8282790
991	2830832	8282790
992	5920133	8282790
993	3724523	8282790
994	5590528	8282790
995	4565177	8282790
996	7310945	8282790
997	124805	8282790
998	4428630	8282790
999	5864770	8282790
1000	3859794	8282790
1001	6375803	8282790
1002	5810976	8282790
1003	5954039	8282790
1004	5580448	8282790
1005	4470449	8282790
1006	327875	8282790
1007	5516706	8282790
1008	5761903	8282790
1009	5599429	8282790
1010	5645694	8282790
1011	4437933	8282790
1012	5735681	8282790
1013	4232734	8282790
1014	5761985	8282790
1015	5893411	8282790
1016	4327550	8282790
1017	3775973	8282790
1018	5507625	8282790
1019	4199537	8282790
1020	5161374	8282790
1021	4057034	8282790
1022	4768341	8282790
1023	5496448	8282790
1024	5740834	8282790
1025	321313	8282790
1026	6380637	8282790
1027	3956072	8282790
1028	5037955	8282790
1029	4434617	8282790
1030	4159227	8282790
1031	5951856	8282790
1032	6106703	8282817
1033	5585272	8282817
1034	4123800	8282817
1035	5004159	8282817
1036	3680704	8282817
1037	5005765	8282817
1038	3799346	8282817
1039	8110096	8282817
1040	5520888	8282817
1041	5891330	8282817
1042	5905037	8282817
1043	4104166	8282817
1044	6984325	8282817
1045	6652743	8282817
1046	4070292	8282817
1047	6328898	8273249
1048	6572759	8273249
1049	4927543	8147695
1050	7311841	8147695
1051	6447686	8147695
1052	5635073	8147695
1053	7323108	8147695
1054	6379549	8147695
1055	7931822	8147695
1056	7828976	8147695
1057	7153431	8147695
1058	6210588	8147695
1059	5840195	8147695
1060	6180004	8137544
1061	3741393	8137544
1062	5954935	8114260
1063	5254227	8114260
1064	5736023	8114260
1065	5308466	8114260
1066	3627703	8114260
1067	5714521	8114260
1068	4321145	8114260
1069	5286354	8114260
1070	5518627	8114260
1071	4671863	8114260
1072	4770793	8114260
1073	3876565	8114260
1074	6056878	8114260
1075	6193869	8114260
1076	6402917	8114260
1077	7582198	8114260
1078	2681320	8114260
1079	5356849	8114260
1080	5891328	8114260
1081	6190528	8114260
1082	6103125	8114260
1083	6171374	8114260
1084	5259936	8114260
1085	7604725	8114260
1086	3645884	8114260
1087	4191811	8114260
1088	3989615	8114260
1089	5538611	8114260
1090	4032452	8114260
1091	6648307	8114260
1092	4804451	8114260
1093	6607668	8114260
1094	3330750	8114260
1095	6190553	8114260
1096	4505797	8114260
1097	4747955	8114260
1098	6187162	8114260
1099	4915803	8114260
1100	2815320	8114260
1101	2794777	8114260
1102	6766812	8114260
1103	3006828	8114260
1104	4614576	8114260
1105	2943989	8114260
1106	6187154	8114260
1107	5536387	8114260
1108	6627073	8114260
1109	6235166	8114260
1110	5176828	8114260
1111	5451309	8114260
1112	1206	8114260
1113	4465573	8114260
1114	5223103	8114260
1115	5082472	8114260
1116	4430226	8114260
1117	4298442	8114260
1118	36972	8114260
1119	4228000	8114260
1120	4294933	8114260
1121	6274019	8114260
1122	6607647	8114260
1123	2681319	8114260
1124	5106465	8114260
1125	7329358	8114260
1126	4153761	8114260
1127	4687561	8114260
1128	5066402	8114260
1129	6482304	8114260
1130	35741	8114260
1131	4102752	8114260
1132	5411641	8114260
1133	6228240	8114260
1134	6296751	8114260
1135	4871431	8114260
1136	4872958	8114260
1137	4969983	8114260
1138	6254741	8114260
1139	3869375	8114260
1140	5788826	8114260
1141	5292422	8114260
1142	3099615	8114260
1143	6214204	8114260
1144	3014855	8114260
1145	4358545	8114260
1146	5489370	8114260
1147	5503729	8114260
1148	4574049	8114260
1149	5679229	8114260
1150	6146524	8114260
1151	4849102	8114260
1152	4374232	8114260
1153	4167551	8114260
1154	6303037	8114260
1155	5211823	8114260
1156	4964970	8114260
1157	4661411	8114260
1158	5558753	8114260
1159	6284124	8114260
1160	6258278	8114260
1161	5126026	8114260
1162	3870033	8114260
1163	6284399	8114260
1164	4116889	8114260
1165	5460725	8114260
1166	4119581	8114260
1167	4130473	8114260
1168	5868915	8114260
1169	4632745	8114260
1170	3291713	8114260
1171	5580437	8114260
1172	5547551	8114260
1173	6808608	8114260
1174	6126805	8114260
1175	3686089	8114260
1176	4217200	8114260
1177	6824662	8114260
1178	4473450	8114260
1179	5679228	8114260
1180	4330654	8114260
1181	6402916	8114260
1182	4925541	8114260
1183	6149788	8114260
1184	6248226	8114260
1185	5670053	8114260
1186	5084148	8114260
1187	7572359	8114260
1188	3165460	8114260
1189	6197174	8114260
1190	5116509	8114260
1191	4956071	8114260
1192	5928807	8114260
1193	5837124	8114260
1194	5203976	8114260
1195	4655909	8114260
1196	2923674	8114260
1197	5308467	8114260
1198	5120416	8114260
1199	4226688	8114260
1200	5346624	8114260
1201	6783666	8114260
1202	5434020	8114260
1203	4702810	8114260
1204	5584981	8114260
1205	3341441	8114260
1206	4636296	8114260
1207	5240579	8114260
1208	5092970	8114260
1209	5759373	8114260
1210	5593563	8114260
1211	2788319	8114260
1212	5814197	8114260
1213	5166220	8114260
1214	4197206	8114260
1215	5804055	8114260
1216	5425858	8114260
1217	3375208	8114260
1218	3149062	8114260
1219	4983267	8114260
1220	5425866	8114260
1221	4808287	8114260
1222	4751153	8114260
1223	5128043	8114260
1224	6375812	8114260
1225	5458787	8114260
1226	4033850	8114260
1227	5346924	8114260
1228	5196115	8114260
1229	5858191	8114260
1230	3630378	8114260
1231	5030672	8114260
1232	7501061	8114260
1233	5599614	8114260
1234	6099716	8114260
1235	5762774	8114260
1236	5460728	8114260
1237	5376253	8114260
1238	5073268	8114260
1239	6649037	8114260
1240	5358640	8114260
1241	7083733	8114260
1242	7147785	8114260
1243	4931160	8114260
1244	5766479	8114260
1245	6190558	8114260
1246	5925240	8114260
1247	4216073	8114260
1248	5538655	8114260
1249	3074864	8114260
1250	6197189	8114260
1251	4089758	8114260
1252	5961805	8114260
1253	2854394	8114260
1254	4707240	8114260
1255	3755135	8114260
1256	5154809	8114260
1257	3149061	8114260
1258	4753681	8114260
1259	3869376	8114260
1260	5066375	8114260
1261	5444031	8114260
1262	5980716	8114260
1263	5026465	8114260
1264	5539002	8114260
1265	2514415	8114260
1266	4747929	8114260
1267	3148687	8114260
1268	6267891	8114260
1269	5316637	8114260
1270	5518626	8114260
1271	H5981052	8100605
1272	5116793	8100605
1273	H6558080	8100605
1274	H6558548	8100605
1275	H6806298	8100605
1276	H6197398	8100605
1277	H6372333	8100605
1278	5556699	8100605
1279	H6435770	8100605
1280	H6068681	8100605
1281	5736032	8100605
1282	H7090916	8100605
1283	5416133	8100605
1284	5620281	8100605
1285	H6524667	8100605
1286	5525296	8100605
1287	H01732	8100605
1288	H7175741	8100605
1289	H6558079	8100605
1290	5565503	8100605
1291	1732	8100605
1292	38238	8101082
1293	5104552	8101082
1294	5853590	8101082
1295	4541933	8101082
1296	4271013	8101082
1297	4917802	8101082
1298	3440165	8101082
1299	5482528	8101082
1300	5336290	8101082
1301	5078882	8101082
1302	4778598	8101082
1303	3549529	8101082
1304	4735729	8101082
1305	3442498	8101082
1306	4297122	8101082
1307	4340473	8101082
1308	4554002	8101082
1309	3342731	8101082
1310	7662205	8101082
1311	4028130	8101082
1312	3803806	8101082
1313	3728254	8101082
1314	3428554	8101082
1315	7083956	8092680
1316	5735600	8092680
1317	7258790	8092680
1318	6330831	8092680
1319	7255890	8092680
1320	5746919	8092680
1321	5560819	8092680
1322	6454944	8092680
1323	6972077	8092680
1324	5821111	8092680
1325	6237629	8092680
1326	6448068	8092680
1327	4136970	8092680
1328	5971036	8092680
1329	5192673	8092680
1330	5942424	8092680
1331	4872959	8092680
1332	5928493	8092680
1333	4663089	8092680
1334	7211185	8092680
1335	7288684	8092680
1336	4293506	8092680
1337	7074251	8092680
1338	7632400	8092680
1339	6921485	8092680
1340	5464539	8092680
1341	5244550	8092680
1342	7089684	8092680
1343	5525229	8092680
1344	6340581	8092680
1345	4318993	8092680
1346	4987922	8092680
1347	6887692	8092680
1348	6039782	8092680
1349	6264174	8092680
1350	6342378	8092680
1351	4480035	8092680
1352	5545325	8092680
1353	7192987	8092680
1354	5834264	8092680
1355	5842783	8092680
1356	2370390	8092680
1357	6629773	8092680
1358	4683814	8092680
1359	5558755	8092680
1360	6083386	8092680
