	patent_id	inventor
3578	1678	Achord; Cecil L.
3579	1679	Irvine; John E.
3580	1679	Yeosock; John J.
3581	1680	Levine; Robert A.
3582	1681	Gilad  Golub
3583	1681	Julio  Subovich
3584	1682	Franciscus, Antonius, Anna, Maria  De Leij
3585	1682	James  Stratford
3586	1682	Helen  Sneath
3587	1682	Tony  Hutchings
3588	1683	Marcus G.  Theodore
3589	1684	John R.  Herron
3590	1684	Upen J.  Bharwada
3591	1684	Isaac V.  Farr
3592	1685	Bernard F.  Duesel
3593	1685	Michael J.  Rutsch
3594	1686	Jiro  Tonegawa
3595	1687	David C. Rennard
3596	1687	Justin D. Pace
3597	1687	Thomas R. Palmer
3598	1688	Thomas Van Nooten
3599	1689	Thomas Van Nooten
3600	1690	Richard W. Fahs, II
3601	1690	Matthew D. W. Fahs
3602	1691	Roger W. Carson
3603	1691	Bruce W. Bremer
3604	1691	Michael L. Mastracci
3605	1691	Kent E. Maggard
3606	1692	Patrick D. Wade
3607	1693	Stefan Stamoulis
3608	1694	Aaron D. Wilson
3609	1694	Frederick F. Stewart
3610	1694	Mark L. Stone
3611	1695	Bernard F. Duesel, Jr.
3612	1695	Michael J. Rutsch
3613	1696	Nazli Yesiller
3614	1696	James Lewis Hanson
3615	1697	Richard W. Fahs, II
3616	1697	Matthew D.W. Fahs
3617	1698	James Penner
3618	1699	Marcus G. Theodore
3619	1700	Richard W. Fahs, II
3620	1700	Matthew D. W. Fahs
3621	1701	Colin Gavin Edward Webb
3622	1702	Daekyoo Hwang
3623	1703	Philip D. Leveson
3624	1703	John P. Gaus
3625	1704	Wayne W. Simmons
3626	1704	Robert Dwayne Litt
3627	1704	Anna Lee Tonkovich
3628	1704	Laura J. Silva
3629	1704	Daniel Francis Ryan
3630	1704	Bruce Stangeland
3631	1704	John Brophy
3632	1704	Jeffrey S. McDaniel
3633	1705	Zhiping Kuang
3634	1705	Bin Lu
3635	1705	Wei Xiong
3636	1706	Guy Adelle Pinson
3637	1706	Barbara Pinson
3638	1707	Stephen C. Kurtzman
3639	1708	Richard Lee Aho
3640	1709	Yuri KOLODNY
3641	1710	Grant Lloyd Lacey
3642	1711	Marcus G. Theodore
3643	1712	Justin Cannock
3644	1713	Richard W. Fahs, II
3645	1713	Matthew D.W. Fahs
3646	1714	Stefan STAMOULIS
3647	1715	Jiro TONEGAWA
3648	1716	Bert ZAUDERER
3649	1717	Terry Gong
3650	1717	John Harmon
3651	1717	Marcus G. Theodore
3652	1718	Marcus G. Theodore
3653	1719	Bernard F. Duesel, Jr.
3654	1719	Michael J. Rutsch
3655	1719	Craig Clerkin
3656	1720	Bernard F. Duesel, JR.
3657	1720	Michael J. Rutsch
3658	1720	Craig Clerkin
3659	1721	Dennis G. GRUBB
3660	1721	Mahmoud Wazne
3661	1722	Stefan Stamoulis
3662	1723	Ayala Barak
3663	1724	Huansheng Zhong
3664	1724	Lei Li
3665	1724	Jiacong Wu
3666	1724	Xuewei Wu
3667	1724	Zhimin Sun
3668	1724	Haiying Yang
3669	1725	Brian J. Cantwell
3670	1725	Craig S. Criddle
3671	1725	Kevin Lohner
3672	1725	Yaniv D. Scherson
3673	1725	George F. Wells
3674	1725	Bernard H. Johnson, IV
3675	1725	Koshlan Mayer-Blackwell
3676	1725	Xing Xie
3677	1726	Hung-Suck Park
3678	1726	Jung-Hoon Kim
3679	1726	Jae-Won Lee
3680	1726	Won-Sik Lee
3681	1726	Yong-Seok Park
3682	1727	Stefan Stamoulis
3683	1728	Terry Gong
3684	1728	John Harmon
3685	1728	Marcus G. Theodore
3686	1729	Hiroyasu Nagase
3687	1729	Kazuhisa Miyamoto
3688	1729	Kazumasa Hirata
3689	1729	Hiroshi Saito
3690	1730	Emmett M. Walker
3691	1731	Tony Richard Hutchings
3692	1731	Franciscus Antonius Anna Maria de Leij
3693	1731	Jeremy Richard Wingate
3694	1732	Ronald D. Barbaro
3695	1732	Ronald E. McIlwain
3696	1732	David Muyan
3697	1732	Edward A. Weinberg
3698	1733	Refael Aharon
3699	1733	Israel Biran
3700	1733	Ronny Banker
3701	1734	Denyse Claire DuBrucq
3702	1735	Boris Mikhail Khudenko
3703	1736	Xu Fei Wu
3704	1737	Reinhold Klipper
3705	1737	Michael Schelhaas
3706	1737	Stefan Neumann
3707	1737	Jens Stoll
3708	1738	Shinichi Nakamura
3709	1738	Kunihiko Fukuzuka
3710	1739	Brett RENAUD
3711	1739	Scott Renaud
3712	1740	Frances Irene Parrott
3713	1741	Martin P. Wanielista
3714	1741	Ni-Bin Chang
3715	1741	Ammarin Makkeasorn
3716	1742	Grant Lloyd Lacey
3717	1743	John Stark
3718	1744	Angus Peter Robson
3719	1745	Samuel Martin
3720	1745	Adriana Gonzalez Ospina
3721	1746	Jesus CACHO
3722	1746	Olivier CAUDART
3723	1746	Thomas LAGIER
3724	1746	Pascal PESLERBE
3725	1746	Vassilia VIGNERON
3726	1747	Giuseppina CEREA
3727	1748	Wayne W. Simmons
3728	1748	Robert Dwayne Litt
3729	1748	Anna Lee Tonkovich
3730	1748	Laura J. Silva
3731	1748	Daniel Francis Ryan
3732	1748	Bruce Stangeland
3733	1748	John Brophy
3734	1748	Jeffrey S. McDaniel
3735	1749	Michael Caldwell
3736	1750	Rodrigo Andres Geraldo SEURA
3737	1751	Milind V. Khire
3738	1752	Robert Maurice Charles Patterson
3739	1753	Lee L. Shafer
3740	1753	John W. James
3741	1753	Richard D. Rath
3742	1753	Jesse Eubank
3743	1754	Zhi Min Liao
3744	1754	Jing Kui Guo
3745	1754	Yu He Huang
3746	1754	Jing Zou
3747	1754	Zhi Qiang Chen
3748	1754	Rui Zhi Dai
3749	1754	Wen Yan Shi
3750	1754	Jian Zhong Xiong
3751	1754	Hai Ying Ji
3752	1755	Qingmei LI
3753	1756	Dale M. Timmons
3754	1757	Samantha Champ
3755	1757	Mariola Wanior
3756	1757	Andreas Reifschneider
3757	1758	Russell A. Firestone
3758	1758	James R. Harkess
3759	1758	William S. Langhorne
3760	1758	Nord S. Sorensen
3761	1759	Marcus G. Theodore
3762	1760	Jost-Ulrich Kugler
3763	1760	Peter Belouschek
3764	1760	Katja Kugler
3765	1761	Gabriel Popa
3766	1761	Jean Suidureau
3767	1761	Petra Johannsen
3768	1761	Georg Reinhold
3769	1762	Reinhold Klipper
3770	1762	Michael Schelhaas
3771	1762	Stefan Neumann
3772	1762	Jens Stoll
3773	1763	Volker A. Hausin
3774	1763	Eddie L. Cheatham
3775	1763	David A. Wilson
3776	1764	Marcus G. Theodore
3777	1765	Samuel Martin
3778	1765	Adriana Gonzalez Ospina
3779	1766	Joe P. McCarty
3780	1766	Daniel M. St. Louis
3781	1767	Michael Caldwell
3782	1768	Kevin McPhillips
3783	1769	Bernard. F. Duesel
3784	1769	Michael J. Rutsch
3785	1770	Thomas Alan Benjamin
3786	1770	Craig Jay Jones
3787	1770	Luther Alba Brice
3788	1771	Xu Fei WU
3789	1772	Andrew Eric Day
3790	1773	Milind V. Khire
3791	1774	James D. Mavis
3792	1775	John Charles Matthews
3793	1776	John Charles Matthews
3794	1777	Ronald Wilen
3795	1777	Kenneth R. Cioletti
3796	1777	Matthew Cioletti
3797	1778	Zhimin LIAO
3798	1778	Rong LI
3799	1778	Jijun WU
3800	1778	Jingkui GUO
3801	1778	Mao YANG
3802	1778	Yuhe HUANG
3803	1778	Aiguo WAN
3804	1779	Lee L. Shafer
3805	1779	John W. James
3806	1779	Richard D. Rath
3807	1779	Jesse Eubank
3808	1780	Ulrich Reimann-Philipp
3809	1781	Cesar Ladron de Guevara
3810	1781	Luther Freeman
3811	1782	Thomas Alan Benjamin
3812	1782	Craig Jay Jones
3813	1782	Luther Alba Brice
3814	1783	Albert Allen Klyne
3815	1784	Jason Duhe
3816	1784	James Gharst
3817	1784	Kelvin Simon
3818	1784	Stella Simon
3819	1784	Paul Delahoussaye
3820	1785	Regis Renaud P.
3821	1786	Ian Procter
3822	1786	Sabine Azouani Isabelle
3823	1786	Rolf Haubrichs
3824	1787	Peter Riley
3825	1788	Alexander Ivanovich Shulgin
3826	1788	Anton Alexandrovich Shulgin
3827	1789	Don Churchill Augenstein
3828	1789	John Rudiger Benemann
3829	1789	Ramin Yazdani
3830	1790	Thomas Benjamin Alan
3831	1790	Craig Jones Jay
3832	1790	Luther Brice Alba
3833	1791	Gabriel POPA
3834	1791	Jean SUIDUREAU
3835	1791	Petra JOHANSSEN
3836	1791	Georg REINHOLD
3837	1792	Joseph Wilson H.
3838	1792	Gordon Kaye I.
3839	1792	Robert Hahn L.
3840	1792	Peter Weber B.
3841	1792	Kevin Morris A.
3842	1793	Hannu Suominen L.
3843	1794	Norio Nagao
3844	1794	Tatsushi Matsuyama
3845	1794	Tatsuki Toda
3846	1795	Zhi Min LIAO
3847	1795	Jing Kui GUO
3848	1795	Yu He HUANG
3849	1795	Jing ZOU
3850	1795	Zhi Qiang CHEN
3851	1795	Rui Zhi DAI
3852	1795	Wen Yan SHI
3853	1795	Jian Zhong XIONG
3854	1795	Hai Ying JI
3855	1796	Yoshiaki Yokoyama
3856	1796	Tooru Kodama
3857	1796	Yasuo Mishima
3858	1796	Katuo Takamiya
3859	1797	Curt A. Christeson
3860	1798	David Owen Malcolm
3861	1799	Joseph Wilson H.
3862	1799	Gordon Kaye I.
3863	1799	Robert Hahn L.
3864	1799	Peter Weber B.
3865	1799	Kevin Morris A.
3866	1800	John Stark
3867	1801	Gordon Kaye I.
3868	1801	Peter Weber B.
3869	1801	Kevin Morris A.
3870	1801	Joseph Wilson H.
3871	1801	Robert Hahn L.
3872	1802	Albert Klyne Allen
3873	1803	Ayala Barak
3874	1804	Roger Carson W.
3875	1804	Bruce Bremer W.
3876	1804	Michael Mastracci L.
3877	1804	Kent Maggard E.
3878	1805	Roman Bilak
3879	1806	Thomas Benjamin Alan
3880	1806	Craig Jones Jay
3881	1806	Luther Brice Alba
3882	1807	Jason Duhe
3883	1807	James Gharst
3884	1807	Kelvin Simon
3885	1807	Stella Simon
3886	1807	Paul Delahoussaye
3887	1808	Randal Myers B.
3888	1809	Curt Christeson A.
3889	1810	Lawrence Conaway M.
3890	1810	Michael Keller Ray
3891	1810	Roger Noble Ken
3892	1810	David Caffey
3893	1811	Peter Rosen L.
3894	1811	Robert Hodges D.
3895	1812	Armen Abazajian N.
3896	1813	Alexander Shulgin Ivanovich
3897	1813	Anton Shulgin Alexandrovich
3898	1814	Marcus Theodore G.
3899	1815	Don Augenstein Churchill
3900	1815	John Benemann Rudiger
3901	1815	Ramin Yazdani
3902	1816	Milind V. Khire
3903	1817	Kenneth S. Price
3904	1817	Joe Kurek
3905	1817	Kurt Whitfield
3906	1817	Herbert I. Wissel
3907	1818	Jung Kim Yong
3908	1819	Peter Ianniello J.
3909	1819	Mark Topp
3910	1819	Tracy Johnson R.
3911	1820	Roy E. McAlister
3912	1821	Boris Khudenko Mikhailovich
3913	1822	Sung-Teh Kim
3914	1822	Masahiro Taoka
3915	1822	Chieko Yamamoto
3916	1822	Kunihiko Yamanaka
3917	1822	Katunori Masaoka
3918	1823	Mohan Singh Saran
3919	1823	George Walter Luxbacher
3920	1824	Ray Coffey Stratton   JR.
3921	1825	Russell Firestone A.   III
3922	1825	James Harkess R.
3923	1825	William Langhorne S.
3924	1825	Nord Sorensen
3925	1826	Dennis Kunerth C.
3926	1826	John Svoboda M.
3927	1826	James Johnson T.
3928	1827	Keith Forrester Edward
3929	1828	Keith Forrester Edward
3930	1829	Geom Lee Yong
3931	1829	Young Cho Lae
3932	1829	Chang Yang Ryung
3933	1829	Dong Lee Hoon
3934	1829	Young Won Mi
3935	1829	Young Lee Joon
3936	1829	Yeon Park Jae
3937	1830	Peter Ianniello J.
3938	1830	Aigen Zhao
3939	1830	Gary Shaffer L.
3940	1831	Charles Dale A.
3941	1832	Wolfgang Podszun
3942	1832	Andreas Schlegel
3943	1832	Reinhold Klipper
3944	1832	Rudiger Seidel
3945	1832	Udo Herrmann
3946	1833	Richard Takeuchi T.
3947	1833	Robert Nakamura M.
3948	1834	Robert Merton Satchwell
3949	1834	Roderick Michael Facey
3950	1835	Imre Mecs
3951	1835	Miklos Kalman
3952	1835	Miklos Hlatki
3953	1835	Sandor Puskas
3954	1835	Janos Balazs
3955	1835	Gyula Lengyel
3956	1835	Zsolt Virag
3957	1835	Gyula Kovacs
3958	1835	Ferenc Horvath
3959	1835	Imre Samu
3960	1836	Andrew Wells Phelps
3961	1836	Jeffrey Allen Sturgill
3962	1836	Joseph Thomas Swartzbaugh
3963	1837	Peter  Thomas
3964	1838	Mohan Singh Saran
3965	1838	George Walter Luxbacher
3966	1839	Lawrence  Conaway
3967	1839	Michael R. Keller
3968	1839	Roger K. Noble
3969	1840	Peter Riley
3970	1841	Chen-Yu Yen
3971	1842	Jurgen Kanitz
3972	1842	Jurgen Forsting
3973	1843	Jim  Moutray
3974	1843	Paul Joe  Solar
3975	1844	Paul A. Kittle
3976	1845	Shawn R. Taylor
3977	1845	Gintautas Antanas Kamaitis
3978	1846	Hans-Jorg  Bonath
3979	1846	Georg  Bombeck
3980	1847	Lawrence  Conaway
3981	1847	Michael R. Keller
3982	1847	Roger K. Noble
3983	1848	Dan L. Wensel
3984	1849	Kenji  Suzuki
3985	1849	Kisaku  Tomaru
3986	1850	Dave  Van Vliet
3987	1850	Herbert Wallace Campbell
3988	1850	Stephen Barrie Chambers
3989	1851	Joseph H. Wilson
3990	1851	Gordon I. Kaye
3991	1851	Robert L. Hahn
3992	1851	Peter B. Weber
3993	1851	Kevin A. Morris
3994	1852	Clifford J. Arnett
3995	1852	Joseph B. Farrell
3996	1852	Daniel T. Hull III
3997	1852	Steven J. Krugel
3998	1852	Perry L. Schafer
3999	1852	Billy G. Turner
4000	1852	Warren R. Uhte
4001	1852	John L. Willis
4002	1853	Robert Merton Satchwell
4003	1853	Roderick Michael Facey
4004	1854	Peter L. Rosen
4005	1854	Robert D. Hodges
4006	1855	Peter L. Rosen
4007	1855	Robert D. Hodges
4008	1856	Alan Brian Cash
4009	1857	Blaine F. Severin
4010	1858	Felix Anthony Perriello
4011	1859	Peter J. Ianniello
4012	1859	Mark  Topp
4013	1859	Tracy R. Johnson
4014	1860	Peter J. Ianniello
4015	1860	Mark  Topp
4016	1860	Tracy R. Johnson
4017	1861	Kenneth S. Price
4018	1861	Joe  Kurek
4019	1861	Kurt  Whitfield
4020	1861	Herbert I. Wissel
4021	1862	Andrew Wells Phelps
4022	1862	Jeffrey Allen Sturgill
4023	1862	Joseph Thomas Swartzbaugh
4024	1863	Peter L. Rosen
4025	1863	Robert  Hodges
4026	1864	Gordon  Layton
4027	1864	Dale  Courtney
4028	1864	Matthew C. Smith
4029	1864	William H. Johnson
4030	1865	Scott D. Wallace
4031	1866	Shinichi  Nakamura
4032	1866	Kunihiko  Fukuzuka
4033	1867	Jung Yong Kim
4034	1868	Chen-Yu  Yen
4035	1869	Roy E. McAlister
4036	1870	Peter J. Ianniello
4037	1870	Mark  Topp
4038	1870	Tracy R. Johnson
4039	1871	Michael P. McGinness
4040	1872	Joseph H. Wilson
4041	1872	Gordon I. Kaye
4042	1872	Robert L. Hahn
4043	1872	Peter B. Weber
4044	1872	Kevin A. Morris
4045	1873	Billy J. Hatcher
4046	1874	Young Sik Kim
4047	1874	Han Yong Jeon
4048	1875	Gursel G. Yilmaz
4049	1876	Owen P. Ward
4050	1876	Henry  Burd
4051	1877	Jerry M. Brown
4052	1878	Layton; Gordon
4053	1878	Courtney; Dale
4054	1878	Smith; Matthew C.
4055	1878	Johnson; William H.
4056	1879	Robert W. Bartlett
4057	1880	Warren Howard Chesner
4058	1880	James  Melrose
4059	1881	Warren Howard Chesner
4060	1881	James  Melrose
4061	1882	Richard G. Sheets
4062	1883	Shi; Caijun
4063	1884	Peter  Riley
4064	1885	Al-Samadi; Riad A.
4065	1886	Chang; Larry
4066	1887	Steven  Catanla
4067	1887	Neil  Mansuy
4068	1888	Lena Q. Ma
4069	1888	Ken M. Komar
4070	1888	Elizabeth D. Kennelley
4071	1889	Amer; Sultan I.
4072	1890	Scott D. Wallace
4073	1891	Jae Seong Rhee
4074	1891	Min Woo Jung
4075	1892	Ryan D. McMurtrey
4076	1892	Daniel M. Ginosar
4077	1892	Kenneth S. Moor
4078	1892	G. Michael Shook
4079	1892	Donna L. Barker
4080	1893	Tommy G. Taylor
4081	1894	Lawrence M. Conaway
4082	1894	Roger  Noble
4083	1894	Michael  Keller
4084	1894	David  Caffey
4085	1895	Lawrence M. Conaway
4086	1896	Sultan I. Amer
4087	1897	Robin  Millard
4088	1897	Frederick H. Kurtz
4089	1898	Eighmy; T. Taylor
4090	1899	Ronald L. Brookshire
4091	1899	Donald  Brookshire
4092	1899	Travis  Brookshire
4093	1899	Seyed Mohammed Reza Kalantar-Nejad
4094	1899	James Joseph Beach
4095	1900	Lahoda; Edward J.
4096	1900	Ha; Khoa T.
4097	1901	Conca; James L.
4098	1901	Wright; Judith
4099	1902	Lorraine; Segala
4100	1902	Long; David
4101	1903	Coombs; Harvey W.
4102	1903	Pearson; Ron D.
4103	1904	Bailey; Elena
