	inventor	patent_id
972	Chi-Yi Liou	456
973	Teng-Yu Chen	456
974	Keith Forrester Edward	457
975	Robert Howard	458
976	John Meyers lll J.	459
977	John Swartz H.	459
978	Nathaniel Kurczewski G.	459
979	Matthew Kurczewski J.	459
980	Suha Rawhani	460
981	Jacobus Viljoen Johannes	460
982	William C. Batten	461
983	Bruce Kyles	461
984	Charles Kemp	461
985	Gabriel Plante	462
986	Soichiro Yamamoto	463
987	Edwin Rice E.	464
988	Charles Franklin H.	464
989	Mark Butler Henry	465
990	Kang Lin Chin	466
991	Roger Carson W.	467
992	Bruce Bremer W.	467
993	Imre Mecs	468
994	Miklos Kalman	468
995	Miklos Hlatki	468
996	Sandor Puskas	468
997	Janos Balazs	468
998	Gyula Lengyel	468
999	Zsolt Virag	468
1000	Gyula Kovacs	468
1001	Ferenc Horvath	468
1002	Imre Samu	468
1003	Kazuo Okutsu	469
1004	Hisashi Takamura	469
1005	Koji Hane	469
1006	Nobuyuki Matsui	469
1007	Yasuyuki Hayakawa	469
1008	Mitsuaki Furuichi	469
1009	Regis Phillip Renaud	470
1010	Daniel  Goldmann	471
1011	Bram den  Dunnen	471
1012	Michael  Knust	471
1013	Mohan Singh Saran	472
1014	George Walter Luxbacher	472
1015	Roger W Carson	473
1016	Bruce W Bremer	473
1017	Charles E. Tharp	474
1018	Randall C. Chann	474
1019	Lawrence  Conaway	475
1020	Michael R. Keller	475
1021	Roger K. Noble	475
1022	Joe W. Lacey	476
1023	Peter J. Ianniello	477
1024	Jerome Fife Jay	478
1025	Daniel Wickham Edmund	478
1026	Vladimir Shreider Anatol	479
1027	Natalia Shreider	479
1028	Kurt Ingerle	480
1029	Charles C. Kemper	481
1030	Jan  Allen	481
1031	Tom  Kraemer	481
1032	Adam Krylowicz	482
1033	Kazimierz Chrzanowski	482
1034	Janusz Usidus	482
1035	Richard Grimes T.	483
1036	David Polston L.	484
1037	Robert Colin Pugh	485
1038	Colin John Francis Philip Jones	485
1039	Paul A. Kittle	486
1040	Richard Donald Witham	487
1041	Edward Bayer McNew	487
1042	John Leslie Burba III	487
1043	Hung Van Nguyen	488
1044	Donald Bruce Bursill	488
1045	James Young Morran	488
1046	Mary  Drikas	488
1047	Veronica Laurel Pearce	488
1048	Jan D. Graves	489
1049	Paul John Hart	490
1050	Rebecca K. Snyder	490
1051	Bernard  Greenberg	491
1052	Lawrence  Conaway	492
1053	Michael R. Keller	492
1054	Roger K. Noble	492
1055	Thomas J. Casper	493
1056	Mark A. Schoenenberger	493
1057	Brad D. Laubenstein	493
1058	James A. Reilly	493
1059	Joseph G. Krall	493
1060	Ajit K. Chowdhury	494
1061	Alexander  Manu	495
1062	James  Barthel	496
1063	Mark A. Peters	496
1064	Gerald J. Grott	497
1065	Joseph  Leon	498
1066	Kang Chin Lin	499
1067	Burkhard  Schmeling	500
1068	Robert  Federighi	501
1069	James  Johnson	501
1070	Jason A. Demers	502
1071	Scott A. Leonard	502
1072	Kingston  Owens	502
1073	Dave  Van Vliet	503
1074	Herbert Wallace Campbell	503
1075	Stephen Barrie Chambers	503
1076	Paul Etienne	504
1077	Pierre Buffiere	504
1078	E. Craig Jowett	505
1079	Earl Roger Singleton	506
1080	William  Warren	507
1081	Gordon  Lewis	507
1082	Robert  Rizzari	507
1083	Riccardo  Cattaneo-Vietti	508
1084	Giorgio  Bavestrello	508
1085	Umberto  Benatti	508
1086	Carlo  Cerrano	508
1087	Marco  Giovine	508
1088	Keith E. Forrester	509
1089	Zoltan  Egeresi	510
1090	W. B. McNeill	511
1091	Garry Kevin Callinan	512
1092	Peter Chapman	512
1093	Charles E. Tharp	513
1094	Randall C. Chann	513
1095	John W. Baumgartner	514
1096	Mark K. Kubesh	514
1097	Pierre  Jeanvoine	515
1098	Michael  Airheart	516
1099	Scott Lee Wellington	517
1100	John Michael Karanikas	517
1101	Kevin Albert Maher	517
1102	Meliha Deniz Sumnu-Dindoruk	517
1103	Harold J. Vinegar	517
1104	Claus  Hoffjann	518
1105	Hans-Juergen  Heinrich	518
1106	Gordon L. Richard	519
1107	Robert John Walker	520
1108	Harold J. Vinegar	521
1109	Ronald Marshall Bass	521
1110	Joseph G. Harrington	522
1111	Martin T. Sherman	523
1112	Keith Edward Forrester	524
1113	Wen Chao Shen	525
1114	John G. Petersen	526
1115	William C. Holmes	526
1116	Mohammad  Abu-Orf	527
1117	Banu  Ormeci	527
1118	Pen-Hsien  Chi	528
1119	Zhi-Jian  Chen	528
1120	Wen-Ching  Chen	528
1121	Rung-Yaw  Chen	528
1122	Chie Chien Tseng	528
1123	Jonathan M. Dietz	529
1124	Padraig  McAlister	530
1125	Peter J. Ianniello	531
1126	Jack Herron	532
1127	Robert Salter	532
1128	Craig C. Andrews	533
1129	Oliver J. Murphy	533
1130	Ernest E. Carter JR.	534
1131	Scott Lee Wellington	535
1132	Eric Pierre de Rouffignac	535
1133	Harold J. Vinegar	535
1134	Robert D. Chisholm	536
1135	Debrah A. Beck	536
1136	John B. Steward	536
1137	Jordan M. Johnston	536
1138	Baosheng  Lee	536
1139	John Michael Karanikas	537
1140	Ilya Emil Berchenko	537
1141	Eric Pierre de Rouffignac	537
1142	Jean-Charles  Ginestra	537
1143	Kirk Samuel Hansen	537
1144	Lanny Gene Schoeling	537
1145	Gordon Thomas Shahin JR.	537
1146	Meliha Deniz Sumnu-Dindoruk	537
1147	Harold J. Vinegar	537
1148	Juan Carlos Josse	538
1149	John William Sutherlin	538
1150	Harold J. Vinegar	539
1151	Eric Pierre de Rouffignac	539
1152	Kevin Albert Maher	539
1153	Lanny Gene Schoeling	539
1154	Scott Lee Wellington	539
1155	Scott Lee Wellington	540
1156	Ajay Madhav Madgavkar	540
1157	Robert Charles Ryan	540
1158	Harold J. Vinegar	541
1159	Eric Pierre de Rouffignac	541
1160	John Michael Karanikas	541
1161	Scott Lee Wellington	541
1162	Harold J. Vinegar	542
1163	Eric Pierre de Rouffignac	542
1164	Ajay Madhav Madgavkar	542
1165	Kevin Albert Maher	542
1166	Billy John McKinzie, II	542
1167	Bruce Donald Palfreyman	542
1168	Robert Charles Ryan	542
1169	George Leo Stegemeier	542
1170	John Michael Ward	542
1171	Scott Lee Wellington	542
1172	Kenneth  Haggerty	543
1173	Pierce L. Chandler JR.	544
1174	Harold J. Vinegar	545
1175	Dannie Antoine Aymond JR.	545
1176	Kevin Albert Maher	545
1177	Billy J. McKinzie, II	545
1178	Bruce Donald Palfreyman	545
1179	George Leo Stegemeier	545
1180	John Michael Ward	545
1181	Ronnie Wade Watkins	545
1182	Scott Lee Wellington	545
1183	G. Robert Whiteman	546
1184	Peter  Veenstra	547
1185	Eric Pierreus de Rouffignac	547
1186	John Michael Karanikas	547
1187	Harold J. Vinegar	547
1188	Scott Lee Wellington	547
1189	Kenneth S. Price	548
1190	Joe  Kurek	548
1191	Kurt  Whitfield	548
1192	Herbert I. Wissel	548
1193	Tamiyuki  Eguchi	549
1194	Shiro  Tanso	549
1195	Naoki  Murakami	549
1196	Nobuo  Hayashi	549
1197	Seiji  Okuda	549
1198	Robert D. Chisholm	550
1199	Debrah A. Beck	550
1200	John B. Steward	550
1201	Jordan M. Johnston	550
1202	Baosheng Lee	550
1203	Harold J. Vinegar	551
1204	Christopher Kelvin Harris	551
1205	Robin Adrianus Hartmann	551
1206	Christopher Arnold Pratt	551
1207	Gordon Bruce Lepper	551
1208	Randolph Rogers Wagner	551
1209	Daniel K. Cha	552
1210	Pei C. Chiu	552
1211	Seok-Young  Oh	552
1212	Byung Joon Kim	552
1213	Byung J. Kim	553
1214	Neal R. Adrian	553
1215	Clint M. Arnett	553
1216	Kurt  Ingerle	554
1217	Garry Kevin Callinan	555
1218	Peter  Chapman	555
1219	Chung-Yi  Liaw	556
1220	Theodore W. Meyers	557
1221	Brian  Kenet	558
1222	Pedro Joaquin Sanchez Belmar	558
1223	William F. Heins	559
1224	Kuniaki  Terato	560
1225	Edwin E. Rice	561
1226	Charles H. Franklin	561
1227	Juergen  Ahnsorge	562
1228	Ivan  Ban	562
1229	Heinz-Helmer  Rasche	562
1230	Boris Ozyboyd	563
1231	Saburo  Matsui	564
1232	Shinobu  Kobayashi	564
1233	Sadakatsu  Kimura	564
1234	Joe O. Trahan	565
1235	Bang Mo Kim	566
1236	Stephen Lan-Sun Hung	566
1237	Joseph James Salvo	566
1238	Gary Lane Poole	567
1239	Ruggero Maria Santilli	568
1240	Derek P. Williams	569
1241	Christopher S. Williams	569
1242	Allan E. Hokanson	569
1243	Christine  Brauer	570
1244	Fernando A. deTorres	571
1245	Regis Phillip Renaud	572
1246	Garry Kevin Callinan	573
1247	Peter Chapman	573
1248	William J. Gannon	574
1249	John  Muir	574
1250	Glen T. Van Lier	574
1251	Robert C. Moore	575
1252	Vadake R. Srinivasan	576
1253	John J. Sansalone	576
1254	Roger W. Carson	577
1255	Bruce W. Bremer	577
1256	Viktor Ivanovich Petrik	578
1257	Michael David Hedenland	579
1258	Lloyd Duane Hedenland SR.	579
1259	Mark D. Hedenland	579
1260	Larry P. Sower	580
1261	Yoshiaki  Fukuda	581
1262	Hirofumi  Shiochi	581
1263	Motomasa  Okubo	581
1264	Fumiyuki  Yahagi	581
1265	Toshihiko  Mita	581
1266	Kazuo  Ishihara	581
1267	Jan D. Graves	582
1268	Kenneth J. Boutte	583
1269	Ban D. Green	583
1270	Masuzo  Murakami	584
1271	Tetsuo  Murakami	584
1272	John W. Baumgartner	585
1273	Mark K. Kubesh	585
1274	Robert D. Chisholm	586
1275	Debrah A. Beck	586
1276	John B. Steward	586
1277	Jordan M. Johnston	586
1278	Baosheng  Lee	586
1279	Richard T. Grimes	587
1280	Echezuria; Heriberto	588
1281	Vasquez; Pedro	588
1282	De Aguiar; Jose	588
1283	Urich; Juan F.	588
1284	Han Jong Chen	589
1285	Wei Fu Chen	589
1286	Carol M. Jantzen	590
1287	John B. Pickett	590
1288	Connie A. Cicero-Herman	590
1289	James C. Marra	590
1290	Laszlo  Marton	591
1291	Mihaly  Czako	591
1292	David A. Hazlebeck	592
1293	David C. Pollock	593
1294	Renaud; Regis Phillip	594
1295	Jan D. Graves	595
1296	Jan D. Graves	596
1297	Robert L. Irvine	597
1298	Michael David Max	598
1299	Hideo  Sekino	599
1300	Satoshi  Inoue	599
1301	Yuichiro  Yamazaki	599
1302	Masashi  Ohbuchi	599
1303	June  Toda	599
1304	Shu  Susami	599
1305	Yoshie  Yamanishi	599
1306	Eric B. Tiemeyer	600
1307	Jan D. Graves	601
1308	Jan D. Graves	602
1309	Kazuyuki  Yamasaki	603
1310	Kazumi  Chujo	603
1311	Seiji  Okamoto	603
1312	Yukihiro  Tao	603
1313	Warren Howard Chesner	604
1314	James  Melrose	604
1315	Tetsuya  Matsui	605
1316	Kiyomi  Funabashi	605
1317	Yoshiaki  Ichikawa	605
1318	Takako  Oono	605
1319	Akira  Sekine	605
1320	Warren Howard Chesner	606
1321	James  Melrose	606
1322	Laura Jane Bailey	607
1323	John Timothy Bailey	607
1324	Gerald J. Grott	608
1325	Craig C. Andrews	609
1326	Oliver J. Murphy	609
1327	Graves; Jan D.	610
1328	Al-Samadi; Riad A.	611
1329	Larry P. Sower	612
1330	Donald; Hubbard H.	613
1331	Johnson; George E.	613
1332	Jerome Jay Fife	614
1333	Daniel Edmund Wickham	614
1334	Terry A. Berger	615
1335	Kimber D. Fogelman	615
1336	L. Thompson Staats	615
1337	Mark  Nickerson	615
1338	Paul  Bente	615
1339	Abdul-Rahman Abdul-Kader M. Faqih	616
1340	Ajit K. Chowdhury	617
1341	Lutz  Bilke	618
1342	Cho; Jae-hyun	619
1343	Kim; Yong-hwan	619
1344	Lee; Yong-woo	619
1345	Lee; Won-kwon	619
1346	Abdul-Rahman Abdul Faqih	620
1347	Kevin P. O'Leary	621
1348	Thomas H. Probst	621
1349	Jenchie  Wang	621
1350	David A. Wilson	621
1351	Henry J. Probst	621
1352	John Michael Sullivan	622
1353	Gregg Anthony Crocco	622
1354	Rappas; Alkis S.	623
1355	John G. Petersen	624
1356	William C. Holmes	624
1357	Glen D. Lindbo	625
1358	Akihiko  Hongyo	626
1359	Masaki  Naito	626
1360	Kazuhiro  Inoue	626
1361	Hall; John L.	627
1362	Randall Jeff Kozak	628
1363	Clint R. Elston	629
1364	Ernest E. Carter JR.	630
1365	Takaya  Sato	631
1366	Tsutomu  Uehara	631
1367	Hiroshi  Yoshida	631
1368	Mitsugu  Kotani	631
1369	Lawrence M. Conaway	632
1370	Roger  Noble	632
1371	Michael  Keller	632
1372	David  Caffey	632
1373	Skermer; Nigel A.	633
1374	Dormer; John L.	633
1375	ANDREW ROBERT WINSTON  GOUGH	634
1376	MARK KENNETH  LANGFORD	634
1377	PAUL FREDERICK  TURNER	634
1378	Tobey, Jr.; James Francis	635
1379	Stapleton, Jr.; Raymond D.	635
1380	James R. Gray	636
1381	Donald R. Rousseau	636
1382	Lloyd E. Weaver	636
1383	J. Kenneth Wittle	637
1384	Richard A. Hamilton	637
1385	Charles S. Titus	637
1386	JEFFREY H.  BURBANK	638
1387	C. DAVID  FINCH	638
1388	JAMES M.  BRUGGER	638
1389	Jun  Yamamoto	639
1390	Akira  Osawa	639
1391	Kunimasa  Muroi	639
1392	Yoichi  Nagasaki	639
1393	Carol M. Jantzen	640
1394	John B. Pickett	640
1395	Connie A. Cicero-Herman	640
1396	James C. Marra	640
1397	Lindbo; Glen D.	641
1398	Studer; Ritchie G.	642
1399	Eighmy; T. Taylor	643
1400	McElvaney; James D.	644
1401	Castaldi; Frank J.	645
1402	Behrens; Gregory P.	645
1403	Hargrove, Jr.; Oliver W.	645
1404	Rose; Peter Dale	646
1405	Hart; Oliver O'Connor	646
1406	Schmit; Frank L.	647
1407	Ewing; Lloyd	647
1408	Redmon; David T.	647
1409	Rose; Peter Dale	648
1410	Hart; Oliver O'Connor	648
1411	Park; Jong-bok	649
1412	Jung; Keum-hee	649
1413	Sohn; Jeong-hee	649
1414	Oyzboyd; Boris	650
1415	Takano; Hiroshi	651
1416	Yonekawa; Tetsushi	651
1417	Coombs; Harvey W.	652
1418	Pearson; Ron D.	652
1419	Hopper; Mark A.	653
1420	Graves; Jan D.	654
1421	Grott; Gerald J.	655
1422	Melegari; Cesare	656
1423	Bailey; Elena	657
1424	Spears; James R.	658
1425	Schmit; Frank L.	659
1426	Redmon; David T.	659
1427	Ewing; Lloyd	659
1428	Cardarelli; Nathan F.	660
1429	JAE HYUN  LIM	661
1430	YiuTak  Leung	662
1431	Hans P.  Hopper	663
1432	Michael F.  Vieira	664
1433	Brett  Moreau	664
1434	Mark A.  Brodeur	664
1435	Bob  Myatt	664
1436	Edward R.  Fyfe	665
1437	Josep Ramon Medina  Folgado	666
1438	Maria Esther Gomez  Martin	666
1439	Scott D.  Aston	667
1440	Michael G.  Carfagno	667
1441	Philip A.  Creamer	667
1442	Peter Miles  Roberts	668
1443	Edward R.  Fyfe	669
1444	Richard L.  Ramirez	670
1445	Mark A.  Bergeron	670
1446	Johannes Wilhelmus Jacobus Mikx	671
1447	ATAUL HAQ	672
1448	Nicolas Freitag	673
1449	Jean-Claude Morizot	673
1450	Scott D. Aston	674
1451	Michael G. Carfagno	674
1452	Philip A. Creamer	674
1453	Steven M. Akkala	675
1454	Buddy Harry BUSSEY, III	676
1455	Harry Bussey, JR.	676
1456	Craig B. Stolarczyk	677
1457	Robert M. Loomis	677
1458	Paul D. Rogers	677
1459	Omar Tiba	677
1460	William E. Stimel	678
1461	Bruno S. Boursier	679
1462	Jack D. Fudge	679
1463	Buddy Harry Bussey, III	680
1464	Harry Bussey, Jr.	680
1465	Edward John Cavenagh	681
1466	Gregg Martin	681
1467	Selamawit Tedesse Desta	681
1468	Cameron Phillip Lewis	682
1469	Michael Duggan Drieu	683
1470	Patrick Michael Cargol, JR.	683
1471	Jonathan Eryl Rogers	683
1472	Pierre Albert Beynet	683
1473	Stanley Silva	683
1474	Kenneth Douglas Hill	684
1475	Dilip K. Chatterjee	685
1476	Shanghua Wu	685
1477	Yuming Xie	685
1478	Christopher E. Coker	685
1479	Robert D. Skala	685
1480	Kevin S. Vrondran	686
1481	David E. Fuller	686
1482	Jeremy I. Johnson	686
1483	Markus Hartung	687
1484	Christof Kruse	687
1485	Alain DESMEULES	688
1486	Galen R. Clark, II	689
1487	Michael Todd Martin	689
1488	Gary L. Siems	689
1489	John E. IRVINE	690
1490	Steven E. HARGRAVE	690
1491	Cameron Phillip Lewis	691
1492	Louis A. Waters, Jr.	692
1493	Alfonso Lopez	693
1494	Peter Miles Roberts	694
1495	Norman L. Olson	695
1496	Wesley R. Johnson	695
1497	Richard H. Langford, II	695
1498	YiuTak Leung	696
1499	Ralph E. Showman	697
1500	Sean B. Harmon	697
1501	Ralph E. Showman	698
1502	Sean B. Harmon	698
1503	Ralph E. Showman	699
1504	Sean B. Harmon	699
1505	John H. McGinn	700
1506	Vincent P. Morris	700
1507	Matthew D. Campbell	701
1508	Steven G. Hall	701
1509	Robert L. Beine	701
1510	Norman L. Olson	702
1511	Wesley R. Johnson	702
1512	Richard H. Langford, II	702
1513	Dominique Roddier	703
1514	Christian Cermelli	703
1515	Etienne MENARD	704
1516	John C. Stankus	705
1517	John G. Oldsen	705
1518	Xiaoting Li	705
1519	John Feyrer	705
1520	Dakota Faulkner	705
1521	Arthur J. Craven	705
1522	Demrey G. Brandon	705
1523	Michael E. Daily	706
1524	Lee M. Veldboom	707
1525	Kevin S. Vrondran	707
1526	Jeremy I. Johnson	707
1527	Steven George Smith	708
1528	Troy Achterkirch	708
1529	Steven John Thorkelson	708
1530	Jon Michael LaRue	709
1531	Craig Edward Cappel	709
1532	Frank Andrew Petlak	709
1533	Marshall Van Domelen	709
1534	Boris Feldman	710
1535	Alexander Feldman	710
1536	Michael Feldman	710
1537	Albert E. Aaron	711
1538	C. Thomas McCreedy	712
1539	Dennis Daugherty	712
1540	Timothy Krause	713
1541	Michael H. Johnson	713
1542	Richard Ferencz	713
1543	Ananda H. Kumar	714
1544	Dien Nguyen	714
1545	Martin Janousek	714
1546	Tad Armstrong	714
1547	Harry Bussey, JR.	715
1548	Buddy Harry Bussey, III	715
1549	Kevin S. Vrondran	716
1550	David E. Fuller	716
1551	Jeremy I. Johnson	716
1552	David W. Jacob	717
1553	Christopher S. Hersey	717
1554	Casey T. Kenniston	717
1555	Michael P. Stone	717
1556	Timothy Krause	718
1557	Michael H. Johnson	718
1558	Richard Ferencz	718
1559	Tricia Hill	719
1560	Yanqiu Zhang	719
1561	David W. Gentry	720
1562	George A. Holmes	721
1563	Tadeusz Rybka	721
1564	Carl-Hugo M. Mellander	722
1565	John Richard Logan	723
1566	Thomas J. Baker	723
1567	John E. Irvine	724
1568	Steven E. Hargrave	724
1569	Louis A. Waters, JR.	725
1570	John H. McGinn	726
1571	Vincent P. Morris	726
1572	David Goshert	727
1573	Greg Sabourin	728
1574	David Stadler	729
1575	Eun Chyun Kyung	730
1576	Josep Ramon Medina Folgado	731
1577	Maria Esther Gomez Martin	731
1578	Peter W. Gavin	732
1579	Richard C. Moore	733
1580	Steven M. Akkala	734
1581	Ameet Kulkarni	735
1582	Jay Gunnarson	736
1583	Xu Gang (Wilf) Zhao	737
1584	Gang Qiu	737
1585	Xinghai Li	737
1586	Yinxia (Michael) Yang	737
1587	Lee Veldboom M.	738
1588	Kevin Vrondran S.	738
1589	Jeremy Johnson I.	738
1590	C. Thomas McCreedy	739
1591	Dennis Daugherty	739
1592	Lou Watkins	740
1593	Bruce M. Harper	741
1594	Christopher H. Bajorek	741
1595	Francesco Sposito	742
1596	David Stadler	743
1597	David A. Bradley	744
1598	Yuan-Ping R. Ting	745
1599	Jerome L. Buchanan	745
1600	Edward R. Fyfe	746
1601	Robert Joness Fyfe	746
1602	Peter Mansfield W.	747
1603	Alfonso Lopez	748
1604	Yun Ding	749
1605	William Soester Lawrence	749
1606	Lloyd E. Jacobs	750
1607	David E. Turriff	750
1608	John F. Schabron	750
1609	Susan S. Sorini-Wong	750
1610	Thomas M. Christy	750
1611	Robin M. Converse	751
1612	Young-Chan Park	751
1613	Changshi Mao	752
1614	Robin Converse M.	752
1615	Rainer Pechtold	753
1616	Ingo Hermann	753
1617	Markus Lindner	753
1618	Lloyd E. Jacobs	754
1619	David E. Turriff	754
1620	John F. Schabron	754
1621	Susan S. Sorini-Wong	754
1622	Thomas M. Christy	754
1623	Kenneth L. Suazo	755
1624	Kenneth L. Suazo	756
1625	Isaac Suazo	756
1626	Dawn S. Harder	756
1627	Juan Griego	756
1628	Julian Suazo	756
1629	Rens Hansort	757
1630	Werner Heierli	758
1631	Robin Converse M.	759
1632	Young-Chan Park	759
1633	Michael Schoemann P.	760
1634	Glenn Cowelchuk A.	760
1635	John Youngs D.	760
1636	Randy Reed S.	760
1637	John E. Irvine	761
1638	Kenneth L. Suazo	762
1639	Isaac Suazo	762
1640	Annabelle Suazo	762
1641	Dawn Suazo Daugherty	762
1642	Juan Griego	762
1643	Julian Suazo	762
1644	John E. Irvine	763
1645	John Irvine E.	764
1646	Glenn Cowelchuk A.	765
1647	Randy Reed S.	765
1648	Kenneth Shaner W.	765
1649	Robert Trauger J.	766
1650	James Olsta T.	766
1651	Charles Hornaday J.	766
1652	Jerald Darlington W.   JR.	766
1653	Tah Shan Lin	767
1654	Jan Manda M.	768
1655	Sean Weir	768
1656	Pierre Pinet Jean	768
1657	Kenneth Suazo L.	769
1658	Isaac Suazo	769
1659	Dawn Harder S.	769
1660	Juan Griego	769
1661	Julian Suazo	769
1662	Lloyd Jacobs E.	770
1663	David Turriff E.	770
1664	John Schabron F.	770
1665	Susan Sorini-Wong S.	770
1666	Thomas Christy M.	770
1667	Thomas West George	771
1668	Qing Liu	771
1669	Peter Materna A.	771
1670	Alfred Litwak Anthony	771
1671	Christopher Gaylo M.	771
1672	Roy Stoecker R.	772
1673	Leland Hairr M.	772
1674	John Irvine E.	773
1675	David  Thomason	774
1676	Mary Williams Goodson	774
1677	Christian Carl Sundberg	774
1678	Michael Louis Doleac	774
1679	Sidney E. Veazey	775
1680	Kenneth L. Suazo	776
1681	J. Dean Latvaitis	777
1682	Raymond  Miller	777
1683	Steven A. Czekaj	777
1684	Patrick W. Holmes	777
1685	Carl T. Detiveaux	778
1686	J. Eric Spangler	779
1687	Kumar Gopalan Jayanath	779
1688	Bob  Abbott	779
1689	James A. Blazek	779
1690	Alexander I. Wallstein	780
1691	Raymond  Brandon	780
1692	Roland  Walker	780
1693	Steven  Brady	780
1694	Harry B. Lancelot, III	781
1695	Thomas E. Lannom	781
1696	Sidney E. Francies, III	781
1697	Kenneth L. Suazo	782
1698	Isaac  Suazo	782
1699	Annabelle  Suazo	782
1700	Dawn Suazo  Daugherty	782
1701	Juan  Griego	782
1702	Julian  Suazo	782
1703	Zhenxin  Chen	783
1704	Ze  Chen	783
1705	Kenneth L. Suazo	784
1706	Isaac Suazo	784
1707	Jon E. Khachaturian	785
1708	Werner  Heierli	786
1709	Lloyd E. Jacobs	787
1710	David E. Turriff	787
1711	John F. Schabron	787
1712	Susan S. Sorini-Wong	787
1713	Thomas M. Christy	787
1714	Jon E. Khachaturian	788
1715	Kenneth L. Suazo	789
1716	Isaac Suazo	789
1717	Annabelle Suazo	789
1718	Dawn Suazo Daugherty	789
1719	Juan Griego	789
1720	Julian Suazo	789
1721	Robert A. Robinson	790
1722	Mahesh  Kotnis	791
1723	Elizabeth Louise Otloski	791
1724	Paul Terrence Wombwell	791
1725	William Walter Charles Badcock	791
1726	Richard Martin Broad	791
1727	Sidney E. Veazey	792
1728	Raymond R. Price	793
1729	Orbin F. Sumrall	794
1730	Henry K. Obermeyer	795
1731	Robert D. Eckman	795
1732	T. W. Mo	795
1733	Donald A. Starke	796
1734	John A. Striednig	796
1735	Keith R. Bartlett	796
1736	Robert F. Jenkins	796
1737	Thomas N. Carr	797
1738	Cheng-Yo Chen	797
1739	Robin M. Converse	797
1740	Robert M. Harrell	797
1741	Daniel M. Houser	797
1742	Charles F. Kasischke	797
1743	Gautam K. Chaudhury	797
1744	Sidney E. Veazey	798
1745	Rafael Torres Samper	799
1746	Carlos Fermin Menendez  Diaz	799
1747	Thomas N. Carr	800
1748	Cheng-Yo  Chen	800
1749	Robin M. Converse	800
1750	Robert M. Harrell	800
1751	Daniel M. Houser	800
1752	Charles F. Kasischke	800
1753	Gautam K. Chaudhury	800
1754	Veazey; Sidney E.	801
1755	Robert A. Robinson	802
1756	Wayne; Mark	803
1757	J. Eric Spangler	804
1758	Kumar Gopalan Jayanath	804
1759	Bob  Abbott	804
1760	James A. Blazek	804
1761	Khachaturian; Jon	805
1762	Joe  Gaidjiergis	806
1763	Lloyd  Fladgard	806
1764	Scott  Fladgard	806
1765	Sidney E. Veazey	807
1766	Harry B. Lancelot III	808
1767	Thomas E. Lannom	808
1768	Sidney E. Francies III	808
1769	Melin; Sigurd	809
1770	Gentry; David W.	810
1771	Won-Hoi  Yang	811
1772	Won-Hoi  Yang	812
1773	Kocaman; Alp A.	813
1774	Orbin F. Sumrall	814
1775	Wondel G. Creager	814
1776	Adler; Richard S	815
1777	Evans; David A.	815
1778	Abrahamsen; Tore	815
1779	Ensign; Ferrel	815
1780	Hayward; George	815
1781	Nelson; George	815
1782	McFadden; Joseph P.	815
1783	Serge Jacques Fayeulle	816
1784	Robert Allen Alt	816
1785	Hilmar  Janusson	817
1786	Freygarour  Thorsteinsson	817
1787	Sigurour A. Asgeirsson	817
1788	Palmi  Einarsson	817
1789	Clark; Keith R.	818
1790	JAE HYUN  LIM	819
1791	Josep Ramon Medina  Folgado	820
1792	Maria Esther Gomez  Martin	820
1793	Johannes Wilhelmus Jacobus Mikx	821
1794	ATAUL HAQ	822
1795	Cameron Phillip Lewis	823
1796	Michael Duggan Drieu	824
1797	Patrick Michael Cargol, JR.	824
1798	Jonathan Eryl Rogers	824
1799	Pierre Albert Beynet	824
1800	Stanley Silva	824
1801	Gunther Clauss	825
1802	Florian Sprenger	825
1803	John E. IRVINE	826
1804	Steven E. HARGRAVE	826
1805	Cameron Phillip Lewis	827
1806	Alfonso Lopez	828
1807	Matthew D. Campbell	829
1808	Steven G. Hall	829
1809	Robert L. Beine	829
1810	Dominique Roddier	830
1811	Christian Cermelli	830
1812	Boris Feldman	831
1813	Alexander Feldman	831
1814	Michael Feldman	831
1815	Albert E. Aaron	832
1816	Jae Myung Han	833
1817	Tricia Hill	834
1818	Yanqiu Zhang	834
1819	David W. Gentry	835
1820	Roger Hartenburg	836
1821	Berthold Lahl	836
1822	Lothar Kromer	836
1823	Ronald de Strulle	837
1824	John E. Irvine	838
1825	Steven E. Hargrave	838
1826	Jon Khachaturian	839
1827	Ronald de Strulle	840
1828	Josep Ramon Medina Folgado	841
1829	Maria Esther Gomez Martin	841
1830	John C. BAYER	842
1831	Thomas C. Gandolfo	842
1832	Jae Myung Han	843
1833	Lou Watkins	844
1834	Francesco Sposito	845
1835	Edward R. Fyfe	846
1836	Robert Joness Fyfe	846
1837	Jon Khachaturian	847
1838	Alfonso Lopez	848
1839	Yun Ding	849
1840	William Soester Lawrence	849
1841	Robin M. Converse	850
1842	Young-Chan Park	850
1843	Changshi Mao	851
1844	Robin Converse M.	851
1845	Matthew D. Campbell	852
1846	Robert L. Beine	852
1847	Steven G. Hall	852
1848	Robin Converse M.	853
1849	Young-Chan Park	853
1850	John E. Irvine	854
1851	John E. Irvine	855
1852	John Irvine E.	856
1853	Robert Magee Shivers, III	857
1854	Michael Christopher Tucker	857
1855	David Clark Schuman	857
1856	Zhenxin Chen	858
1857	Ze Chen	858
1858	Roy Stoecker R.	859
1859	Leland Hairr M.	859
1860	John Irvine E.	860
1861	Rafael Torres Samper	861
1862	Carlos Fermin Menendez Diaz	861
1863	Mark Foster	862
