	inventor	patent_id
0	Robert Richard  Matthews	0
1	Young Chul  Oh	1
2	Surim  Kwon	1
3	Thomas A.  Seder	2
4	Joseph F.  Szczerba	2
5	Dehua  Cui	2
6	Warren M.  Farnworth	3
7	Tom A.  Muntifering	3
8	Paul J.  Clawson	3
9	Thomas  LANEY	4
10	Wen-Li A.  CHEN	4
11	Chieh-Wen  CHEN	4
12	Kenneth  Schofield	5
13	Mark L.  Larson	5
14	Willibald  SEHR	6
15	David  SHELSTAD	6
16	Jeffrey W.  Scott	7
17	George  Paloczi	7
18	James  Nahill	8
19	David  Wilz	8
20	Thomas  Amundsen	8
21	Dwight  Franz	8
22	Mark  Hernandez	8
23	Shane Michael  Edmonds	8
24	Sarah  Gloeckner	8
25	John  Beiler	8
26	Mark  Meagher	8
27	James A.  Cairns	8
28	Glenn Alan  Cavanaugh	8
29	Edward Peter Gordon  Smith	9
30	Gregory Mark  Venzor	9
31	Eric J.  Beuville	9
32	Malcolm David  Lane	10
33	Anoshiravan  Poursartip	10
34	Goran  Fernlund	10
35	Anthony Michael  Floyd	10
36	David Andrew  Van Ee	10
37	Morgan Edwin John  Hibbert	10
38	Roland W.  Gooch	11
39	Buu Q.  Diep	11
40	Stephen H.  Black	11
41	Thomas A.  Kocian	11
42	Adam M.  Kennedy	11
43	Jakob  Jongsma	12
44	Horst  Theuss	12
45	Matthias  Strausß	13
46	Kenneth  Schofield	14
47	Mark L.  Larson	14
48	Ga-Lane  CHEN	15
49	Chung-Pei  WANG	15
50	Chao-Tsang  WEI	15
51	Markus Henricus  Beuvink	16
52	Joseph S.  Stam	17
53	Mark W.  Pierce	17
54	Jon H.  Bechtel	17
55	William R.  Spence	17
56	Robert R.  Turnbull	17
57	El-Sayed  Eid	17
58	James R.  Selevan	18
59	Gabriel P.  Borges	19
60	Scott R.  Crowther	19
61	Abraham G.  Guerra	19
62	Grant D.  Miller	19
63	Nader M.  Nassar	19
64	Tamer M.  Nassar	19
65	Ralf  Weiser	20
66	Tobias  Noll	20
67	Martin  Buschmann	20
68	Achim  Eul	20
69	Kent  Kahle	21
70	James R.  Selevan	22
71	Chien-Ho  Ko	23
72	Yuesheng  Lu	24
73	Michael J.  Higgins-Luthman	24
74	William R.  Livengood	24
75	James D.  Harris	24
76	Jin-Woo  Lee	25
77	Bakhtiar Brian  Litkouhi	25
78	Hiroki  OKADA	26
79	Takayoshi  HONDA	26
80	George Cunha  CARDOSO	27
81	Lalit Keshav  MESTHA	27
82	Mark S.  CANTELLI	27
83	Edgar A.  BERNAL	27
84	Scott W.  LEWIS	28
85	David E.  Quinn	29
86	John A.  Lane	29
87	Yu Jin  Choi	30
88	Michael  EGAN	31
89	Brian  Root	31
90	Orion N.  Scott	31
91	Douglas J.  South	31
92	Joan  Bienvenue	31
93	Paul  Kinnon	31
94	James  Landers	31
95	David  Saul	31
96	An-Chi  Tsuei	31
97	Jason  Hayes	31
98	Matthew  Springer	31
99	Matthew  Solomon	31
100	Peter  van Ruijven	31
101	James  NAHILL	32
102	Mark Jose Antonio  HERNANDEZ	32
103	Craig  KOCH	32
104	John A.  FURLONG	32
105	Charles Joseph  CUNNINGHAM, IV	32
106	Sean Philip  KEARNEY	32
107	Taylor  SMITH	32
108	Yehuda  BINDER	33
109	Benjamin  MAYTAL	33
110	JOHN J.  MEWES	34
111	JEFFREY J.  KUNTZ	34
112	KRISTOPHER A.  ZARNS	34
113	GREGORY M.  OSTERMEIER	34
114	JOHN J.  MEWES	35
115	JEFFREY J,  KUNTZ	35
116	Davide Capello	36
117	Nereo Pallaro	36
118	Luca Liotti	36
119	Cosimo Carvignese	36
120	Christoph Schmidt	37
121	Stefan Bauer	37
122	Elwood J. Egerton	38
123	Ashok K. Sood	38
124	Joseph S. Stam	39
125	Mark W. Pierce	39
126	Jon H. Bechtel	39
127	William R. Spence	39
128	Robert R. Turnbull	39
129	El-Sayed Eid	39
130	Brett William Degner	40
131	Patrick Kessler	40
132	Chris A. Ligtenberg	40
133	Thomas W. Wilson, Jr.	40
134	Bartley K. Andre	40
135	Matthew P. Casebolt	40
136	Kenneth Schofield	41
137	Mark L. Larson1	41
138	James Nahill	42
139	David Wilz	42
140	Thomas Amundsen	42
141	Dwight Franz	42
142	Mark Hernandez	42
143	Shane Michael Edmonds	42
144	Sarah Gloeckner	42
145	John Beiler	42
146	Mark Meagher	42
147	James A. Cairns	42
148	Glenn Alan Cavanaugh	42
149	Tim Platt	43
150	Kevin D. King	43
151	Stephan H. Krueger	43
152	Jason Farber	44
153	Alan Romack	44
154	Greg Russell	44
155	Aland Santamarina	44
156	Keith Schloer	44
157	Steven Crockett	44
158	David K. Brainard	45
159	WILLIAM J. GERVAIS	46
160	MARK H. HELMICK	46
161	Pinhas Gilboa	47
162	Matthew J. Kinsley	48
163	Michael J. Anson	48
164	John A. Lane	48
165	David E. Quinn	48
166	Hung-Ta Liu	49
167	Paul Sorajja	50
168	Charanjit S. Rihal	50
169	Jakob Jongsma	51
170	Horst Theuss	51
171	Nicolas Gagarin	52
172	James R. Mekemson	52
173	Michael L. Scott	52
174	Milton K. Mills	52
175	Morton S. Oskard	52
176	James R. Selevan	53
177	K. S. Chidanand	54
178	Brojeshwar Bhowmick	54
179	Bernard D. Howe	55
180	Mark B. Gagner	56
181	Anthony Prohl	56
182	Gene Rigsby	56
183	Patrick Schaefer	56
184	Ian Simmons	56
185	Nobuyuki Morioka	57
186	Eric Enyang Huang	57
187	Bernhard Hengst	57
188	Anthony CHOU	58
189	Yen-Ning LEE	58
190	Cheng-Hsuan CHO	58
191	Tang-Hsien CHANG	58
192	Shang-Min YU	58
193	Chia-Hung CHUEH	58
194	Fred W. Finnerty	59
195	Gary R. Streeter	59
196	Kenneth E. Irwin, Jr.	59
197	Tae Sin HA	60
198	Kyung Shik ROH	60
199	Dong Min SHIN	60
200	Peter Joseph Marsico	61
201	Vladimir I. Arezina	62
202	Gilbert J. Q. Burak	62
203	Mark B. Gagner	62
204	Benjamin T. Gomez	62
205	Joel R. Jaffe	62
206	James V. Palermo	62
207	James M. Rasmussen	62
208	Gene Rigsby	62
209	Richard T. Schwartz	62
210	Craig J. Sylla	62
211	Alfred Thomas	62
212	Timothy C. Loose	62
213	William Gobush	63
214	Frederic J. Bourke, JR.	64
215	Harold Walder	64
216	Lance David Hopman	65
217	Lane Michael Johnson	65
218	Jaret Dwayne Schaffer	65
219	Samuel Scheinberg	65
220	Chunjie Duan	66
221	Raymond Yim	66
222	Frederick J Igo, Jr.	66
223	Amine Maaref	66
224	JOSEPH AKWO TABE	67
225	Reiner Eschbach	68
226	Martin S. Maltz	68
227	Kenneth Schofield	69
228	Mark L Larson	69
229	Robert Thomas Cato	70
230	Thomas Guthrie Zimmerman	70
231	David E. Quinn	71
232	Scott A. Martin	71
233	John A. Lane	71
234	Clare L. Corcoran	71
235	Craig M. Meyerson	71
236	Takahiro Ishikawa	72
237	Takanori Fukao	72
238	HAI LAN	73
239	GA-LANE CHEN	73
240	YU-BIN WANG	73
241	Robert Engelhart	74
242	Jerry Schlagheck	75
243	T Randall Lane	75
244	Kenji Yoshida	76
245	Chihiro Hayashi	77
246	Ikuo Mimura	77
247	Davide CAPELLO	78
248	Nereo Pallaro	78
249	Luca Liotti	78
250	Cosimo Carvignese	78
251	Ga-Lane Chen	79
252	Raul Fernandez Alvarez	80
253	Bernardo Abello Garcia	80
254	Jose Maria Garcia Marquez	80
255	Fernando Sanchez Dominguez	80
256	Miguel Angel Sotelo Vazquez	80
257	Luis Miguel Bergasa Pascual	80
258	Miguel Angel Garcia Garrido	80
259	Pedro Revenga De Toro	80
260	Miguel Gavilan Velasco	80
261	David Fernandez Llorca	80
262	Ignacio Parra Alonso	80
263	Pablo Fernandez Alcantarilla	80
264	Jose Pablo Fernandez Rodriguez	80
265	Alvaro Gonzalez Arroyo	80
266	David Calvia Redondo	80
267	Emiliano Moreno Lopez	80
268	FRED W. FINNERTY	81
269	GARY R. STREETER	81
270	KENNETH E. IRWIN, JR.	81
271	Wesley Van Velsor	82
272	Jason Brader	83
273	Henry H. Wall, III	84
274	Eric M. Lawson	85
275	David M. Antos	85
276	Matthew J. Kinsley	85
277	John A. Lane	85
278	Scott A. Martin	85
279	Matthew D. Mullin	85
280	David E. Quinn	85
281	Chunjie Duan	86
282	Raymond Yim	86
283	Frederick J Igo, JR.	86
284	Amine Maaref	86
285	Yoichi Takaoka	87
286	Norihiko Sanefuji	87
287	Emi Ohta	87
288	Yeu-Hwa SHYY	88
289	David E. Quinn	89
290	Scott A. Martin	89
291	John A. Lane	89
292	Clare L. Corcoran	89
293	Craig M. Meyerson	89
294	Jeffrey W. SCOTT	90
295	George Paloczi	90
296	Markus Henricus Beuvink	91
297	Scott R. Warren	92
298	Louis B. Hoff	92
299	Mark F. Oldham	92
300	Edward Peter Gordon Smith	93
301	Gregory Mark Venzor	93
302	Eric J. Beuville	93
303	Dae-Sang Chan	94
304	Jun-Young Ko	94
305	Wha-Su Sin	94
306	Jae-Yong Park	94
307	Ralf Weiser	95
308	Tobias Noll	95
309	Martin Buschmann	95
310	Achim Eul	95
311	David E. Quinn	96
312	Scott A. Martin	96
313	John A. Lane	96
314	Clare L. Corcoran	96
315	Craig M. Meyerson	96
316	Shaopeng Yang	97
317	Reiner Eschbach	98
318	Farzin Blurfrushan	98
319	Raja Bala	98
320	Christopher Perkins	99
321	Zoran Jovanovic	99
322	Steven Strand	99
323	Courtland Hilton	99
324	Donna Kelley	99
325	John A. Lane	100
326	David E. Quinn	100
327	Thomas A. Seder	101
328	Joseph F. Szczerba	101
329	Dehua Cui	101
330	Bikas Vaidya	102
331	Ulf Werner Drechsler	102
332	Lin-P'ing Choo-Smith	103
333	Alex C. T. Ko	103
334	Mark Hewko	103
335	Lorenzo Leonardi	103
336	Blaine Cleghorn	103
337	Cecilia Dong	103
338	Robert Engelhart	104
339	David K. Brainard	105
340	Tomoki Watabe	106
341	Tsukasa Sugino	106
342	Koji Kawabe	106
343	Minami Asatani	106
344	Taku Osada	106
345	Takahide Yoshiike	106
346	Takashi Nakayama	106
347	Shintarou Fujita	106
348	Ramesh Raskar	107
349	Rogerio Feris	107
350	Jaime Camhi	108
351	Joshua P. Switkes	108
352	Dirk Langer	108
353	Arne Stoschek	108
354	Chihiro Hayashi	109
355	Ikuo Mimura	109
356	Moises Cases	110
357	Bradley Donald Herrman	110
358	Kent Barclay Howieson	110
359	Erdem Matoglu	110
360	Bhyrav Murthy Mutnury	110
361	Pravin Patel	110
362	Nam Huu Pham	110
363	Caleb James Wesley	110
364	Claude Lambert	111
365	Jean-Michel Hachin	111
366	Roman Louban	112
367	Juergen Zettner	112
368	Christoph Doettinger	112
369	David M. Dashiell	113
370	Mark E. Keeton	113
371	Joseph D. Roth	113
372	Timothy W. Rawlings	113
373	Michael J. VanDemark	113
374	Jeffery S. Denton	113
375	Sandeep Pulla	114
376	Homer Eaton	114
377	Patrick J. Condon	115
378	Mark B. Pruss	115
379	David L. Perkins	116
380	Robert P. Freese	116
381	John C. Blackburn	116
382	Jonathan H. James	116
383	Joseph S. Stam	117
384	Keith H. Berends	117
385	Gregory S. Bush	117
386	Jeremy B. Banks	117
387	Eric J. Walstra	117
388	Nico Correns	118
389	Enrico Geissler	118
390	Michael Rode	118
391	Christoph Nieten	118
392	Tobias Neumann	118
393	Ruediger Kuehnle	118
394	Anthony J. Ragucci	119
395	Bikas Vaidya	119
396	Ashwin Kumar Balasubramanian	119
397	Mark J. Flusche	119
398	DAVID W. GUTHRIE	120
399	George BAUMGARDNER	120
400	Nobuyuki Morioka	121
401	Eric Enyang Huang	121
402	Bernhard Hengst	121
403	John Boddie	122
404	Arcot Jagannath Chandra Sehkhar	122
405	David S. Breed	123
406	Reiner Eschbach	124
407	Martin S. Maltz	124
408	Holger Janssen	125
409	Frank Lane Italiane	126
410	Amit Kurupathi	126
411	Christopher Lee Kauffman	127
412	Gerald Pray Griffith	127
413	Ronald B. Jones	127
414	Sung-Shik Yoo	127
415	Michael A. Davis	127
416	Ga-Lane Chen	128
417	Ryszard Lec	129
418	Mark R. Goodwin	129
419	David Greg Anderson	129
420	Daniel Schwartz	129
421	Denis Drummond	129
422	Christopher Lee Kauffman	130
423	Gerald Pray Griffith	130
424	Ronald B. Jones	130
425	Sung-Shik Yoo	130
426	Michael A. Davis	130
427	Richard Charles Flaherty	131
428	Robert Thomas Cato	132
429	Thomas Guthrie Zimmerman	132
430	Chandan Das	133
431	Henryk Frenzel	133
432	Christoph Hamann	133
433	Stephan Voltz	133
434	Ulrich Wagner	133
435	Spencer A. Rathus	134
436	Jeffrey S. Nevid	134
437	Lois Fichner-Rathus	134
438	Moises Cases	135
439	Bradley Donald Herrman	135
440	Kent Barclay Howieson	135
441	Erdem Matoglu	135
442	Bhyrav Murthy Mutnury	135
443	Pravin Patel	135
444	Nam Huu Pham	135
445	Celeb James Wesley	135
446	Romeo Fernando Malit	136
447	John Darlington	137
448	Jerry Schlagheck	138
449	T. Randall Lane	138
450	Barbara J. Marshik-Geurts	139
451	Jing Tang	139
452	Andres F. Zuluaga	139
453	Fredrik Vastad	140
454	Joakim Hallberg	140
455	Warren M. Farnworth	141
456	Tom A. Muntifering	141
457	Paul J. Clawson	141
458	Dae-Sang CHAN	142
459	Jun-Young Ko	142
460	Wha-Su Sin	142
461	Jae-Yong Park	142
462	Reiner Eschbach	143
463	Farzin Blurfrushan	143
464	Raja Bala	143
465	Richard A. Fearn	144
466	Ioannis Kymissis	145
467	David J. Cannon	146
468	Bikas Vaidya	147
469	Ulf Werner Drechsler	147
470	Wilford Trent Yopp	148
471	Anthony G. King	148
472	Yusheng Li	148
473	Corinne D. Mentell	148
474	Steven A. Schiedemeyer	149
475	Mark J. Weber	149
476	Olaf Greshake	150
477	Markus Becker	150
478	German Vergara Ogando	151
479	Rosa Almazan Carneros	151
480	Luis Jorge Gomez Zazo	151
481	Marina Verdu Herce	151
482	Purificacion Rodriguez Fernandez	151
483	Maria Teresa Montojo Supervielle	151
484	Jason Farber	152
485	Alan Romack	152
486	Greg Russell	152
487	Aland Santamarina	152
488	Keith Schloer	152
489	Steven Crockett	152
490	David Dodge Nelson	153
491	Scott Christopher Herndon	153
492	John Barry McManus	153
493	Mark Stuart Zahniser	153
494	Charles Eugene Kolb	153
495	Kyu Hwang Cho	154
496	Ronen Wolfson	155
497	Refael Gatt	156
498	Henri Duong	157
499	GA-LANE CHEN	158
500	Yasufumi Kasuya	159
501	Tetsuo Ishida	159
502	David E. Quinn	160
503	Scott A. Martin	160
504	John A. Lane	160
505	Clare L. Corcoran	160
506	Craig M. Meyerson	160
507	Ga-Lane Chen	161
508	Ga-Lane Chen	162
509	Kikuo Fujimura	163
510	Xia Liu	163
511	Paul Treuthardt	164
512	Kenneth Schofield	165
513	Kenneth Schofield	166
514	Mark L Larson	166
515	David Charles Feldmeier	167
516	David Charles Feldmeier	168
517	Kenneth Schofield	169
518	Mark L. Larson	169
519	Keith J. Vadas	169
520	William Tonar L.	170
521	Frederick Bauer T.	170
522	John Arnold W.	170
523	David Cammenga J.	170
524	John Carter W.	170
525	Bradley Busscher L.	170
526	Jeremy Fogg A.	170
527	Alan L. Browne	171
528	Nancy L. Johnson	171
529	GA-LANE CHEN	172
530	David Breed S.	173
531	German Vergara Ogando	174
532	Rosa Almazan Carneros	174
533	Luis Jorge Gomez Zazo	174
534	Marina Verdu Herce	174
535	Purificacion Rodriguez Fernandez	174
536	Maria Montojo Supervielle Teresa	174
537	Guillermo J. Tearney	175
538	Neil Traynor	176
539	Marcello Marchesi	177
540	Takahiro Ishikawa	178
541	Takanori Fukao	178
542	Timothy Bucher	179
543	Ain McKendrick	179
544	Mark Andrew Ross	179
545	Akira Utida	180
546	Masayuki Imanishi	180
547	Katsunori Michiyama	180
548	Atsushi Yamamoto	180
549	Barclay J. Tullis	181
550	David Dodge Nelson, Jr.	182
551	Scott Christopher Herndon	182
552	John Barry McManus	182
553	Mark Stuart Zahniser	182
554	Charles Eugene Kolb	182
555	Ga-Lane Chen	183
556	Donald Green L.	184
557	Sharon Green E. Davis	184
558	Robert HUMPHREY John	185
559	Chi Man Charles Ung	186
560	David Kenneth Booth	186
561	Stephen Worthington	186
562	Mark Andrew Fletcher	186
563	Roberto A. L. Sirotich	186
564	Valery Belov Victor	187
565	Howard Bell Y.	187
566	Victoria Bell Ann	187
567	Tatyana Belov	187
568	Kenneth Schofield	188
569	John Lane A.	189
570	David Quinn E.	189
571	Hiroshi Takenaga	190
572	Yuji Otsuka	190
573	Shoji Muramatsu	190
574	Tatsuhiko Monji	190
575	Ken Ohsumi	190
576	Isao Furusawa	190
577	Masaaki Fukuhara	190
578	Hiroyuki Kasuya	190
579	Brian Gordon L.	191
580	Brian Joseph E.	191
581	James Witzgall F.	191
582	Ga-Lane Chen	192
583	Ching-Chou Chang	192
584	Ga-Lane Chen	193
585	Ching-Chou Chang	193
586	Hiroshi Takenaga	194
587	Yuji Otsuka	194
588	Shoji Muramatsu	194
589	Tatsuhiko Monji	194
590	Ken Ohsumi	194
591	Isao Furusawa	194
592	Masaaki Fukuhara	194
593	Hiroyuki Kasuya	194
594	Michel Willemin	195
595	Andreas Hirt	195
596	Ga-Lane Chen	196
597	Amir Sa'ar	197
598	Joseph Shappir	197
599	Alejandro Rodriguez Barros	198
600	Jose Manuel Rodriguez Fernandez	198
601	Ga-Lane Chen	199
602	Brian L. Gordon	200
603	Brian E. Joseph	200
604	James F. Witzgall	200
605	William Tennant E.	201
606	Eric Piquette C.	201
607	Donald Lee L.	201
608	Mason Thomas L.	201
609	Majid Zandian	201
610	Philippe Schottland	202
611	Bart Terburg	202
612	David S. Bryce	202
613	Brian L. Gordon	203
614	Brian E. Joseph	203
615	James F. Witzgall	203
616	Brian L. Gordon	204
617	Brian E. Joseph	204
618	James F. Witzgall	204
619	Ga-Lane Chen	205
620	Ching-Chou Chang	205
621	Ga-Lane Chen	206
622	Ching-Chou Chang	206
623	Troy Oliver Lee	207
624	Carol I. Keith-Wolfe	208
625	Kikuo Fujimura	209
626	Fengliang Xu	209
627	Chandan Das	210
628	Henryk Frenzel	210
629	Christoph Hamann	210
630	Stephan Voltz	210
631	Ulrich Wagner	210
632	Joerg Moisel	211
633	Hiroshi Takenaga	212
634	Yuji Otsuka	212
635	Shoji Muramatsu	212
636	Tatsuhiko Monji	212
637	Ken Ohsumi	212
638	Isao Furusawa	212
639	Masaaki Fukuhara	212
640	Hiroyuki Kasuya	212
641	Giulio Corghi	213
642	Fredrik Vastad	214
643	Jesper Hallberg	214
644	Mark Thomas	215
645	Joel Osias	215
646	Paul DeLozier	216
647	Steven Markham A.	216
648	Dennis Caler M.	216
649	Alan Lewis Ferguson	217
650	Trent Ray Meiss	217
651	Brian Lane Jenkins	217
652	Steven Wayne O'Neal	217
653	Daniel Craig Wood	217
654	Theodore Whitney Robert	218
655	Shaopeng Yang	219
656	Lane Gehrlein	220
657	Emil Ciurczak	220
658	Gary Ritchie	220
659	Shinichi Fujisawa	221
660	Takashi Ono	221
661	Fulvio Bresciani	222
662	Tiziana Cardile	222
663	Soren Christensen Flygenromg	223
664	Jens Truelsen Hog	223
665	Morten Meldal	223
666	Roice Michael	223
667	Ib Johanssen	223
668	Tomoki Watabe	224
669	Tsukasa Sugino	224
670	Koji Kawabe	224
671	Minami Asatani	224
672	Taku Osada	224
673	Takahide Yoshiike	224
674	Takashi Nakayama	224
675	Shintarou Fujita	224
676	Carsten Knoeppel	225
677	Uwe Regensburger	225
678	Alan Browne L.	226
679	Nancy Johnson L.	226
680	David Nelson Dodge   JR.	227
681	Scott Herndon Christopher	227
682	John McManus Barry	227
683	Mark Zahniser Stuart	227
684	Charles Kolb Eugene	227
685	Stefan Hahn	228
686	Markus Kreuzer	228
687	Bernhard Straub	228
688	Scott Warren R.	229
689	Louis Hoff B.	229
690	Mark Oldham F.	229
691	Philip R. Patterson	230
692	Neil E. Lofgren	230
693	Tyler J. McKinley	230
694	Manfred Griesinger	231
695	Markus Hartlieb	231
696	Wilhelm Kincses E.	231
697	Hans-Georg Leis	231
698	Siegfried Rothe	231
699	Kenneth Schofield	232
700	Mark Larson	232
701	Arthur Lawida	233
702	Ole Sorensen	233
703	Philip R. Patterson	234
704	Neil E. Lofgren	234
705	John Stach	234
706	Geoffrey B. Rhoads	234
707	Lin-P'ing Choo-Smith	235
708	Alex Ko C.T.	235
709	Mark Hewko	235
710	Lorenzo Leonardi	235
711	Blaine Cleghorn	235
712	Cecilia Dong	235
713	Alejandro Rodriguez Barros	236
714	Jose Rodriguez Fernandez Manuel	236
715	Alan Ferguson Lewis	237
716	Trent Meiss Ray	237
717	Brian Jenkins Lane	237
718	Steven O'Neal Wayne	237
719	Daniel Wood Craig	237
720	Maria Azua Himmel	238
721	Herman Rodriguez	238
722	Newton James Smith, Jr.	238
723	Clifford Jay Spinac	238
724	Michel Willemin	239
725	Andreas Hirt	239
726	Juan Guerrero-Salinas Fortino	240
727	Juan Perez-Diaz Francisco	240
728	Gustavo Hernandez-Moreno Rogelio	240
729	Le Li	241
730	Sadeg Faris	241
731	Alain Rousseau	242
732	Khaled Abou-Saleh	242
733	Patrick Perin	242
734	Philippe Poutrel	242
735	Spencer Rathus A.	243
736	Jeffrey Nevid S.	243
737	Lois Fichner-Rathus	243
738	Neil Traynor	244
739	Rolf Hesch	245
740	Avner Korman	246
741	Yoram Harth	246
742	Joshua Degani	246
743	David Darby Hood	247
744	David Sherrill	247
745	Todd Douglas Kneale	247
746	Louis Stephen Toth	247
747	David Michael Stanley	247
748	Gene Bruce Moore	247
749	Mark Lane Berry	247
750	Robert Michael Garcia	247
751	William Richard Sobko	247
752	Donald Hanks	247
753	Douglas Ellwood Shultz	247
754	John Roger Brayton	247
755	Walter Dennis Clark	247
756	Fred Forbes	248
757	Scott Forbes	248
758	David Forbes	248
759	James Forbes	248
760	Andres Zuluaga	249
761	Brett E. Bouma	249
762	Michael C. Mountz	250
763	Kenneth Schofield	251
764	Chi Man Ung Charles	252
765	David Booth Kenneth	252
766	Stephen Worthington	252
767	Mark Fletcher Andrew	252
768	Roberto Sirotich A. L.	252
769	Michel Klinger	253
770	Alain Didier-Laurent	253
771	Dominique Antoine	253
772	Donald Grasso P.	254
773	John Sonn	254
774	Steve Johnson	254
775	William F. Behm	255
776	Mark Bofill	255
777	Steven J. Daigle	255
778	Kenneth E. Irwin, Jr.	255
779	Bret Levy	255
780	Dan Pallone	255
781	Gary R. Streeter	255
782	Mark Tevis	255
783	Simon M. Furnish	256
784	Abhijeet Chavan V.	257
785	James Logsdon H.	257
786	Dan Chilcott W.	257
787	John Christenson C.	257
788	Robert Speck K.	257
789	Hiroshi Takenaga	258
790	Yuji Otsuka	258
791	Shoji Muramatsu	258
792	Tatsuhiko Monji	258
793	Ken Ohsumi	258
794	Isao Furusawa	258
795	Masaaki Fukuhara	258
796	Hiroyuki Kasuya	258
797	Nobuyuki Nemoto	259
798	Tamotsu Yoshinaka	259
799	Seiki Nagashima	259
800	Keigo Kinoshita	259
801	Noriyuki Fukae	259
802	Mark Thomas	260
803	Joel Osias	260
804	Stewart A. Clark	261
805	Hiroyuki Nemoto	262
806	Arthur  Springsteen	263
807	Ian A. Cowe	263
808	Helmuth  Eggers	264
809	Gerhard  Kurz	264
810	Juergen  Seekircher	264
811	Thomas  Wohlgemuth	264
812	Michael S. Hulen	265
813	Abhijeet V. Chavan	266
814	James H. Logsdon	266
815	Dan W. Chilcott	266
816	John C. Christenson	266
817	Robert K. Speck	266
818	Joseph S. Stam	267
819	Mark W. Pierce	267
820	Jon H. Bechtel	267
821	William R. Spence	267
822	Robert R. Turnbull	267
823	El-Sayed  Eid	267
824	Shoji Kobayashi	268
825	Motohiro Komatsu	268
826	Hidetada Sugiyama	268
827	Takeshi Masuda	268
828	Pedro Moreno	269
829	Robert A. Lodder	269
830	William O'Connor	269
831	James E. Muller	269
832	Theodore R. Whitney	270
833	Ramesh  Raskar	271
834	Joerg  Moisel	272
835	Gideon  Eden	273
836	Susan  Rauschl	273
837	Timothy A. Nevius	273
838	Michael Joseph Delcheccolo	274
839	Mark E. Russell	274
840	Walter Gordon Woodington	274
841	Joseph S. Pleva	274
842	H. Barteld Van Rees	274
843	Christ G. Ellis	275
844	Kenneth Schofield	276
845	Mark L Larson	276
846	Brent J Bos	276
847	Niall R Lynam	276
848	Laurent Serezat	277
849	David L. Apple	278
850	Roland C. Bouchard	278
851	Gary A. Brouwers	278
852	Michael A. Cutlip	278
853	David L. Mowers	278
854	Robert J. Prinz	278
855	Troy A. Recknagel	278
856	Timothy J. Ryan	278
857	Joseph C. Walsh	279
858	Aaron M. Heiss	279
859	Glenn Noronha	279
860	David J. Vachon	279
861	Stephen M. Lane	279
862	Joe H. Satcher, Jr.	279
863	Thomas A. Peyser	279
864	William Peter Van Antwerp	279
865	John Joseph Mastrototaro	279
866	Kerry Scott Lane	280
867	Martin  Spycher	281
868	Anne-Sophie Golsong Roosdorp	281
869	Jeff  Korn	282
870	John M. Sabol	283
871	Gopal B. Avinash	283
872	Matthew J. Walker	283
873	Phillip N. Ross	284
874	Philippe  Schottland	285
875	Bart  Terburg	285
876	David S. Bryce	285
877	Simon  Furnish	286
878	Andres  Zuluaga	286
879	Michael C. Mountz	287
880	Niels F. Jacksen	288
881	Jeffrey G. Tibbitt	288
882	Michael A. Sepulveda	288
883	Christ G. Ellis	289
884	Guillermo J. Tearney	290
885	John M. Sabol	291
886	Gopal B. Avinash	291
887	Matthew J. Walker	291
888	Guillermo J. Tearney	292
889	Brett E. Bouma	292
890	S. Eric Ryan	292
891	Simon Furnish	292
892	Jing Tang	292
893	Andres Zuluaga	292
894	Jing Tang	293
895	Guillermo J. Tearney	293
896	Brett E. Bouma	293
897	S. Eric Ryan	293
898	Simon Furnish	293
899	Andres Zuluaga	293
900	William L. Tonar	294
901	Frederick T. Bauer	294
902	John W. Arnold	294
903	David J. Cammenga	294
904	John W. Carter	294
905	Bradley L. Busscher	294
906	Jeremy A. Fogg	294
907	Stephen  Empedocles	295
908	Niels F. Jacksen	296
909	Jeffrey G. Tibbitt	296
910	Michael A. Sepulveda	296
911	Barbara J. Marshik-Geurts	297
912	Jing  Tang	297
913	Andres F. Zuluaga	297
914	Lane  Gehrlein	298
915	Emil  Ciurczak	298
916	Gary  Ritchie	298
917	Joseph S. Stam	299
918	Keith H. Berends	299
919	Gregory S. Bush	299
920	Jeremy B. Banks	299
921	Eric J. Walstra	299
922	Simon  Furnish	300
923	Andres  Zuluaga	301
924	Brett E. Bouma	301
925	Zohar  Laufer	302
926	Andres F. Zuluaga	303
927	Brett Bouma	303
928	Simon M. Furnish	303
929	Guillermo J. Tearney	303
930	S. Eric Ryan	303
931	Jing Tang	303
932	Mark A. Griffin	303
933	Le  Li	304
934	Sadeg  Faris	304
935	Daniel Mushett	305
936	Randall Craft	305
937	S. Eric Ryan	306
938	Brett Bouma	306
939	Guillermo J. Tearney	306
940	Simon Furnish	306
941	Jing Tang	306
942	Andres Zuluaga	306
943	Bruce F. Balent	307
944	H. Brock Kolls	308
945	Timothy R. Crocker	309
946	John D Brandwood	309
947	Frank M Bishop	309
948	Daniel  Mushett	310
949	Randall  Craft	310
950	Abhijeet V. Chavan	311
951	James H. Logsdon	311
952	Dan W. Chilcott	311
953	John C. Christenson	311
954	Robert K. Speck	311
955	Ilya  Fine	312
956	Boris  Fikhte	312
957	Mark  Vinokur	312
958	Charles J. Davidson	313
959	Phillip N. Ross	314
960	Kenneth  Schofield	315
961	Mark L. Larson	315
962	Keith J. Vadas	315
963	Uwe  Kolberg	316
964	Helge  Vogt	316
965	Simone  Ritter	316
966	Burkhard  Speit	316
967	Hans-Werner  Schock	316
968	Christine  Koble	316
