	inventor	patent_id
2846	Nils P Ruonavaara	1094
2847	James D Waineo	1094
2848	Philip Jones	1095
2849	John Crawford Sidney	1095
2850	Wesley Jordan B.	1096
2851	Wesley Ames B.	1096
2852	Walter E. Pipo	1097
2853	Daniel Seely	1097
2854	Juanita Hammett I.	1098
2855	Craig Swartz	1099
2856	Josef Theurer	1100
2857	Bernhard Lichtberger	1100
2858	David J Hill	1101
2859	Philip J Nash	1101
2860	Bernd Lemke	1102
2861	Yukiei Masuyama	1103
2862	Junnosuke Katayama	1103
2863	Noritsugu Kusakari	1103
2864	Carl Kieranen B.	1104
2865	Charles Hallstrom A.	1104
2866	Glen Simula R.	1104
2867	Nils Ruonavaara P.	1104
2868	James Waineo D.	1104
2869	Wesley Jordan B.	1105
2870	Alan Bentley	1106
2871	Richard Jones D.	1107
2872	Richard Jones D.	1108
2873	Yoshihiro Ozawa	1109
2874	Katsunori Shinoda	1109
2875	Mitsuo Suzuki	1109
2876	Hisaaki Kawaguchi	1109
2877	Hajime Kato	1109
2878	Jean Prevost	1110
2879	Louis Montagne	1111
2880	Carl B. Kieranen	1112
2881	Charles A. Hallstrom	1112
2882	Glen R. Simula	1112
2883	Nils P. Ruonavaara	1112
2884	James D. Waineo	1112
2885	Neil Traynor	1113
2886	Carl Kieranen B.	1114
2887	Charles Hallstrom A.	1114
2888	Glen Simula R.	1114
2889	Nils Ruonavaara P.	1114
2890	James Waineo D.	1114
2891	David Green Robin	1115
2892	Jim Ward	1115
2893	Neil Wyper	1115
2894	Steven Waisanen K.	1116
2895	Kevin Bailey D.	1117
2896	Keith Bauer R.	1117
2897	LeRoy Goff	1118
2898	Walter Pipo E.	1119
2899	Daniel Seely	1119
2900	Walter Pipo E.	1120
2901	Daniel Seely	1120
2902	Jean Prevost	1121
2903	Shinichi Irie	1122
2904	Neil  Hutton	1123
2905	Mark  Banister	1124
2906	Duane R. Pillar	1125
2907	Neil  Bjornstad	1125
2908	William M. Woolman	1125
2909	Catherine R. Linsmeier	1125
2910	Kevin W. Magners	1125
2911	Aleksandar  Zivkovic	1126
2912	Ilya  Voronov	1126
2913	David P. Villani	1126
2914	Arkady Alekseevich Kornatsky	1127
2915	Dwight David Johnson	1128
2916	Sunny Huang E.L.	1129
2917	Craig Swartz	1130
2918	Willibald  Sehr	1131
2919	David John Hill	1132
2920	Sean Dormer Thomas	1132
2921	Roger  Walsh	1133
2922	Neil  Hutton	1134
2923	Robert M. Currie	1135
2924	Jonas J. Robertson	1135
2925	Mark H. Nicholls	1136
2926	Sidney O. Nicholls	1136
2927	Douglas L. Pullin	1136
2928	Shinichi  Irie	1137
2929	Quentin Holmes	1138
2930	Paul Kortesoja	1138
2931	David McCubbrey	1138
2932	Joseph Samson	1138
2933	Thomas Wessling	1138
2934	Lester Witter	1138
2935	Robert Rendleman	1138
2936	John Blanchfield	1138
2937	Gregory Lowe	1138
2938	Jean  Prevost	1139
2939	Josef  Theurer	1140
2940	Bernhard  Lichtberger	1140
2941	Holger Janssen	1141
2942	William Harrison Zurn	1142
2943	John A. Talamo	1143
2944	Robert A. Meyer	1143
2945	Thomas J. Meyer	1143
2946	Frank J. Lawdensky	1143
2947	Robert  Rottinghaus	1143
2948	Francisco Roberto Green	1144
2949	Peter J. Ianniello	1145
2950	Aigen Zhao	1145
2951	Giovanni Capra	1145
2952	Berardi; Philip N.	1146
2953	Sakai; Mieko	1147
2954	David Walter Rose	1148
2955	Bernell G. Haerer	1149
2956	Mark H. Nicholls	1150
2957	Sidney O. Nicholls	1150
2958	Douglas L. Pullin	1150
2959	Boys; John Talbot	1151
2960	Green; Andrew William	1151
2961	Peter C. Menze	1152
2962	Richard L. Hansler	1153
2963	Edward F. Carome	1153
2964	Vilnis E. Kubulins	1153
2965	Theurer; Josef	1154
2966	Lichtberger; Bernhard	1154
2967	Mennink; Jan	1155
2968	Carl B. Kieranen	1156
2969	Charles A. Hallstrom	1156
2970	Glen R. Simula	1156
2971	Nils P. Ruonavaara	1156
2972	James D. Waineo	1156
2973	Quentin  Holmes	1157
2974	Paul  Kortesoja	1157
2975	David  McCubbrey	1157
2976	Joseph  Samson	1157
2977	Thomas  Wessling	1157
2978	Lester  Witter	1157
2979	Robert  Rendleman	1157
2980	John  Blanchfield	1157
2981	Gregory  Lowe	1157
2982	Kohichiro  Kodama	1158
2983	Yoshihiro  Kodama	1158
2984	Lucas Leo Desiree Van Der Poel	1159
2985	Gerrit Gijsbertus Van Bochove	1159
2986	Leonardus Urbanus Emile Konings	1159
2987	Antonius Henricus Maria Raaijmakers	1159
2988	John Talbot Boys	1160
2989	Andrew William Green	1160
2990	Ireneus Johannes Theodorous Maria Pas	1161
2991	Alfred B. Levine	1162
2992	Josef  Theurer	1163
2993	Bernhard  Lichtberger	1163
2994	Mieko  Sakai	1164
2995	Maki; William M.	1165
2996	Kwit; Scott A.	1165
2997	Parashar; Amish	1166
2998	Huan-Jan  Chien	1167
2999	Tsung-Hong  Tsai	1167
3000	Jason Jae  Gill	1168
3001	Ping-Han Chuang	1169
3002	Davide Capello	1170
3003	Nereo Pallaro	1170
3004	Luca Liotti	1170
3005	Luca Guglielmetto	1170
3006	Alexander Kirby Tee	1171
3007	Evan Isaac Timerding Gant	1171
3008	Ephraim Vadai	1172
3009	Amit Shefi	1172
3010	Tzvika Herbst	1172
3011	Yechezkal Evan Spero	1173
3012	Sylvie Linard	1174
3013	John Papanastasiou	1174
3014	Thierry Brunet de Courssou	1174
3015	Huan-Jan CHIEN	1175
3016	Tsung-Hong Tsai	1175
3017	Ping-Han Chuang	1176
3018	Thomas Bleiner	1177
3019	Bruno Dessert-Vidalet	1177
3020	David S. Breed	1178
3021	Ephraim VADAI	1179
3022	Amit Shefi	1179
3023	Tzvika Herbst	1179
3024	Jason Jae Gill	1180
3025	Alexander Kirby Tee	1181
3026	Evan Isaac Timerding Gant	1181
3027	Davide Capello	1182
3028	Nereo Pallaro	1182
3029	Luca Liotti	1182
3030	Luca Guglielmetto	1182
3031	Thomas Bleiner	1183
3032	Bruno Dussert-Vidalet	1183
3033	Ming-Jhih Shih	1184
3034	Yeh-Hsun CHOU	1185
3035	Jean-Marc Desaulniers	1186
3036	David S. Breed	1187
3037	Thomas Bleiner	1188
3038	Bruno Dessert-Vidalet	1188
3039	Sylvie Linard	1189
3040	John Papanastasiou	1189
3041	Thierry De Courssou Brunet	1189
3042	Shin Koike	1190
3043	Phillipe Schottland	1191
3044	Bart Terburg	1191
3045	David S Bryce	1191
3046	Huai-Ku Chung	1192
3047	Cheng-Wei Yang	1192
3048	Chien-Hung Lin	1192
3049	Shun-Lih Tu	1192
3050	Hung-Tung Wang	1192
3051	Matthew W. Dunn	1193
3052	Philippe Schottland	1194
3053	Bart Terburg	1194
3054	David S. Bryce	1194
3055	Kevin D. Bailey	1195
3056	Keith R. Bauer	1195
3057	Paul Freedman H.	1196
3058	Yoshie Samukawa	1197
3059	Yoshiaki Hoashi	1197
3060	Mamoru Shimamoto	1197
3061	Keiji Matsuoka	1197
3062	Monty H. Foust	1198
3063	Christopher R. Powers	1198
3064	Jan A. Wisler	1198
3065	Philippe Schottland	1199
3066	Bart Terburg	1199
3067	David Bryce S.	1199
3068	Arthur H. Werkheiser	1200
3069	David R. Porter	1200
3070	Ralph Barry Johnson	1200
3071	Michel Willemin	1201
3072	Andreas Hirt	1201
3073	Samuel Neely Matthew	1202
3074	Matthew Dunn W.	1203
3075	Monty Foust H.	1204
3076	Christopher Powers R.	1204
3077	Jan Wisler A.	1204
3078	Pierre Albou	1205
3079	Kevin Bailey D.	1206
3080	Keith Bauer R.	1206
3081	Charles  Leu	1207
3082	Tai-Cherng  Yu	1207
3083	Ga-Lane  Chen	1207
3084	Jack Sing Chiow Chan	1208
3085	Ronald E. Newcomer	1209
3086	Brian William Holmes	1210
3087	Kenneth John Drinkwater	1210
3088	Yechezkal Evan Spero	1211
3089	John DiDomenico	1212
3090	Robert A. Gentala	1212
3091	Craig S. Rendahl	1212
3092	William John Ballantyne	1213
3093	Philippe  Schottland	1214
3094	Bart  Terburg	1214
3095	David S. Bryce	1214
3096	Sebastian Sisti	1215
3097	William John Ballantyne	1216
3098	Eric Blusseau	1217
3099	Alexis Dubrovin	1217
3100	Benny Grigorescu	1217
3101	Laurent Jeannot	1217
3102	Anthony  Derose	1218
3103	Denis Saladin	1219
3104	John  DiDomenico	1220
3105	Robert A. Gentala	1220
3106	Craig S. Rendahl	1220
3107	Robert Charles McCord	1221
3108	Arthur H. Werkheiser	1222
3109	David R. Porter	1222
3110	Ralph Barry Johnson	1222
3111	Eric  Blusseau	1223
3112	Alexis  Dubrovin	1223
3113	Benny  Grigorescu	1223
3114	Laurent  Jeannot	1223
3115	Pierre  Albou	1224
3116	Wangler; Richard J.	1225
3117	Myers; John T.	1225
3118	Gustavson; Robert L.	1225
3119	McConnell, II; Robert E.	1225
3120	Will; George A.	1226
3121	Mara; Leo M.	1227
3122	Mara; Leo M.	1228
3123	Hasselbring; Richard E.	1229
3124	Belliveau; Richard S.	1230
3125	Lane, II; John W.	1230
3126	Deese; Raymond E.	1231
3127	Lewis; David D.	1231
3128	Bobba; Mohan L.	1232
3129	Teach; Ted L.	1233
3130	Sobottke; Mark D.	1233
3131	Birt; David A.	1234
3132	Dickson; Arthur D.	1235
